Rank,Name,Platform,Year,Month,Date,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,URL,New_Genre,Genre_2020
7011,Spin Jam,PS,2000.0,Sep,24.0,undefined,Empire Interactive  ,H2O Entertainment  ,,,0.17,0.12,,0.02,0.31,https://www.vgchartz.com/game/42453/spin-jam/?region=All,Puzzle,Puzzle
7012,KuruKuru Kururin,GBA,2001.0,Jun,22.0,undefined,Nintendo  ,Eighting/Raizing  ,7.2,,,,0.3,0.01,0.31,https://www.vgchartz.com/game/3631/kurukuru-kururin/?region=All,Puzzle,Puzzle
7013,Disney's The Emperor's New Groove,PS,2000.0,Nov,13.0,undefined,Sony Computer Entertainment  ,Argonaut Software  ,,,0.17,0.12,,0.02,0.31,https://www.vgchartz.com/game/21947/disneys-the-emperors-new-groove/?region=All,Platform,Platform
7014,NBA Live 08,PSP,2007.0,Oct,1.0,undefined,Electronic Arts  ,EA Canada  ,6.8,,0.28,0.0,0.0,0.02,0.31,https://www.vgchartz.com/game/7580/nba-live-08/?region=All,Sports,Sports
7015,Disney's Stitch: Experiment 626,PS2,2002.0,Jun,19.0,undefined,Disney Interactive Studios  ,High Voltage Software  ,,,0.15,0.12,,0.04,0.31,https://www.vgchartz.com/game/2233/disneys-stitch-experiment-626/?region=All,Action,Action
7016,RPG Tsukuru 2,SNES,1996.0,Jan,31.0,undefined,ASCII Entertainment  ,Kuusou Kagaku  ,,,,,0.31,0.0,0.31,https://www.vgchartz.com/game/4202/rpg-tsukuru-2/?region=All,Role-Playing,Role-Playing
7017,Yuu Yuu Hakusho 2: Kakutou no Sho,SNES,1994.0,Jun,10.0,undefined,Namco  ,Unknown  ,,,,,0.31,,0.31,https://www.vgchartz.com/game/4793/yuu-yuu-hakusho-2-kakutou-no-sho/?region=All,Fighting,Fighting
7018,Orphen: Scion of Sorcery,PS2,2000.0,Oct,23.0,undefined,Activision  ,Shade  ,,,0.15,0.12,,0.04,0.31,https://www.vgchartz.com/game/18691/orphen-scion-of-sorcery/?region=All,Role-Playing,Role-Playing
7019,NASCAR 2011: The Game,X360,2011.0,Mar,29.0,undefined,Activision  ,Eutechnyx  ,6.0,,0.29,,,0.02,0.31,https://www.vgchartz.com/game/47673/nascar-2011-the-game/?region=All,Racing,Racing
7020,Shrek: Forever After,DS,2010.0,May,18.0,undefined,Activision  ,Griptonite Games  ,,,0.18,0.1,,0.03,0.31,https://www.vgchartz.com/game/43749/shrek-forever-after/?region=All,Platform,Platform
7021,Ultimate Spider-Man,GBA,2005.0,Sep,22.0,undefined,Activision  ,Vicarious Visions  ,,,0.22,0.08,,0.01,0.3,https://www.vgchartz.com/game/25450/ultimate-spider-man/?region=All,Action,Action
7022,F1 2013,X360,2013.0,Oct,8.0,undefined,Codemasters  ,Codemasters Birmingham  ,,,0.01,0.28,0.0,0.02,0.3,https://www.vgchartz.com/game/76415/f1-2013/?region=All,Racing,Racing
7023,Resident Evil: Revelations 2,PS3,2015.0,Feb,24.0,undefined,Capcom  ,Capcom  ,,,0.06,0.05,0.17,0.02,0.3,https://www.vgchartz.com/game/84245/resident-evil-revelations-2/?region=All,Action,Action
7024,Contra 4,DS,2007.0,Nov,13.0,undefined,Konami  ,WayForward Technologies  ,8.1,,0.28,,0.01,0.02,0.3,https://www.vgchartz.com/game/12622/contra-4/?region=All,Shooter,Shooter
7025,Shrek Swamp Kart Speedway,GBA,2002.0,Mar,19.0,undefined,TDK Mediactive  ,Prolific  ,,,0.22,0.08,,0.01,0.3,https://www.vgchartz.com/game/14868/shrek-swamp-kart-speedway/?region=All,Racing,Racing
7026,The King of Fighters XIII,PS3,2011.0,Nov,22.0,undefined,Atlus  ,SNK Playmore Corporation  ,7.8,,0.17,0.07,0.04,0.03,0.3,https://www.vgchartz.com/game/43668/the-king-of-fighters-xiii/?region=All,Fighting,Fighting
7027,Def Jam Rapstar,X360,2010.0,Oct,5.0,undefined,Konami  ,4mm Games / Terminal Reality  ,7.4,,0.26,0.03,,0.02,0.3,https://www.vgchartz.com/game/35161/def-jam-rapstar/?region=All,Misc,Misc
7028,Gameboy Gallery,GB,1995.0,Apr,27.0,undefined,Nintendo  ,Nintendo  ,,,,,0.3,0.0,0.3,https://www.vgchartz.com/game/3390/gameboy-gallery/?region=All,Misc,Misc
7029,Virtua Cop 2,SAT,1996.0,Nov,30.0,undefined,Sega  ,Sega-AM2  ,,,,,0.3,,0.3,https://www.vgchartz.com/game/4659/virtua-cop-2/?region=All,Shooter,Shooter
7030,Ehrgeiz,PS,1999.0,May,4.0,undefined,Square  ,DreamFactory  ,6.7,,0.17,0.12,,0.02,0.3,https://www.vgchartz.com/game/632/ehrgeiz/?region=All,Fighting,Fighting
7031,Sword Art Online: Hollow Fragment,PSV,2014.0,Aug,19.0,undefined,Namco Bandai Games  ,Bandai Namco Games  ,,,,,0.3,,0.3,https://www.vgchartz.com/game/78733/sword-art-online-hollow-fragment/?region=All,Role-Playing,Role-Playing
7032,Touhoku Daigaku Mirai Kagaku Gijutsu Kyoudou Kenkyuu Center Kawashima Ryuuta Kyouju Kanshu: Nou Ryoku Trainer Portable,PSP,2005.0,Oct,20.0,undefined,Sega  ,Sega  ,,,,,0.3,,0.3,https://www.vgchartz.com/game/2946/touhoku-daigaku-mirai-kagaku-gijutsu-kyoudou-kenkyuu-center-kawashima-ryuuta-kyouju-kanshu-nou-ryoku-trainer-portable/?region=All,Misc,Misc
7033,Spyro: Attack of the Rhynocs,GBA,2003.0,Oct,27.0,undefined,Universal Interactive  ,Digital Eclipse  ,,,0.22,0.08,,0.01,0.3,https://www.vgchartz.com/game/33698/spyro-attack-of-the-rhynocs/?region=All,Platform,Platform
7034,"Army Men World War: Land, Sea, Air",PS,2000.0,Sep,20.0,undefined,3DO  ,3DO  ,,,0.17,0.12,,0.02,0.3,https://www.vgchartz.com/game/17205/army-men-world-war-land-sea-air/?region=All,Action,Action
7035,2nd Super Robot Wars Original Generation,PS3,2012.0,Nov,29.0,undefined,Namco Bandai Games  ,TOSE  ,,,,,0.3,,0.3,https://www.vgchartz.com/game/71177/2nd-super-robot-wars-original-generation/?region=All,undefined,Role-Playing
7036,Madagascar,DS,2005.0,May,23.0,undefined,Activision  ,Vicarious Visions  ,6.3,,0.25,0.03,,0.02,0.3,https://www.vgchartz.com/game/5283/madagascar/?region=All,Platform,Platform
7037,Naruto: Ninja Destiny (US sales),DS,2008.0,Feb,26.0,undefined,D3 Publisher  ,Takara Tomy  ,,,0.3,,,,0.3,https://www.vgchartz.com/game/16967/naruto-ninja-destiny-us-sales/?region=All,Fighting,Fighting
7038,Tom Clancy's Splinter Cell 3D,3DS,2011.0,Apr,10.0,undefined,Ubisoft  ,Gameloft  ,8.0,,0.14,0.07,0.07,0.02,0.3,https://www.vgchartz.com/game/49882/tom-clancys-splinter-cell-3d/?region=All,Action,Action
7039,Magic 2015 - Duels of the Planeswalker,PC,2014.0,Jul,16.0,undefined,Wizards of the Coast  ,Stainless Games  ,,,,,,,,https://www.vgchartz.com/game/222959/magic-2015-duels-of-the-planeswalker/?region=All,undefined,Strategy
7040,Battlefield: Hardline,X360,2015.0,Mar,17.0,undefined,Electronic Arts  ,EA DICE  ,,,0.18,0.09,,0.03,0.3,https://www.vgchartz.com/game/82888/battlefield-hardline/?region=All,Shooter,Shooter
7041,Jumping Flash!,PS,1995.0,Apr,27.0,undefined,Sony Computer Entertainment  ,Exact  ,,,0.05,0.03,0.21,0.02,0.3,https://www.vgchartz.com/game/3550/jumping-flash/?region=All,Platform,Platform
7042,Karaoke Revolution Party,PS2,2005.0,Nov,8.0,undefined,Konami  ,Harmonix Music Systems  ,,,0.15,0.12,,0.04,0.3,https://www.vgchartz.com/game/5240/karaoke-revolution-party/?region=All,Misc,Misc
7043,Burnout,GC,2002.0,Apr,29.0,undefined,Acclaim Entertainment  ,Criterion Games  ,7.7,,0.23,0.06,,0.01,0.3,https://www.vgchartz.com/game/271/burnout/?region=All,Racing,Racing
7044,Cities: Skylines,PS4,2017.0,Aug,15.0,undefined,Koch Media  ,Colossal Order  ,,,0.15,0.07,0.04,0.05,0.3,https://www.vgchartz.com/game/184290/cities-skylines/?region=All,Simulation,Simulation
7045,Lizzie McGuire 3: Homecoming Havoc,GBA,2005.0,Aug,21.0,undefined,Buena Vista  ,Climax Group Inc.  ,,,0.22,0.08,,0.01,0.3,https://www.vgchartz.com/game/15115/lizzie-mcguire-3-homecoming-havoc/?region=All,Platform,Platform
7046,Lumines ll,PSP,2006.0,Nov,6.0,undefined,Buena Vista  ,Q Entertainment  ,8.0,,0.12,0.12,,0.07,0.3,https://www.vgchartz.com/game/1208/lumines-ll/?region=All,Puzzle,Puzzle
7047,Chaos Legion,PS2,2003.0,Aug,6.0,undefined,Capcom  ,Capcom Production Studio 6  ,6.2,,0.15,0.12,,0.04,0.3,https://www.vgchartz.com/game/341/chaos-legion/?region=All,Action,Action
7048,Charlie and the Chocolate Factory,GBA,2005.0,Jul,11.0,undefined,Global Star Software  ,High Voltage Software / Backbone Entertainment  ,,,0.22,0.08,,0.01,0.3,https://www.vgchartz.com/game/14875/charlie-and-the-chocolate-factory/?region=All,Adventure,Adventure
7049,Neopets: The Darkest Faerie,PS2,2005.0,Nov,16.0,undefined,Sony Computer Entertainment  ,Idol Minds Digital Entertainment  ,,,0.15,0.12,,0.04,0.3,https://www.vgchartz.com/game/26016/neopets-the-darkest-faerie/?region=All,Adventure,Adventure
7050,Blazing Heroes,SAT,1996.0,Jan,1.0,undefined,Sega  ,Micro Cabin  ,,,,,0.3,0.0,0.3,https://www.vgchartz.com/game/2915/blazing-heroes/?region=All,Role-Playing,Role-Playing
7051,Rhythm Tengoku,GBA,2006.0,Aug,3.0,undefined,Nintendo  ,Nintendo SPD Group No.1  ,,,,,0.3,0.01,0.3,https://www.vgchartz.com/game/4170/rhythm-tengoku/?region=All,Misc,Misc
7052,Monopoly for Nintendo Switch,NS,2017.0,Oct,31.0,undefined,Ubisoft  ,Engine Software  ,5.3,,0.06,0.22,0.01,0.02,0.3,https://www.vgchartz.com/game/215431/monopoly-for-nintendo-switch/?region=All,undefined,Board Game
7053,NBA 2K19,NS,2018.0,Sep,11.0,undefined,2K Sports  ,Visual Concepts  ,,,0.24,0.02,0.01,0.03,0.3,https://www.vgchartz.com/game/222085/nba-2k19/?region=All,undefined,Sports
7054,Super Robot Taisen W,DS,2007.0,Mar,1.0,undefined,Banpresto  ,Banpresto  ,,,,,0.3,,0.3,https://www.vgchartz.com/game/4481/super-robot-taisen-w/?region=All,Strategy,Strategy
7055,Cart World Series,PS,1997.0,Sep,16.0,undefined,Sony Computer Entertainment  ,SCEA  ,7.0,,0.17,0.11,,0.02,0.3,https://www.vgchartz.com/game/33218/cart-world-series/?region=All,Racing,Racing
7056,Sing Party,WiiU,2012.0,Nov,18.0,undefined,Nintendo  ,FreeStyleGames  ,6.8,,0.15,0.13,,0.03,0.3,https://www.vgchartz.com/game/71149/sing-party/?region=All,Misc,Misc
7057,24: The Game,PS2,2006.0,Feb,28.0,undefined,2K Games  ,SCEE Cambridge  ,,,0.15,0.12,,0.04,0.3,https://www.vgchartz.com/game/13/24-the-game/?region=All,Adventure,Adventure
7058,The Dukes of Hazzard II: Daisy Dukes It Out,PS,2000.0,Nov,7.0,undefined,SouthPeak Interactive  ,Sinister Games  ,,,0.17,0.11,,0.02,0.3,https://www.vgchartz.com/game/28823/the-dukes-of-hazzard-ii-daisy-dukes-it-out/?region=All,Racing,Racing
7059,Pro Evolution Soccer 2013,X360,2012.0,Sep,25.0,undefined,Konami Digital Entertainment  ,Konami  ,,,0.08,0.2,,0.03,0.3,https://www.vgchartz.com/game/70987/pro-evolution-soccer-2013/?region=All,Sports,Sports
7060,Famista '91,NES,1990.0,Dec,21.0,undefined,Namco  ,Namco  ,,,,,0.3,0.0,0.3,https://www.vgchartz.com/game/3273/famista-91/?region=All,Sports,Sports
7061,Tom Clancy's Rainbow Six: Siege,PC,2015.0,Dec,1.0,undefined,Ubisoft  ,Ubisoft Montreal  ,,,0.18,0.09,,0.03,0.3,https://www.vgchartz.com/game/82934/tom-clancys-rainbow-six-siege/?region=All,Shooter,Shooter
7062,LEGO Marvel's Avengers,3DS,2016.0,Jan,26.0,undefined,Warner Bros. Interactive Entertainment  ,TT Fusion  ,,,0.08,0.17,0.03,0.02,0.3,https://www.vgchartz.com/game/85103/lego-marvels-avengers/?region=All,Action,Action
7063,Super Robot Taisen OG: Original Generations Gaiden,PS2,2007.0,Dec,27.0,undefined,Banpresto  ,Banpresto  ,,,,,0.3,,0.3,https://www.vgchartz.com/game/13623/super-robot-taisen-og-original-generations-gaiden/?region=All,Strategy,Strategy
7064,PowerUp Heroes,X360,2011.0,Oct,18.0,undefined,Ubisoft  ,Ubisoft  ,4.0,,0.18,0.09,,0.03,0.3,https://www.vgchartz.com/game/50883/powerup-heroes/?region=All,Fighting,Fighting
7065,Decathlete,SAT,1996.0,Jan,1.0,undefined,Sega  ,Sega  ,,,,,0.3,0.0,0.3,https://www.vgchartz.com/game/3062/decathlete/?region=All,Sports,Sports
7066,My Hero One's Justice,PS4,2018.0,Oct,26.0,undefined,Bandai Namco Entertainment  ,Byking  ,,,0.16,0.05,0.04,0.05,0.3,https://www.vgchartz.com/game/221858/my-hero-ones-justice/?region=All,undefined,Fighting
7067,Looney Tunes: Duck Amuck,DS,2007.0,Oct,9.0,undefined,Warner Bros. Interactive  ,WayForward Technologies  ,6.4,,0.28,0.0,,0.02,0.3,https://www.vgchartz.com/game/7625/looney-tunes-duck-amuck/?region=All,Action,Action
7068,Resident Evil Archives: Resident Evil,Wii,2009.0,Jun,23.0,undefined,Capcom  ,Capcom Production Studio 4  ,7.6,,0.16,0.04,0.08,0.02,0.3,https://www.vgchartz.com/game/27163/resident-evil-archives-resident-evil/?region=All,Action,Action
7069,Magna Carta 2,X360,2009.0,Oct,13.0,undefined,Namco Bandai  ,SoftMax  ,6.6,,0.13,0.07,0.07,0.02,0.3,https://www.vgchartz.com/game/33696/magna-carta-2/?region=All,Role-Playing,Role-Playing
7070,LEGO City Undercover,XOne,2017.0,Apr,4.0,undefined,Warner Bros. Interactive Entertainment  ,TT Fusion  ,,,0.15,0.12,,0.03,0.3,https://www.vgchartz.com/game/153122/lego-city-undercover/?region=All,Platform,Platform
7071,Jonas,DS,2009.0,Nov,10.0,undefined,Disney Interactive Studios  ,Altron  ,,,0.27,0.0,,0.02,0.3,https://www.vgchartz.com/game/40836/jonas/?region=All,Adventure,Adventure
7072,Romance of the Three Kingdoms VIII,PS2,2003.0,Aug,13.0,undefined,KOEI  ,Koei  ,,,0.05,0.04,0.19,0.01,0.3,https://www.vgchartz.com/game/4191/romance-of-the-three-kingdoms-viii/?region=All,Strategy,Strategy
7073,Stranglehold,PS3,2007.0,Oct,29.0,undefined,Midway Games  ,Midway Games  ,,,0.24,0.03,0.0,0.03,0.3,https://www.vgchartz.com/game/7261/stranglehold/?region=All,Shooter,Shooter
7074,Fossil Fighters (JP sales),DS,2009.0,Aug,10.0,undefined,Nintendo  ,RED Entertainment  ,,,,,0.3,,0.3,https://www.vgchartz.com/game/19929/fossil-fighters-jp-sales/?region=All,Role-Playing,Role-Playing
7075,Daikaijyuu Monogatari,SNES,1994.0,Dec,22.0,undefined,Hudson Soft  ,Birthday  ,,,,,0.3,,0.3,https://www.vgchartz.com/game/3640/daikaijyuu-monogatari/?region=All,Role-Playing,Role-Playing
7076,Hard Hitter Tennis,PS2,2002.0,Oct,8.0,undefined,Atlus  ,Magical Company Ltd  ,,,0.15,0.11,,0.04,0.3,https://www.vgchartz.com/game/946/hard-hitter-tennis/?region=All,Sports,Sports
7077,Sorcery,PS3,2012.0,May,22.0,undefined,Sony Computer Entertainment  ,The Workshop  ,,,0.14,0.11,,0.05,0.3,https://www.vgchartz.com/game/45676/sorcery/?region=All,Action,Action
7078,Stronghold 2,PC,2005.0,Apr,18.0,undefined,2K Games  ,FireFly Studios  ,,,,0.0,,0.0,0.0,https://www.vgchartz.com/game/13154/stronghold-2/?region=All,undefined,Strategy
7079,Agony,Series,2018.0,May,29.0,undefined,PlayWay  ,Madmind Studio  ,,,,,,,,https://www.vgchartz.com/game/226348/agony/?region=All,undefined,undefined
7080,God Wars,Series,2017.0,Jun,20.0,undefined,Kadokawa Games  ,Kadokawa Games  ,,,,,,,,https://www.vgchartz.com/game/226155/god-wars/?region=All,undefined,undefined
7081,Monster Truck Madness 64,N64,1999.0,Jun,30.0,undefined,Rockstar Games  ,Edge of Reality  ,5.5,,0.24,0.06,,0.0,0.3,https://www.vgchartz.com/game/1412/monster-truck-madness-64/?region=All,Racing,Racing
7082,Quake II,N64,1999.0,Jun,30.0,undefined,Activision  ,Raster Productions  ,,,0.24,0.06,,0.0,0.3,https://www.vgchartz.com/game/1820/quake-ii/?region=All,Shooter,Shooter
7083,Shovel Knight,WiiU,2014.0,Jun,26.0,undefined,Yacht Club Games  ,Yacht Club Games  ,9.0,,0.05,0.04,,0.01,0.1,https://www.vgchartz.com/game/71917/shovel-knight/?region=All,Platform,Platform
7084,Terraria,X360,2013.0,Mar,27.0,undefined,505 Games  ,Engine Software  ,7.8,,0.35,0.29,,0.06,0.69,https://www.vgchartz.com/game/74163/terraria/?region=All,Action,Action
7085,VA-11 HALL-A,PC,2016.0,Jun,21.0,undefined,Ysbryd Games  ,Sukeban Games  ,8.4,,,,,,,https://www.vgchartz.com/game/84523/va-11-hall-a/?region=All,undefined,Adventure
7086,Warcraft: Orcs & Humans,PC,1994.0,Jan,15.0,undefined,Blizzard Entertainment  ,Blizzard Entertainment  ,,,0.89,1.08,,0.11,2.08,https://www.vgchartz.com/game/36902/warcraft-orcs-amp-humans/?region=All,Strategy,Strategy
7087,SoulCalibur VI,XOne,2018.0,Oct,19.0,undefined,Bandai Namco Games  ,Project Soul  ,,,0.26,0.01,,0.03,0.3,https://www.vgchartz.com/game/220570/soulcalibur-vi/?region=All,undefined,Fighting
7088,Kingdom Rush,PC,2011.0,Jul,28.0,undefined,Ironhide Game Studio  ,Ironhide Game Studio  ,,,,,,,,https://www.vgchartz.com/game/78098/kingdom-rush/?region=All,undefined,Shooter
7089,The Jackbox Party Pack 2,PC,2015.0,Oct,13.0,undefined,Jackbox Games  ,Jackbox Games  ,,,,,,,,https://www.vgchartz.com/game/223568/the-jackbox-party-pack-2/?region=All,undefined,Party
7090,Crazy Taxi: Catch a Ride,GBA,2003.0,Apr,9.0,undefined,THQ  ,Graphic State  ,4.8,,0.21,0.08,,0.01,0.3,https://www.vgchartz.com/game/14957/crazy-taxi-catch-a-ride/?region=All,Racing,Racing
7091,Imagine: Family Doctor,DS,2009.0,Mar,25.0,undefined,Ubisoft  ,WizarBox  ,,,0.27,0.01,,0.02,0.3,https://www.vgchartz.com/game/30966/imagine-family-doctor/?region=All,Simulation,Simulation
7092,Nounai Aeshe: IQ Suppli DS,DS,2006.0,Dec,21.0,undefined,Spike  ,Art  ,,,,,0.3,,0.3,https://www.vgchartz.com/game/3510/nounai-aeshe-iq-suppli-ds/?region=All,Misc,Misc
7093,One Piece Unlimited Cruise SP,3DS,,,,undefined,Namco Bandai  ,Ganbarion  ,,,,0.0,0.3,0.0,0.3,https://www.vgchartz.com/game/49094/one-piece-unlimited-cruise-sp/?region=All,Action,Action
7094,Macross Digital Mission VF-X,PS,1997.0,Feb,28.0,undefined,Bandai  ,Unit  ,,,,,0.28,0.02,0.3,https://www.vgchartz.com/game/3686/macross-digital-mission-vf-x/?region=All,Simulation,Simulation
7095,Rayman 2: Revolution,PS2,2001.0,Jan,30.0,undefined,Ubisoft  ,Ubisoft  ,8.7,,0.15,0.11,,0.04,0.3,https://www.vgchartz.com/game/12930/rayman-2-revolution/?region=All,Platform,Platform
7096,Yu Yu Hakusho Ghost Files: Spirit Detective,GBA,2003.0,Dec,2.0,undefined,Atari  ,Atari Games  ,,,0.21,0.08,,0.01,0.3,https://www.vgchartz.com/game/14057/yu-yu-hakusho-ghost-files-spirit-detective/?region=All,Action,Action
7097,Super Bomberman 5,SNES,1997.0,Feb,28.0,undefined,Hudson Soft  ,Hudson Soft  ,,,,,0.3,0.0,0.3,https://www.vgchartz.com/game/4415/super-bomberman-5/?region=All,Puzzle,Puzzle
7098,Army Men: Air Attack 2,PS,2000.0,Sep,26.0,undefined,3DO  ,3DO  ,,,0.17,0.11,,0.02,0.3,https://www.vgchartz.com/game/17209/army-men-air-attack-2/?region=All,Action,Action
7099,Saint Seiya: Soldiers' Soul,PS4,2015.0,Oct,6.0,undefined,Namco Bandai Games  ,Namco Bandai Games  ,,,,0.21,0.05,0.04,0.3,https://www.vgchartz.com/game/85369/saint-seiya-soldiers-soul/?region=All,Fighting,Fighting
7100,Devil May Cry 4,PC,2008.0,Jul,8.0,undefined,Capcom  ,Capcom  ,7.5,,0.01,0.02,,0.0,0.04,https://www.vgchartz.com/game/14143/devil-may-cry-4/?region=All,Action,Action
7101,Invizimals: Shadow Zone,PSP,2011.0,Oct,25.0,undefined,Sony Computer Entertainment  ,Novarama  ,,,0.05,0.16,,0.08,0.3,https://www.vgchartz.com/game/47252/invizimals-shadow-zone/?region=All,Strategy,Strategy
7102,NBA Live 2003,GC,2002.0,Oct,8.0,undefined,EA Sports  ,EA Canada  ,8.4,,0.23,0.06,,0.01,0.3,https://www.vgchartz.com/game/5452/nba-live-2003/?region=All,Sports,Sports
7103,Pride FC: Fighting Championships,PS2,2003.0,Feb,11.0,undefined,THQ  ,Anchor  ,,,0.15,0.11,,0.04,0.3,https://www.vgchartz.com/game/1786/pride-fc-fighting-championships/?region=All,Fighting,Fighting
7104,Eternal Ring,PS2,2000.0,Oct,24.0,undefined,Agetec  ,From Software  ,,,0.1,0.07,0.1,0.03,0.3,https://www.vgchartz.com/game/3215/eternal-ring/?region=All,Role-Playing,Role-Playing
7105,Dragon Force,SAT,1996.0,Nov,30.0,undefined,Working Designs  ,Sega  ,9.0,,,,0.3,0.0,0.3,https://www.vgchartz.com/game/3131/dragon-force/?region=All,Strategy,Strategy
7106,Dynasty Warriors 6,X360,2008.0,Feb,19.0,undefined,KOEI  ,Omega Force  ,6.2,,0.15,0.06,0.06,0.02,0.3,https://www.vgchartz.com/game/7696/dynasty-warriors-6/?region=All,Action,Action
7107,LYNE,PC,,,,undefined,Unknown  ,Thomas Bowker  ,,,,,,,,https://www.vgchartz.com/game/223578/lyne/?region=All,undefined,Puzzle
7108,LEGO DC Super-Villains,XOne,2018.0,Oct,16.0,undefined,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,,,0.2,0.07,,0.03,0.3,https://www.vgchartz.com/game/222042/lego-dc-super-villains/?region=All,undefined,Action-Adventure
7109,WWE 2K17,X360,2016.0,Oct,11.0,undefined,2K Games  ,Yuke's  ,,,0.14,0.13,,0.03,0.3,https://www.vgchartz.com/game/115628/wwe-2k17/?region=All,undefined,Sports
7110,Dance Dance Revolution Universe 3,X360,2008.0,Oct,21.0,undefined,Konami  ,Bemani  ,,,0.28,,,0.02,0.3,https://www.vgchartz.com/game/24763/dance-dance-revolution-universe-3/?region=All,Simulation,Simulation
7111,Final Fantasy Type-0 HD,XOne,2015.0,Mar,17.0,undefined,Square Enix  ,Square Enix  ,,,0.2,0.07,,0.03,0.3,https://www.vgchartz.com/game/82939/final-fantasy-type-0-hd/?region=All,undefined,Role-Playing
7112,Winning Post 2,SNES,1995.0,Mar,18.0,undefined,KOEI  ,Koei  ,,,,,0.3,,0.3,https://www.vgchartz.com/game/4693/winning-post-2/?region=All,Sports,Sports
7113,Star Gladiator Episode: I Final Crusade,PS,1996.0,Oct,31.0,undefined,Capcom  ,Capcom  ,,,0.07,0.05,0.15,0.02,0.3,https://www.vgchartz.com/game/4372/star-gladiator-episode-i-final-crusade/?region=All,Fighting,Fighting
7114,LISA,PC,,,,undefined,Unknown  ,Dingaling  ,,,,,,,,https://www.vgchartz.com/game/223579/lisa/?region=All,undefined,Role-Playing
7115,Call of Duty: Black Ops 3,PC,2015.0,Nov,6.0,undefined,Activision  ,Treyarch  ,,,,0.28,,0.02,0.3,https://www.vgchartz.com/game/85360/call-of-duty-black-ops-3/?region=All,Shooter,Shooter
7116,The Smurfs: Dance Party,Wii,2011.0,Jul,19.0,undefined,Ubisoft  ,Ubisoft  ,,,0.23,0.04,,0.03,0.3,https://www.vgchartz.com/game/51219/the-smurfs-dance-party/?region=All,Misc,Misc
7117,Just Dance 2018,PS4,2017.0,Oct,24.0,undefined,Ubisoft  ,Ubisoft Paris  ,,,0.1,0.15,,0.05,0.3,https://www.vgchartz.com/game/203195/just-dance-2018/?region=All,undefined,Music
7118,Showdown: Legends of Wrestling,PS2,2004.0,Jun,22.0,undefined,Acclaim Entertainment  ,Acclaim Studios Austin  ,,,0.15,0.11,,0.04,0.3,https://www.vgchartz.com/game/5686/showdown-legends-of-wrestling/?region=All,Fighting,Fighting
7119,Squinkies,DS,2011.0,Apr,12.0,undefined,Activision  ,"Human Soft, Inc.  ",,,0.26,0.02,,0.02,0.3,https://www.vgchartz.com/game/50551/squinkies/?region=All,Misc,Misc
