Rank,Name,Platform,Year,Month,Date,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,URL,New_Genre,Genre_2020
2235,Test Drive 4,PS,1997.0,Sep,30.0,undefined,Accolade  ,Pitbull Syndicate  ,,,0.67,0.46,,0.08,1.21,https://www.vgchartz.com/game/2360/test-drive-4/?region=All,Racing,Racing
2236,The Sims 2: Castaway,Wii,2007.0,Oct,23.0,undefined,Electronic Arts  ,Maxis  ,,,0.44,0.63,,0.14,1.21,https://www.vgchartz.com/game/12365/the-sims-2-castaway/?region=All,Simulation,Simulation
2237,World Soccer Winning Eleven 9 (JP & Others sales),PSP,2006.0,Feb,7.0,undefined,Konami  ,Konami Computer Entertainment Tokyo  ,8.0,,0.01,0.88,0.31,,1.2,https://www.vgchartz.com/game/7550/world-soccer-winning-eleven-9-jp-amp-others-sales/?region=All,Sports,Sports
2238,The Lord of the Rings: The Fellowship of the Ring,PS2,2002.0,Oct,16.0,undefined,Black Label Games  ,Surreal Software  ,,,0.59,0.46,,0.15,1.2,https://www.vgchartz.com/game/5277/the-lord-of-the-rings-the-fellowship-of-the-ring/?region=All,Action,Action
2239,ATV Offroad Fury 3,PS2,2004.0,Nov,2.0,undefined,Sony Computer Entertainment  ,Climax Group  ,7.5,,1.0,0.04,,0.16,1.2,https://www.vgchartz.com/game/132/atv-offroad-fury-3/?region=All,Racing,Racing
2240,F1 2011,PS3,2011.0,Sep,20.0,undefined,Codemasters  ,Codemasters Birmingham  ,8.4,,0.12,0.75,0.11,0.23,1.2,https://www.vgchartz.com/game/51210/f1-2011/?region=All,Racing,Racing
2241,Metal Gear Solid V: Ground Zeroes,PS4,2014.0,Mar,18.0,undefined,Konami Digital Entertainment  ,Kojima Productions  ,7.6,,0.36,0.5,0.17,0.17,1.2,https://www.vgchartz.com/game/78258/metal-gear-solid-v-ground-zeroes/?region=All,Action,Action
2242,Minecraft: Story Mode,X360,2015.0,Oct,27.0,undefined,Mojang  ,Telltale Games  ,,,0.67,0.42,,0.11,1.2,https://www.vgchartz.com/game/85927/minecraft-story-mode/?region=All,Adventure,Adventure
2243,Mad Max (2013),PS4,2015.0,Sep,1.0,undefined,Warner Bros. Interactive Entertainment  ,Avalanche Studios  ,,,0.38,0.59,0.05,0.19,1.2,https://www.vgchartz.com/game/73108/mad-max-2013/?region=All,undefined,Action
2244,Commando,Series,1985.0,Apr,1.0,undefined,Capcom  ,Capcom  ,,,,,,,,https://www.vgchartz.com/game/226046/commando/?region=All,undefined,undefined
2245,Dino Crisis 2,PS,2000.0,Sep,29.0,undefined,Capcom  ,Capcom Production Studio 4  ,8.8,,0.34,0.49,0.28,0.1,1.21,https://www.vgchartz.com/game/3096/dino-crisis-2/?region=All,Action,Action
2246,Disney's Chip 'n Dale: Rescue Rangers,NES,1990.0,Jun,1.0,undefined,Capcom  ,Capcom  ,,,0.68,0.14,0.35,0.02,1.19,https://www.vgchartz.com/game/6207/disneys-chip-n-dale-rescue-rangers/?region=All,Platform,Platform
2247,Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007.0,Nov,13.0,undefined,Atari  ,Spike / Bandai Namco Games  ,,,1.15,0.0,0.76,1.09,3.0,https://www.vgchartz.com/game/12742/dragon-ball-z-budokai-tenkaichi-3/?region=All,Fighting,Fighting
2248,Dragon Ball Z: La Legende Saien,SNES,1994.0,Jan,1.0,undefined,Bandai  ,TOSE  ,,,,,1.2,0.0,1.2,https://www.vgchartz.com/game/3168/dragon-ball-z-la-legende-saien/?region=All,Fighting,Fighting
2249,Final Fantasy,NES,1990.0,Jul,12.0,undefined,Nintendo  ,Square  ,8.5,,0.32,,0.52,,0.84,https://www.vgchartz.com/game/13068/final-fantasy/?region=All,Role-Playing,Role-Playing
2250,Final Fantasy IV,DS,2008.0,Jul,21.0,undefined,Square Enix  ,Matrix Software  ,8.5,9.0,0.51,0.04,0.62,0.05,1.21,https://www.vgchartz.com/game/13437/final-fantasy-iv/?region=All,Simulation,Simulation
2251,Final Fantasy XII: The Zodiac Age,PS4,2017.0,Jul,11.0,undefined,Square Enix  ,Square Enix  ,,,0.37,0.41,0.16,0.15,1.1,https://www.vgchartz.com/game/116829/final-fantasy-xii-the-zodiac-age/?region=All,undefined,Role-Playing
2252,Ganbare Goemon! Karakuri Douchuu,NES,1986.0,Jul,30.0,undefined,Konami  ,Konami  ,,,,,1.2,,1.2,https://www.vgchartz.com/game/31809/ganbare-goemon-karakuri-douchuu/?region=All,Platform,Platform
2253,Kingdom Hearts HD II.5 ReMIX,PS3,2014.0,Dec,2.0,undefined,Square Enix  ,Square Enix  ,,,0.52,0.36,0.19,0.18,1.25,https://www.vgchartz.com/game/83195/kingdom-hearts-hd-ii5-remix/?region=All,undefined,Role-Playing
2254,NFL 2K,DC,1999.0,Sep,9.0,undefined,Sega  ,Visual Concepts  ,9.7,,1.12,0.05,,0.02,1.2,https://www.vgchartz.com/game/1583/nfl-2k/?region=All,Sports,Sports
2255,Ninja Gaiden,XB,2004.0,Mar,2.0,undefined,Tecmo  ,Team Ninja  ,9.4,,0.92,0.2,0.07,0.04,1.23,https://www.vgchartz.com/game/1654/ninja-gaiden/?region=All,Action,Action
2256,Parasite Eve II,PS,2000.0,Jan,12.0,undefined,Square EA  ,SquareSoft  ,7.4,,0.32,0.22,,0.04,0.58,https://www.vgchartz.com/game/1718/parasite-eve-ii/?region=All,Role-Playing,Role-Playing
2257,Resident Evil Director's Cut: Dual Shock Edition,PS,1998.0,Jan,1.0,undefined,Capcom  ,Capcom  ,,,,,0.16,0.01,0.17,https://www.vgchartz.com/game/4164/resident-evil-directors-cut-dual-shock-edition/?region=All,Action,Action
2258,Shenmue,DC,2000.0,Nov,7.0,undefined,Sega  ,Sega-AM2  ,8.9,,0.52,0.24,0.38,0.04,1.18,https://www.vgchartz.com/game/2031/shenmue/?region=All,Adventure,Adventure
2259,SolarStriker,GB,1990.0,Jan,1.0,undefined,Nintendo  ,Nintendo R&D1  ,,,0.4,0.39,0.36,0.04,1.2,https://www.vgchartz.com/game/6423/solarstriker/?region=All,Shooter,Shooter
2260,Sonic and the Black Knight,Wii,2009.0,Mar,3.0,undefined,Sega  ,Sonic Team  ,4.8,8.5,0.66,0.34,0.01,0.11,1.12,https://www.vgchartz.com/game/24881/sonic-and-the-black-knight/?region=All,Platform,Platform
2261,Sonic Rush Adventure,DS,2007.0,Sep,18.0,undefined,Sega  ,Dimps Corporation  ,,,0.53,0.49,0.01,0.12,1.16,https://www.vgchartz.com/game/7499/sonic-rush-adventure/?region=All,Platform,Platform
2262,TwinBee,NES,1986.0,Jan,4.0,undefined,Konami  ,Konami  ,,,,,1.2,,1.2,https://www.vgchartz.com/game/31117/twinbee/?region=All,Shooter,Shooter
2263,WWE 2K14,PS3,2013.0,Oct,29.0,undefined,2K Sports  ,Yuke's  ,7.6,,0.49,0.51,,0.2,1.2,https://www.vgchartz.com/game/74166/wwe-2k14/?region=All,Sports,Sports
2264,Hand Simulator,PC,,,,undefined,Unknown  ,HFM Games  ,,,,,,,,https://www.vgchartz.com/game/223394/hand-simulator/?region=All,undefined,Simulation
2265,Enter the Matrix,XB,2003.0,May,14.0,undefined,Atari  ,Shiny Entertainment  ,,,0.72,0.43,0.01,0.04,1.2,https://www.vgchartz.com/game/19260/enter-the-matrix/?region=All,Action,Action
2266,NHL 2002,PS2,2001.0,Sep,24.0,undefined,EA Sports  ,EA Canada  ,,,0.59,0.46,,0.15,1.2,https://www.vgchartz.com/game/24749/nhl-2002/?region=All,Sports,Sports
2267,Shadow of the Colossus,PS4,2018.0,Feb,6.0,undefined,Sony Interactive Entertainment  ,Bluepoint Games  ,9.3,,0.44,0.52,0.05,0.19,1.2,https://www.vgchartz.com/game/182722/shadow-of-the-colossus/?region=All,Action,Action
2268,God of War: Ghost of Sparta,PSP,2010.0,Nov,2.0,undefined,Sony Computer Entertainment  ,Ready at Dawn  ,8.3,,0.41,0.36,0.03,0.21,1.01,https://www.vgchartz.com/game/45021/god-of-war-ghost-of-sparta/?region=All,Action,Action
2269,Nuclear Strike,PS,1997.0,Aug,31.0,undefined,Electronic Arts  ,Electronic Arts  ,,,0.66,0.45,,0.08,1.19,https://www.vgchartz.com/game/5550/nuclear-strike/?region=All,Simulation,Simulation
2270,Mario & Sonic at the London 2012 Olympic Games,3DS,2012.0,Feb,14.0,undefined,Sega  ,Sega  ,6.5,,0.18,0.66,0.27,0.08,1.19,https://www.vgchartz.com/game/50942/mario-amp-sonic-at-the-london-2012-olympic-games/?region=All,Sports,Sports
2271,The Simpsons: Road Rage,GBA,2003.0,Jun,30.0,undefined,THQ  ,Altron  ,,,0.86,0.32,,0.02,1.19,https://www.vgchartz.com/game/15024/the-simpsons-road-rage/?region=All,Racing,Racing
2272,SpongeBob SquarePants: Revenge of the Flying Dutchman,GBA,2002.0,Sep,10.0,undefined,THQ  ,Vicarious Visions  ,,,0.92,0.23,,0.04,1.19,https://www.vgchartz.com/game/6435/spongebob-squarepants-revenge-of-the-flying-dutchman/?region=All,Platform,Platform
2273,Pro Evolution Soccer 2008,Wii,2008.0,Mar,18.0,undefined,Konami  ,Konami  ,,,0.09,0.84,0.11,0.15,1.19,https://www.vgchartz.com/game/18520/pro-evolution-soccer-2008/?region=All,Sports,Sports
2274,Scarface: The World is Yours,PS2,2006.0,Oct,8.0,undefined,Sierra Entertainment  ,Radical Entertainment  ,,,0.99,0.04,,0.16,1.19,https://www.vgchartz.com/game/5663/scarface-the-world-is-yours/?region=All,Action,Action
2275,Metal Gear Solid: Portable Ops,PSP,2006.0,Dec,5.0,undefined,Konami  ,Kojima Productions  ,8.7,,0.38,0.35,0.38,0.09,1.19,https://www.vgchartz.com/game/1332/metal-gear-solid-portable-ops/?region=All,Action,Action
2276,Disney Sing It,Wii,2008.0,Oct,21.0,undefined,Disney Interactive Studios  ,Zoe Mode  ,,,0.77,0.31,,0.11,1.19,https://www.vgchartz.com/game/25879/disney-sing-it/?region=All,Misc,Misc
2277,Kobe Bryant in NBA Courtside,N64,1998.0,Apr,1.0,undefined,Nintendo  ,Left Field Productions  ,,,1.02,0.13,0.04,0.01,1.19,https://www.vgchartz.com/game/1147/kobe-bryant-in-nba-courtside/?region=All,Sports,Sports
2278,Tecmo Super Bowl,NES,1991.0,Dec,1.0,undefined,Tecmo  ,Tecmo  ,,,,,,,,https://www.vgchartz.com/game/13337/tecmo-super-bowl/?region=All,Sports,Sports
2279,The Dukes of Hazzard: Racing for Home,PS,1999.0,Nov,30.0,undefined,SouthPeak Interactive  ,Sinister Games  ,,,0.99,0.16,,0.04,1.19,https://www.vgchartz.com/game/603/the-dukes-of-hazzard-racing-for-home/?region=All,Racing,Racing
2280,WWE SmackDown vs Raw 2008,PSP,2007.0,Nov,13.0,undefined,THQ  ,Yuke's Media Creations  ,7.3,,0.45,0.47,,0.28,1.19,https://www.vgchartz.com/game/12784/wwe-smackdown-vs-raw-2008/?region=All,Fighting,Fighting
2281,LEGO Indiana Jones 2: The Adventure Continues,DS,2009.0,Nov,17.0,undefined,LucasArts  ,Traveller's Tales  ,,,0.65,0.43,,0.12,1.19,https://www.vgchartz.com/game/34927/lego-indiana-jones-2-the-adventure-continues/?region=All,Action,Action
2282,Hitman 2: Silent Assassin,XB,2002.0,Sep,30.0,undefined,Eidos Interactive  ,IO Interactive  ,,,0.76,0.38,,0.05,1.19,https://www.vgchartz.com/game/983/hitman-2-silent-assassin/?region=All,Action,Action
2283,Spider-Man: The Movie,GC,2002.0,Apr,15.0,undefined,Activision  ,Treyarch  ,7.6,,0.86,0.27,0.01,0.04,1.19,https://www.vgchartz.com/game/5727/spider-man-the-movie/?region=All,Action,Action
2284,Mortal Kombat Komplete Edition,PC,2013.0,Aug,6.0,undefined,Warner Bros. Interactive Entertainment  ,NetherRealm Studios  ,,,,,,,,https://www.vgchartz.com/game/80881/mortal-kombat-komplete-edition/?region=All,undefined,Fighting
2285,Final Fantasy I & II: Dawn of Souls,GBA,2004.0,Nov,29.0,undefined,Nintendo  ,Square Enix  ,7.1,,0.64,0.24,0.29,0.02,1.19,https://www.vgchartz.com/game/3307/final-fantasy-i-amp-ii-dawn-of-souls/?region=All,Role-Playing,Role-Playing
2286,Metal Gear Solid VR Missions,PS,1999.0,Sep,24.0,undefined,Konami  ,Konami Computer Entertainment Japan  ,6.8,,0.66,0.45,,0.08,1.18,https://www.vgchartz.com/game/1330/metal-gear-solid-vr-missions/?region=All,Adventure,Adventure
2287,LEGO Indiana Jones: The Original Adventures,PSP,2008.0,Jun,3.0,undefined,LucasArts  ,Traveller's Tales  ,7.6,,0.4,0.49,,0.3,1.18,https://www.vgchartz.com/game/15204/lego-indiana-jones-the-original-adventures/?region=All,Action,Action
2288,LEGO Dimensions,PS4,2015.0,Sep,27.0,undefined,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,,,0.48,0.5,,0.2,1.18,https://www.vgchartz.com/game/85349/lego-dimensions/?region=All,Action,Action
2289,Pole Position,2600,1983.0,Jan,1.0,undefined,Atari  ,Atari  ,,,1.1,0.07,,0.01,1.18,https://www.vgchartz.com/game/21447/pole-position/?region=All,Racing,Racing
2290,LEGO Star Wars III: The Clone Wars,PS3,2011.0,Mar,22.0,undefined,LucasArts  ,Traveller's Tales  ,8.0,,0.52,0.47,,0.19,1.18,https://www.vgchartz.com/game/43297/lego-star-wars-iii-the-clone-wars/?region=All,Action,Action
2291,Donkey Konga,GC,2004.0,Sep,27.0,undefined,Nintendo  ,Namco  ,7.3,,0.5,0.16,0.46,0.03,1.15,https://www.vgchartz.com/game/554/donkey-konga/?region=All,Misc,Misc
2292,Final Fantasy Tactics Advance,GBA,2003.0,Sep,8.0,undefined,Square Enix  ,SquareSoft  ,8.9,,,,0.89,,0.89,https://www.vgchartz.com/game/3315/final-fantasy-tactics-advance/?region=All,Role-Playing,Role-Playing
2293,Mario Tennis,GB,2001.0,Jan,16.0,undefined,Nintendo  ,Camelot Software Planning  ,,,0.5,0.18,0.44,0.06,1.18,https://www.vgchartz.com/game/3721/mario-tennis/?region=All,Sports,Sports
2294,Miitopia,3DS,2017.0,Jul,28.0,undefined,Nintendo  ,Nintendo EPD  ,6.6,,0.3,0.54,0.26,0.07,1.17,https://www.vgchartz.com/game/149746/miitopia/?region=All,undefined,Role-Playing
2295,Mystery Case Files: MillionHeir,DS,2008.0,Sep,8.0,undefined,Nintendo  ,Big Fish Games  ,7.4,,0.75,0.39,,0.12,1.27,https://www.vgchartz.com/game/24686/mystery-case-files-millionheir/?region=All,Adventure,Adventure
2296,R.B.I. Baseball 3,NES,1991.0,Jan,1.0,undefined,Tengen  ,Namco  ,,,0.1,,1.08,,1.18,https://www.vgchartz.com/game/6257/rbi-baseball-3/?region=All,undefined,Sports
2297,Resident Evil: Operation Raccoon City,PS3,2012.0,Mar,20.0,undefined,Capcom  ,Slant Six Games  ,,,0.48,0.24,0.36,0.1,1.18,https://www.vgchartz.com/game/50669/resident-evil-operation-raccoon-city/?region=All,Action,Action
2298,Tony Hawk's Pro Skater 2,GBA,2001.0,May,30.0,undefined,Activision  ,Vicarious Visions  ,8.9,,0.85,0.31,,0.02,1.18,https://www.vgchartz.com/game/13567/tony-hawks-pro-skater-2/?region=All,Sports,Sports
2299,LEGO Jurassic World,PS4,2015.0,Jun,12.0,undefined,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,,,0.41,0.56,0.02,0.19,1.18,https://www.vgchartz.com/game/85089/lego-jurassic-world/?region=All,Action,Action
2300,Inazuma Eleven 2: Kyoui no Shinryokusha - Fire / Blizzard,DS,2009.0,Oct,1.0,undefined,Level 5  ,Level 5  ,,,,,1.18,,1.18,https://www.vgchartz.com/game/33537/inazuma-eleven-2-kyoui-no-shinryokusha-fire-blizzard/?region=All,undefined,Role-Playing
2301,Medal of Honor: Warfighter,X360,2012.0,Oct,23.0,undefined,Electronic Arts  ,Danger Close Games  ,,,0.61,0.46,0.01,0.1,1.18,https://www.vgchartz.com/game/70423/medal-of-honor-warfighter/?region=All,Action,Action
2302,Red Dead Redemption: Undead Nightmare,PS3,2010.0,Nov,23.0,undefined,Rockstar Games  ,Rockstar San Diego  ,10.0,,0.47,0.45,0.06,0.19,1.18,https://www.vgchartz.com/game/48243/red-dead-redemption-undead-nightmare/?region=All,Action,Action
2303,WWE '12,PS3,2011.0,Nov,22.0,undefined,THQ  ,"Yuke's Co., Ltd.  ",9.0,,0.53,0.45,0.02,0.17,1.18,https://www.vgchartz.com/game/51583/wwe-12/?region=All,Fighting,Fighting
2304,NieR: Automata,PC,2017.0,Mar,17.0,undefined,Square Enix  ,PlatinumGames  ,,,,0.02,,0.0,0.02,https://www.vgchartz.com/game/161013/nier-automata/?region=All,undefined,Role-Playing
2305,Soviet Strike,PS,1996.0,Oct,31.0,undefined,Electronic Arts  ,EA Tiburon  ,,,0.65,0.44,,0.08,1.17,https://www.vgchartz.com/game/2123/soviet-strike/?region=All,Simulation,Simulation
2306,Gun,PS2,2005.0,Nov,8.0,undefined,Activision  ,Neversoft Entertainment  ,,,0.98,0.04,,0.16,1.17,https://www.vgchartz.com/game/5173/gun/?region=All,Shooter,Shooter
2307,Ty the Tasmanian Tiger,PS2,2002.0,Sep,10.0,undefined,Electronic Arts  ,Krome Studios  ,6.2,,0.57,0.45,,0.15,1.17,https://www.vgchartz.com/game/5951/ty-the-tasmanian-tiger/?region=All,Platform,Platform
2308,Mission: Impossible,N64,1998.0,Jul,18.0,undefined,Ocean  ,Infogrames  ,6.6,,0.74,0.38,0.02,0.03,1.17,https://www.vgchartz.com/game/6349/mission-impossible/?region=All,Action,Action
2309,Cabela's Dangerous Hunts,PS2,2003.0,Nov,11.0,undefined,Activision  ,Sand Grain Studios  ,,,0.57,0.45,,0.15,1.17,https://www.vgchartz.com/game/4924/cabelas-dangerous-hunts/?region=All,Sports,Sports
2310,WWE SmackDown vs. Raw 2010,PS3,2009.0,Oct,20.0,undefined,THQ  ,JAKKS Pacific  ,8.1,,0.48,0.48,0.01,0.19,1.17,https://www.vgchartz.com/game/35089/wwe-smackdown-vs-raw-2010/?region=All,Fighting,Fighting
2311,Cool Boarders 4,PS,1999.0,Jan,1.0,undefined,989 Studios  ,Idol Minds Digital Entertainment  ,,,0.65,0.44,,0.08,1.17,https://www.vgchartz.com/game/31203/cool-boarders-4/?region=All,Sports,Sports
2312,Army of Two,PS3,2008.0,Mar,7.0,undefined,Electronic Arts  ,EA Montreal  ,7.4,6.9,0.74,0.26,0.02,0.15,1.17,https://www.vgchartz.com/game/13641/army-of-two/?region=All,Shooter,Shooter
2313,Rage Racer,PS,1997.0,Apr,30.0,undefined,Namco  ,Namco  ,,,0.16,0.11,0.83,0.08,1.17,https://www.vgchartz.com/game/1828/rage-racer/?region=All,Racing,Racing
2314,Medal of Honor: Rising Sun,XB,2003.0,Nov,11.0,undefined,Electronic Arts  ,EA Los Angeles  ,,,0.76,0.36,,0.05,1.17,https://www.vgchartz.com/game/6337/medal-of-honor-rising-sun/?region=All,Shooter,Shooter
2315,Destruction Derby 2,PS,1996.0,Oct,31.0,undefined,Sony Computer Entertainment  ,Reflections Interactive  ,,,0.65,0.44,,0.08,1.17,https://www.vgchartz.com/game/509/destruction-derby-2/?region=All,Racing,Racing
2316,Sunset Overdrive,XOne,2014.0,Oct,28.0,undefined,Microsoft Studios  ,Insomniac Games  ,8.0,,0.64,0.42,0.0,0.1,1.16,https://www.vgchartz.com/game/73069/sunset-overdrive/?region=All,Shooter,Shooter
2317,Ace Combat 3: Electrosphere,PS,2000.0,Mar,2.0,undefined,Namco  ,Namco  ,7.6,,0.22,0.15,0.4,0.05,0.83,https://www.vgchartz.com/game/2820/ace-combat-3-electrosphere/?region=All,Simulation,Simulation
2318,Midnight Club 3: DUB Edition Remix,PS2,2006.0,Mar,13.0,undefined,Rockstar Games  ,Rockstar San Diego  ,,,0.97,0.04,,0.16,1.16,https://www.vgchartz.com/game/5353/midnight-club-3-dub-edition-remix/?region=All,Racing,Racing
2319,WWE 2K15,PS4,2014.0,Nov,18.0,undefined,2K Sports  ,Visual Concepts  ,,,0.4,0.57,,0.19,1.16,https://www.vgchartz.com/game/78592/wwe-2k15/?region=All,Sports,Sports
2320,Tom Clancy's Ghost Recon: Jungle Storm,PS2,2004.0,Mar,16.0,undefined,Ubisoft  ,Red Storm Entertainment  ,,,0.57,0.44,,0.15,1.16,https://www.vgchartz.com/game/2458/tom-clancys-ghost-recon-jungle-storm/?region=All,Shooter,Shooter
2321,Bushido Blade,PS,1997.0,Sep,30.0,undefined,Sony Computer Entertainment  ,Light Weight  ,8.2,,0.39,0.27,0.43,0.08,1.16,https://www.vgchartz.com/game/276/bushido-blade/?region=All,Fighting,Fighting
2322,Your Shape: Fitness Evolved 2012,X360,2011.0,Nov,8.0,undefined,Ubisoft  ,Ubisoft Montreal  ,,,0.7,0.36,,0.1,1.16,https://www.vgchartz.com/game/51830/your-shape-fitness-evolved-2012/?region=All,Sports,Sports
2323,MLB The Show 17,PS4,2017.0,Mar,28.0,undefined,Sony Interactive Entertainment  ,SIE San Diego Studio  ,,,0.94,,,0.22,1.16,https://www.vgchartz.com/game/141657/mlb-the-show-17/?region=All,undefined,Sports
2324,Mirror's Edge,X360,2008.0,Nov,11.0,undefined,Electronic Arts  ,EA Digital Illusions CE  ,7.6,,0.51,0.51,0.01,0.12,1.16,https://www.vgchartz.com/game/21686/mirrors-edge/?region=All,Platform,Platform
2325,NASCAR Thunder 2002,PS2,2001.0,Oct,15.0,undefined,EA Sports  ,EA Tiburon  ,,,0.57,0.44,,0.15,1.16,https://www.vgchartz.com/game/5423/nascar-thunder-2002/?region=All,Racing,Racing
2326,Jet Force Gemini,N64,1999.0,Sep,30.0,undefined,Rare  ,Rare Ltd.  ,8.1,,0.78,0.28,0.07,0.02,1.16,https://www.vgchartz.com/game/1072/jet-force-gemini/?region=All,Shooter,Shooter
2327,Mario Power Tennis,GC,2004.0,Nov,8.0,undefined,Nintendo  ,Camelot Software Planning  ,8.1,,0.58,0.16,0.46,0.03,1.22,https://www.vgchartz.com/game/1263/mario-power-tennis/?region=All,Sports,Sports
2328,Mega Man X,SNES,1994.0,Jan,1.0,undefined,Capcom  ,Capcom  ,,,0.57,0.08,0.5,0.01,1.16,https://www.vgchartz.com/game/6342/mega-man-x/?region=All,Platform,Platform
2329,Pokken Tournament DX,NS,2017.0,Sep,22.0,undefined,Nintendo  ,Namco Bandai Games  ,8.0,,0.79,0.47,0.32,0.12,1.71,https://www.vgchartz.com/game/181422/pokken-tournament-dx/?region=All,undefined,Fighting
2330,Sega Rally Championship,SAT,1995.0,Dec,5.0,undefined,Sega  ,Sega-AM3  ,,,0.21,0.16,0.77,0.02,1.16,https://www.vgchartz.com/game/4269/sega-rally-championship/?region=All,Racing,Racing
2331,Tekken 6,PSP,2009.0,Nov,24.0,undefined,Namco Bandai  ,Namco Bandai Games  ,8.2,,0.15,0.04,0.1,0.03,0.32,https://www.vgchartz.com/game/33976/tekken-6/?region=All,Fighting,Fighting
2332,Yu-Gi-Oh! The Sacred Cards (American and Others sales),GBA,2003.0,Nov,4.0,undefined,Konami  ,Konami  ,,,0.84,0.27,,0.05,1.16,https://www.vgchartz.com/game/6548/yu-gi-oh-the-sacred-cards-american-and-others-sales/?region=All,Role-Playing,Role-Playing
2333,Test Drive: Off Road,PS,1997.0,Feb,28.0,undefined,Accolade  ,Motivetime  ,,,0.65,0.44,,0.08,1.16,https://www.vgchartz.com/game/2368/test-drive-off-road/?region=All,Racing,Racing
2334,Medal of Honor Heroes 2,PSP,2007.0,Nov,13.0,undefined,Electronic Arts  ,Team Fusion  ,6.6,,0.5,0.39,0.02,0.25,1.16,https://www.vgchartz.com/game/12748/medal-of-honor-heroes-2/?region=All,Shooter,Shooter
2335,Spore,PC,2008.0,Sep,7.0,undefined,Electronic Arts  ,Maxis  ,7.0,7.0,0.03,1.06,,0.07,1.16,https://www.vgchartz.com/game/14151/spore/?region=All,Strategy,Strategy
2336,FIFA Soccer 10,PSP,2009.0,Oct,20.0,undefined,EA Sports  ,EA Canada  ,7.9,,0.16,0.68,0.01,0.31,1.16,https://www.vgchartz.com/game/35496/fifa-soccer-10/?region=All,Sports,Sports
2337,Sniper: Ghost Warrior,X360,2010.0,Jun,29.0,undefined,City Interactive  ,City Interactive  ,4.3,,0.54,0.5,,0.12,1.16,https://www.vgchartz.com/game/44424/sniper-ghost-warrior/?region=All,Shooter,Shooter
2338,LEGO Star Wars: The Video Game,XB,2005.0,Apr,5.0,undefined,Eidos Interactive  ,Traveller's Tales  ,8.0,,0.83,0.28,,0.05,1.16,https://www.vgchartz.com/game/5265/lego-star-wars-the-video-game/?region=All,Action,Action
2339,Deus Ex: Mankind Divided,PC,2016.0,Aug,23.0,undefined,Square Enix  ,Eidos Montreal  ,,,,0.06,,0.0,0.07,https://www.vgchartz.com/game/85343/deus-ex-mankind-divided/?region=All,Role-Playing,Role-Playing
2340,EA Sports Active: More Workouts,Wii,2009.0,Nov,17.0,undefined,EA Sports  ,EA Vancouver  ,7.9,,0.78,0.28,,0.1,1.16,https://www.vgchartz.com/game/39470/ea-sports-active-more-workouts/?region=All,Sports,Sports
2341,Stranded Deep,PC,,,,undefined,Unknown  ,Beam Team Games  ,,,,,,,,https://www.vgchartz.com/game/223395/stranded-deep/?region=All,undefined,Adventure
2342,The Elder Scrolls V: Skyrim,NS,2017.0,Nov,17.0,undefined,Bethesda Softworks  ,Bethesda Softworks  ,8.6,9.1,0.67,0.32,0.06,0.1,1.15,https://www.vgchartz.com/game/161518/the-elder-scrolls-v-skyrim/?region=All,Role-Playing,Role-Playing
2343,Worldwide Soccer Manager 2009,PC,2008.0,Nov,18.0,undefined,Sega  ,Sports Interactive  ,,,,1.15,,0.01,1.15,https://www.vgchartz.com/game/26685/worldwide-soccer-manager-2009/?region=All,Simulation,Simulation
2344,Gauntlet: Dark Legacy,PS2,2001.0,May,1.0,undefined,Midway Games  ,Midway Games West  ,,,0.56,0.44,,0.15,1.15,https://www.vgchartz.com/game/14207/gauntlet-dark-legacy/?region=All,Action,Action
2345,Bad Boys: Miami Takedown,PS2,2004.0,Sep,14.0,undefined,Crave Entertainment  ,Blitz Games  ,,,0.56,0.44,,0.15,1.15,https://www.vgchartz.com/game/4849/bad-boys-miami-takedown/?region=All,Shooter,Shooter
2346,Kaboom!,2600,1981.0,Jan,1.0,undefined,Activision  ,Activision  ,,,1.07,0.07,,0.01,1.15,https://www.vgchartz.com/game/19763/kaboom/?region=All,Misc,Misc
2347,Dragon Quest VIII: Journey of the Cursed King,3DS,2017.0,Jan,20.0,undefined,Nintendo  ,Level 5 / Armor Project  ,8.8,,0.14,0.11,0.88,0.02,1.15,https://www.vgchartz.com/game/85894/dragon-quest-viii-journey-of-the-cursed-king/?region=All,Role-Playing,Role-Playing
2348,Ratchet & Clank: All 4 One,PS3,2011.0,Oct,18.0,undefined,Sony Computer Entertainment  ,Insomniac Games  ,7.5,,0.75,0.22,0.05,0.13,1.15,https://www.vgchartz.com/game/46827/ratchet-amp-clank-all-4-one/?region=All,Platform,Platform
2349,Derby Stallion III,SNES,1995.0,Jan,20.0,undefined,ASCII Entertainment  ,ASCII Entertainment  ,,,,,1.15,0.0,1.15,https://www.vgchartz.com/game/3079/derby-stallion-iii/?region=All,Sports,Sports
2350,Doraemon,NES,1986.0,Dec,12.0,undefined,Hudson Soft  ,Hudson Soft  ,,,,,1.15,0.0,1.15,https://www.vgchartz.com/game/6235/doraemon/?region=All,Action,Action
