Rank,Name,Platform,Year,Month,Date,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,URL,New_Genre,Genre_2020
12011,NBA 2K2,GC,2002.0,Mar,20.0,undefined,Sega  ,Visual Concepts  ,8.8,,0.09,0.02,,0.0,0.12,https://www.vgchartz.com/game/5432/nba-2k2/?region=All,Sports,Sports
12012,Psychonauts,XB,2005.0,Apr,19.0,undefined,Majesco  ,Double Fine Productions  ,8.8,,0.09,0.03,,0.0,0.12,https://www.vgchartz.com/game/1810/psychonauts/?region=All,Platform,Platform
12013,Subnautica,PS4,2018.0,Dec,4.0,undefined,Gearbox Software  ,Unknown Worlds Entertainment  ,,,0.07,0.03,,0.02,0.12,https://www.vgchartz.com/game/222357/subnautica/?region=All,undefined,Adventure
12014,Out of Reach,PC,2018.0,Jul,13.0,undefined,Space Boat Studios  ,Space Boat Studios  ,,,,,,,,https://www.vgchartz.com/game/224340/out-of-reach/?region=All,undefined,Action
12015,Shufflepuck Cantina Deluxe,PC,2013.0,Dec,6.0,undefined,Agharta Studio  ,Agharta Studio  ,,,,,,,,https://www.vgchartz.com/game/81428/shufflepuck-cantina-deluxe/?region=All,undefined,Sports
12016,Jeremy McGrath Supercross World,GC,2002.0,Feb,27.0,undefined,Acclaim Entertainment  ,Acclaim Entertainment  ,2.7,,0.09,0.02,,0.0,0.12,https://www.vgchartz.com/game/1068/jeremy-mcgrath-supercross-world/?region=All,Racing,Racing
12017,SimAnimals Africa,Wii,2009.0,Oct,27.0,undefined,Electronic Arts  ,The Sims Studio  ,5.5,,0.1,0.01,,0.01,0.12,https://www.vgchartz.com/game/36102/simanimals-africa/?region=All,Simulation,Simulation
12018,God Eater 2: Rage Burst,PS4,2015.0,Feb,26.0,undefined,Namco Bandai Games  ,Namco Bandai Games  ,,,,0.01,0.11,0.0,0.12,https://www.vgchartz.com/game/85228/god-eater-2-rage-burst/?region=All,Role-Playing,Role-Playing
12019,Uta no * Prince-Sama: All Star,PSP,2013.0,Mar,7.0,undefined,Broccoli  ,Nippon Ichi Software  ,,,,,0.12,,0.12,https://www.vgchartz.com/game/71741/uta-no-prince-sama-all-star/?region=All,Action,Action
12020,HardBall 5,PS,1996.0,Mar,1.0,undefined,Accolade  ,MindSpan  ,,,0.07,0.04,,0.01,0.12,https://www.vgchartz.com/game/948/hardball-5/?region=All,Sports,Sports
12021,Airborne Troops: Countdown to D-Day,PS2,2005.0,Jan,7.0,undefined,Mud Duck Productions  ,WideScreen Games  ,,,0.06,0.05,,0.02,0.12,https://www.vgchartz.com/game/46/airborne-troops-countdown-to-d-day/?region=All,Shooter,Shooter
12022,Disney Princess: Enchanting Storybooks,DS,2011.0,Nov,1.0,undefined,THQ  ,THQ  ,,,0.07,0.03,,0.01,0.12,https://www.vgchartz.com/game/67123/disney-princess-enchanting-storybooks/?region=All,Misc,Misc
12023,MLB Inside Pitch 2003,XB,2003.0,May,20.0,undefined,Microsoft Game Studios  ,Microsoft Game Studios  ,,,0.09,0.03,,0.0,0.12,https://www.vgchartz.com/game/1382/mlb-inside-pitch-2003/?region=All,Sports,Sports
12024,Pro Evolution Soccer 2018,XOne,2017.0,Sep,12.0,undefined,Konami Digital Entertainment  ,Konami Digital Entertainment  ,,,0.06,0.05,,0.01,0.12,https://www.vgchartz.com/game/180532/pro-evolution-soccer-2018/?region=All,undefined,Sports
12025,Midnight Mysteries: The Edgar Allan Poe Conspiracy,DS,2010.0,Sep,21.0,undefined,Mumbo Jumbo  ,MumboJumbo  ,,,0.08,0.03,,0.01,0.12,https://www.vgchartz.com/game/47262/midnight-mysteries-the-edgar-allan-poe-conspiracy/?region=All,Adventure,Adventure
12026,BlazBlue: Central Fiction,PS3,2016.0,Nov,1.0,undefined,Aksys Games  ,Arc System Works  ,,,0.04,0.03,0.03,0.01,0.12,https://www.vgchartz.com/game/114755/blazblue-central-fiction/?region=All,undefined,Fighting
12027,Lost Magic,DS,2006.0,Apr,25.0,undefined,Ubisoft  ,Taito Corporation  ,,,0.09,0.0,0.02,0.01,0.12,https://www.vgchartz.com/game/1203/lost-magic/?region=All,Role-Playing,Role-Playing
12028,Defend Your Life,PC,2015.0,Apr,10.0,undefined,Alda Games  ,Alda Games  ,,,,,,,,https://www.vgchartz.com/game/224339/defend-your-life/?region=All,undefined,undefined
12029,Battle Arena Toshinden Remix,SAT,1995.0,Jan,1.0,undefined,Sega  ,Nextech  ,,,,,0.12,,0.12,https://www.vgchartz.com/game/2888/battle-arena-toshinden-remix/?region=All,Fighting,Fighting
12030,Dragon Ball: Origins,DS,2008.0,Nov,4.0,undefined,Atari  ,Game Republic  ,,,0.08,0.03,,0.01,0.12,https://www.vgchartz.com/game/28742/dragon-ball-origins/?region=All,Action,Action
12031,Legends of Wrestling II,GC,2002.0,Nov,26.0,undefined,Acclaim Entertainment  ,Acclaim Studios Salt Lake City  ,,,0.09,0.02,,0.0,0.12,https://www.vgchartz.com/game/5262/legends-of-wrestling-ii/?region=All,Fighting,Fighting
12032,A.C.E.: Another Century's Episode Portable,PSP,2011.0,Jan,13.0,undefined,Namco Bandai  ,From Software  ,,,,,0.12,,0.12,https://www.vgchartz.com/game/47978/ace-another-centurys-episode-portable/?region=All,Simulation,Simulation
12033,7 Days to Die,XOne,2016.0,Jun,28.0,undefined,Telltale Games  ,The Fun Pimps  ,,,0.09,0.02,,0.01,0.12,https://www.vgchartz.com/game/103411/7-days-to-die/?region=All,Action,Action
12034,Rubik's World,DS,2008.0,Oct,28.0,undefined,Game Factory  ,Two Tribes  ,,,0.1,0.01,,0.01,0.12,https://www.vgchartz.com/game/25985/rubiks-world/?region=All,Puzzle,Puzzle
12035,Jikkyou Powerful Pro Yakyuu 9,GC,2002.0,Jul,18.0,undefined,Konami  ,Diamond Head  ,,,,,0.11,0.0,0.12,https://www.vgchartz.com/game/4076/jikkyou-powerful-pro-yakyuu-9/?region=All,Sports,Sports
12036,The Price is Right: Decades,Wii,2011.0,Oct,18.0,undefined,Ubisoft  ,Ludia Inc.  ,,,0.11,,,0.01,0.12,https://www.vgchartz.com/game/51854/the-price-is-right-decades/?region=All,Misc,Misc
12037,Raiden IV,X360,2009.0,Sep,8.0,undefined,UFO Interactive  ,Moss  ,7.0,,0.1,,0.01,0.01,0.12,https://www.vgchartz.com/game/23983/raiden-iv/?region=All,Shooter,Shooter
12038,Dead Island: Riptide,PC,2013.0,Apr,23.0,undefined,Deep Silver  ,Techland  ,6.2,,,0.07,,0.0,0.07,https://www.vgchartz.com/game/70791/dead-island-riptide/?region=All,Action,Action
12039,Swiftly,PC,2016.0,Jan,26.0,undefined,Cleverweek  ,Cleverweek  ,,,,,,,,https://www.vgchartz.com/game/224338/swiftly/?region=All,undefined,Platform
12040,Payday 2,NS,2018.0,Feb,27.0,undefined,505 Games  ,Overkill Software  ,5.0,,0.08,0.02,,0.01,0.12,https://www.vgchartz.com/game/220591/payday-2/?region=All,Shooter,Shooter
12041,Cruis'n,Wii,2007.0,Nov,27.0,undefined,Midway Games  ,Midway Studios San Diego  ,,,0.1,0.01,,0.01,0.12,https://www.vgchartz.com/game/13009/cruisn/?region=All,Racing,Racing
12042,Fate/hollow ataraxia,PSV,2014.0,Nov,27.0,undefined,Type-Moon  ,Type-Moon  ,,,,,0.12,,0.12,https://www.vgchartz.com/game/81965/fatehollow-ataraxia/?region=All,Adventure,Adventure
12043,Barbie as The Island Princess,PS2,2007.0,Oct,30.0,undefined,Activision  ,Human Soft / Ivolgamus  ,,,0.06,0.04,,0.02,0.12,https://www.vgchartz.com/game/12576/barbie-as-the-island-princess/?region=All,Adventure,Adventure
12044,Petz Fantasy: Moonlight Magic,DS,2010.0,Sep,28.0,undefined,Ubisoft  ,Ubisoft  ,,,0.11,,,0.01,0.12,https://www.vgchartz.com/game/45415/petz-fantasy-moonlight-magic/?region=All,Simulation,Simulation
12045,Phantasy Star Universe,X360,2006.0,Oct,25.0,undefined,Sega  ,Sonic Team  ,6.6,,0.09,0.01,,0.01,0.12,https://www.vgchartz.com/game/5576/phantasy-star-universe/?region=All,Role-Playing,Role-Playing
12046,Battles of Prince of Persia,DS,2005.0,Dec,6.0,undefined,Ubisoft  ,Ubisoft Montreal  ,5.6,,0.1,0.01,,0.01,0.12,https://www.vgchartz.com/game/177/battles-of-prince-of-persia/?region=All,Strategy,Strategy
12047,MX vs. ATV Untamed,DS,2007.0,Dec,17.0,undefined,THQ  ,Rainbow Studios  ,,,0.11,0.0,,0.01,0.12,https://www.vgchartz.com/game/13521/mx-vs-atv-untamed/?region=All,Racing,Racing
12048,Crime Killer,PS,1998.0,Jun,30.0,undefined,Interplay  ,Pixelogic  ,,,0.07,0.04,,0.01,0.12,https://www.vgchartz.com/game/16139/crime-killer/?region=All,Racing,Racing
12049,America's Greatest Game Shows: Wheel of Fortune & Jeopardy!,PS4,2017.0,Nov,7.0,undefined,Ubisoft  ,Ubisoft  ,,,0.1,,,0.02,0.12,https://www.vgchartz.com/game/213660/americas-greatest-game-shows-wheel-of-fortune-amp-jeopardy/?region=All,undefined,Misc
12050,BlazBlue: Continuum Shift EXTEND,PSV,2012.0,Feb,14.0,undefined,Aksys Games  ,Arc System Works  ,,,0.03,0.05,0.02,0.02,0.12,https://www.vgchartz.com/game/51846/blazblue-continuum-shift-extend/?region=All,undefined,Fighting
12051,FIFA Football,PSV,2011.0,Sep,27.0,undefined,EA Sports  ,EA Canada  ,,,0.02,0.09,,0.02,0.12,https://www.vgchartz.com/game/70407/fifa-football/?region=All,undefined,Sports
12052,Backyard Wrestling 2: There Goes the Neighborhood,XB,2004.0,Nov,16.0,undefined,Eidos Interactive  ,Paradox Development  ,,,0.09,0.03,,0.0,0.12,https://www.vgchartz.com/game/149/backyard-wrestling-2-there-goes-the-neighborhood/?region=All,Fighting,Fighting
12053,Sudden Strike 4,PC,2017.0,Aug,15.0,undefined,Kalypso Media  ,Kite Games  ,,,0.01,0.01,,0.0,0.02,https://www.vgchartz.com/game/169962/sudden-strike-4/?region=All,undefined,undefined
12054,Anodyne,PC,2013.0,Mar,22.0,undefined,Analgesic Productions  ,Sean Han Tani  ,,,,,,,,https://www.vgchartz.com/game/74783/anodyne/?region=All,undefined,undefined
12055,DreamWorks Super Star Kartz,PS3,2011.0,Nov,15.0,undefined,Activision  ,Activision  ,,,0.06,0.03,,0.02,0.12,https://www.vgchartz.com/game/63484/dreamworks-super-star-kartz/?region=All,Racing,Racing
12056,Peggle: Dual Shot,DS,2009.0,Feb,27.0,undefined,PopCap Games  ,Q Entertainment  ,,,0.11,,,0.01,0.12,https://www.vgchartz.com/game/32602/peggle-dual-shot/?region=All,Puzzle,Puzzle
12057,USA Today Crossword Challenge,DS,2008.0,May,30.0,undefined,Destineer  ,Destineer  ,,,0.11,,,0.01,0.12,https://www.vgchartz.com/game/22389/usa-today-crossword-challenge/?region=All,Puzzle,Puzzle
12058,Marvel's Guardians of the Galaxy: The Telltale Series,PS4,2017.0,May,2.0,undefined,Warner Bros. Interactive Entertainment  ,Telltale Games  ,,,0.06,0.04,,0.02,0.12,https://www.vgchartz.com/game/158399/marvels-guardians-of-the-galaxy-the-telltale-series/?region=All,undefined,Adventure
12059,NPPL Championship Paintball 2009,Wii,2008.0,Nov,18.0,undefined,Activision  ,Magic Wand Productions  ,,,0.11,0.0,,0.01,0.12,https://www.vgchartz.com/game/29151/nppl-championship-paintball-2009/?region=All,undefined,Shooter
12060,Bishoujo Senshi Sailormoon S: Juugai Rantou!? Shuyaku Soudatsusen,SNES,1994.0,Dec,16.0,undefined,Angel Studios  ,Angel Studios  ,,,,,0.12,,0.12,https://www.vgchartz.com/game/4214/bishoujo-senshi-sailormoon-s-juugai-rantou-shuyaku-soudatsusen/?region=All,Fighting,Fighting
12061,SD Gundam G Generation-F.I.F,PS,2001.0,May,2.0,undefined,Bandai  ,Bandai  ,,,,,0.11,0.01,0.12,https://www.vgchartz.com/game/4250/sd-gundam-g-generation-fif/?region=All,Strategy,Strategy
12062,After Hours Athletes,PS3,2011.0,Nov,18.0,undefined,Sony Computer Entertainment  ,Sony Computer Entertainment  ,,,,0.1,,0.02,0.12,https://www.vgchartz.com/game/67912/after-hours-athletes/?region=All,Sports,Sports
12063,Akiba's Trip: Undead & Undressed,PC,2015.0,May,26.0,undefined,Xseed Games  ,Acquire  ,,,,,,,,https://www.vgchartz.com/game/85528/akibas-trip-undead-amp-undressed/?region=All,Action,Action
12064,Akin,PC,2016.0,Jun,6.0,undefined,ThinkOfGames  ,ThinkOfGames  ,,,,,,,,https://www.vgchartz.com/game/224335/akin/?region=All,undefined,undefined
12065,Ultimate Puzzle Games: Sudoku Edition,DS,2007.0,Jul,24.0,undefined,Telegames  ,"Telegames, Inc.  ",,,0.11,,,0.01,0.12,https://www.vgchartz.com/game/42600/ultimate-puzzle-games-sudoku-edition/?region=All,Puzzle,Puzzle
12066,The Clique: Diss and Make Up,DS,2009.0,Aug,25.0,undefined,Warner Bros. Interactive  ,Gorilla Systems  ,,,0.11,0.0,,0.01,0.12,https://www.vgchartz.com/game/35479/the-clique-diss-and-make-up/?region=All,Adventure,Adventure
12067,The chronicles of Emerland. Solitaire.,PC,2013.0,Oct,4.0,undefined,Rainbow Games  ,Rainbow Games  ,,,,,,,,https://www.vgchartz.com/game/224334/the-chronicles-of-emerland-solitaire/?region=All,undefined,undefined
12068,Prince of Persia: Rival Swords,PSP,2007.0,Apr,3.0,undefined,Ubisoft  ,"Pipeworks Software, Inc.  ",,8.1,0.08,0.02,,0.01,0.12,https://www.vgchartz.com/game/7166/prince-of-persia-rival-swords/?region=All,Action,Action
12069,BlazBlue: Continuum Shift EXTEND,PC,2014.0,Dec,11.0,undefined,"H2 Interactive Co., Ltd.  ",Arc System Works  ,,,,,,,,https://www.vgchartz.com/game/220191/blazblue-continuum-shift-extend/?region=All,undefined,undefined
12070,Harukanaru Augusta 2: Masters,SNES,1993.0,Sep,19.0,undefined,T&E Soft  ,Tikipod  ,,,,,0.12,,0.12,https://www.vgchartz.com/game/2808/harukanaru-augusta-2-masters/?region=All,Sports,Sports
12071,Rocksmith,PC,2012.0,May,13.0,undefined,Ubisoft  ,Ubisoft  ,,,0.07,0.03,,0.01,0.12,https://www.vgchartz.com/game/51382/rocksmith/?region=All,Misc,Misc
12072,Castlevania: Curse of Darkness,XB,2005.0,Nov,1.0,undefined,Konami  ,Konami  ,7.2,,0.09,0.03,,0.0,0.12,https://www.vgchartz.com/game/35222/castlevania-curse-of-darkness/?region=All,Action,Action
12073,BADLAND: Game of the Year Edition,PC,2015.0,May,26.0,undefined,Frogmind  ,Frogmind  ,,,,,,,,https://www.vgchartz.com/game/85529/badland-game-of-the-year-edition/?region=All,undefined,Action
12074,Charm Girls Club: My Perfect Prom,DS,2009.0,Oct,20.0,undefined,Electronic Arts  ,Electronic Arts  ,,,0.11,,,0.01,0.12,https://www.vgchartz.com/game/35051/charm-girls-club-my-perfect-prom/?region=All,Simulation,Simulation
12075,Marvel Trading Card Game,DS,2007.0,May,22.0,undefined,Konami  ,Vicious Cycle  ,,,0.11,0.0,,0.01,0.12,https://www.vgchartz.com/game/6094/marvel-trading-card-game/?region=All,Misc,Misc
12076,Mobil 1 Rally Championship,PS,2000.0,Mar,8.0,undefined,Electronic Arts  ,HotGen Studios  ,,,0.07,0.04,,0.01,0.12,https://www.vgchartz.com/game/30528/mobil-1-rally-championship/?region=All,Racing,Racing
12077,Onechanbara: Bikini Zombie Slayers,Wii,2009.0,Feb,10.0,undefined,D3 Publisher  ,Tamsoft Corporation  ,,,0.11,0.0,,0.01,0.12,https://www.vgchartz.com/game/26140/onechanbara-bikini-zombie-slayers/?region=All,Action,Action
12078,Lost in Shadow,Wii,2011.0,Jan,4.0,undefined,Hudson Soft  ,Hudson Soft  ,6.7,,0.09,0.0,0.01,0.01,0.12,https://www.vgchartz.com/game/38432/lost-in-shadow/?region=All,Platform,Platform
12079,The Walking Dead: Survival Instinct,WiiU,2013.0,Mar,19.0,undefined,Activision  ,Terminal Reality  ,,,0.08,0.03,,0.01,0.12,https://www.vgchartz.com/game/71382/the-walking-dead-survival-instinct/?region=All,Shooter,Shooter
12080,King of Colosseum (Red): Shin Nippon x Zen Nippon x Pancrase Disc,PS2,2002.0,Dec,19.0,undefined,Spike  ,Spike  ,,,,,0.12,,0.12,https://www.vgchartz.com/game/3589/king-of-colosseum-red-shin-nippon-x-zen-nippon-x-pancrase-disc/?region=All,Fighting,Fighting
12081,Turok: Evolution,GBA,2002.0,Aug,26.0,undefined,Acclaim Entertainment  ,RFX Interactive  ,,,0.08,0.03,,0.0,0.12,https://www.vgchartz.com/game/26965/turok-evolution/?region=All,Shooter,Shooter
12082,Trucks & Trailers,PC,2011.0,Jun,17.0,undefined,SCS Software  ,SCS Software  ,,,,,,,,https://www.vgchartz.com/game/83161/trucks-amp-trailers/?region=All,undefined,undefined
12083,Zombie Army Trilogy,XOne,2015.0,Mar,6.0,undefined,Rebellion Developments  ,Rebellion Developments  ,,,0.05,0.05,,0.01,0.12,https://www.vgchartz.com/game/85069/zombie-army-trilogy/?region=All,Shooter,Shooter
12084,Cabela's North American Adventures,PS3,2010.0,Sep,14.0,undefined,Activision  ,Activision  ,,,0.11,,,0.01,0.12,https://www.vgchartz.com/game/46711/cabelas-north-american-adventures/?region=All,Sports,Sports
12085,Rugrats: Totally Angelica,PS,2001.0,Apr,13.0,undefined,THQ  ,ART Co.  ,,,0.06,0.04,,0.01,0.12,https://www.vgchartz.com/game/30215/rugrats-totally-angelica/?region=All,Adventure,Adventure
12086,Nightshade,PS2,2004.0,Feb,10.0,undefined,Sega  ,Wow Entertainment  ,,,0.06,0.04,,0.01,0.12,https://www.vgchartz.com/game/1651/nightshade/?region=All,Action,Action
12087,Heaven Forest NIGHTS,PC,2017.0,Mar,13.0,undefined,Chubby Pixel  ,Fabio Ferrara  ,,,,,,,,https://www.vgchartz.com/game/224332/heaven-forest-nights/?region=All,undefined,undefined
12088,Puss in Boots,DS,2011.0,Oct,25.0,undefined,THQ  ,THQ  ,,,0.09,0.01,,0.01,0.12,https://www.vgchartz.com/game/65444/puss-in-boots/?region=All,Action,Action
12089,CSI: Crime Scene Investigation,XB,2004.0,Dec,14.0,undefined,Ubisoft  ,369 Interactive  ,,,0.09,0.03,,0.0,0.12,https://www.vgchartz.com/game/433/csi-crime-scene-investigation/?region=All,Adventure,Adventure
12090,The Cat Lady,PC,2012.0,Dec,1.0,undefined,Screen 7  ,Harvester Games  ,,,,,,,,https://www.vgchartz.com/game/224330/the-cat-lady/?region=All,undefined,undefined
12091,Call of Juarez: The Cartel,PC,2011.0,Sep,13.0,undefined,Ubisoft  ,Techland  ,4.5,,0.05,0.05,,0.01,0.12,https://www.vgchartz.com/game/50092/call-of-juarez-the-cartel/?region=All,Shooter,Shooter
12092,Buffy the Vampire Slayer: Chaos Bleeds,XB,2003.0,Aug,27.0,undefined,VU Games  ,Eurocom Entertainment Software  ,,,0.09,0.03,,0.0,0.12,https://www.vgchartz.com/game/268/buffy-the-vampire-slayer-chaos-bleeds/?region=All,Action,Action
12093,Rango: The Video Game,DS,2011.0,Mar,1.0,undefined,Paramount Digital Entertainment  ,Behaviour Studios  ,,,0.07,0.03,,0.01,0.12,https://www.vgchartz.com/game/48392/rango-the-video-game/?region=All,Action,Action
12094,Hanagumi Taisen Columns,SAT,1997.0,Mar,28.0,undefined,Sega  ,Sega  ,,,,,0.12,,0.12,https://www.vgchartz.com/game/3469/hanagumi-taisen-columns/?region=All,Puzzle,Puzzle
12095,Tales of Destiny 2,PSP,2007.0,Feb,15.0,undefined,Namco Bandai  ,Namco Tales Studio  ,,,,,0.12,,0.12,https://www.vgchartz.com/game/4501/tales-of-destiny-2/?region=All,Role-Playing,Role-Playing
12096,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,GC,2005.0,Nov,1.0,undefined,Konami  ,Konami  ,,,0.09,0.02,,0.0,0.12,https://www.vgchartz.com/game/2340/teenage-mutant-ninja-turtles-3-mutant-nightmare/?region=All,Action,Action
12097,Power Pro Kun Pocket 14,DS,2011.0,Dec,1.0,undefined,Konami  ,Konami  ,,,,,0.12,,0.12,https://www.vgchartz.com/game/70222/power-pro-kun-pocket-14/?region=All,Sports,Sports
12098,Self-Defense Training Camp,X360,2011.0,Nov,8.0,undefined,Ubisoft  ,Ubisoft  ,,,0.08,0.03,,0.01,0.12,https://www.vgchartz.com/game/68666/self-defense-training-camp/?region=All,Sports,Sports
12099,NFL Tour,PS3,2008.0,Jan,8.0,undefined,EA Sports BIG   ,EA Tiburon  ,,,0.1,0.01,,0.01,0.12,https://www.vgchartz.com/game/13649/nfl-tour/?region=All,Sports,Sports
12100,Heavy Bullets,PC,2014.0,May,15.0,undefined,Devolver Digital  ,Terri Vellmann  ,,,,,,,,https://www.vgchartz.com/game/82252/heavy-bullets/?region=All,undefined,undefined
12101,UN Squadron,SNES,1991.0,Sep,1.0,undefined,Capcom  ,Capcom  ,,,,,0.12,,0.12,https://www.vgchartz.com/game/4644/un-squadron/?region=All,Shooter,Shooter
12102,2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,X360,2013.0,Oct,22.0,undefined,Ubisoft  ,Unknown  ,,,0.09,0.01,,0.01,0.12,https://www.vgchartz.com/game/76956/2-in-1-combo-pack-sonic-heroes-super-monkey-ball-deluxe/?region=All,Misc,Misc
12103,Alice: Madness Returns,PC,2011.0,Jun,14.0,undefined,Electronic Arts  ,Spicy Horse  ,6.7,,,0.1,,0.01,0.12,https://www.vgchartz.com/game/33814/alice-madness-returns/?region=All,Adventure,Adventure
12104,Tecmo Super Bowl,PS,1996.0,Aug,1.0,undefined,Tecmo  ,Tecmo  ,,,0.06,0.04,,0.01,0.12,https://www.vgchartz.com/game/48109/tecmo-super-bowl/?region=All,Sports,Sports
12105,MIND?0,PSV,2014.0,May,27.0,undefined,Aksys Games  ,Acquire  ,,,0.05,,0.04,0.02,0.12,https://www.vgchartz.com/game/72251/mind0/?region=All,undefined,undefined
12106,MLB 14 The Show,PSV,2014.0,Apr,1.0,undefined,Sony Computer Entertainment America  ,SCE San Diego Studio  ,7.1,,0.09,,,0.03,0.12,https://www.vgchartz.com/game/78785/mlb-14-the-show/?region=All,undefined,Sports
12107,Dora the Explorer: Journey to the Purple Planet,GC,2005.0,Oct,13.0,undefined,Global Star Software  ,Take-Two Interactive  ,,,0.09,0.02,,0.0,0.12,https://www.vgchartz.com/game/560/dora-the-explorer-journey-to-the-purple-planet/?region=All,Adventure,Adventure
12108,My Chinese Coach,DS,2008.0,Aug,26.0,undefined,Ubisoft  ,Ubisoft  ,,,0.1,0.01,,0.01,0.12,https://www.vgchartz.com/game/24556/my-chinese-coach/?region=All,Misc,Misc
12109,Lunar 2: Eternal Blue,SAT,1998.0,Jul,23.0,undefined,Kadokawa Shoten  ,Game Arts  ,,,,,0.12,,0.12,https://www.vgchartz.com/game/3678/lunar-2-eternal-blue/?region=All,Role-Playing,Role-Playing
12110,NHL Powerplay '96,PS,1996.0,Sep,30.0,undefined,Virgin Interactive  ,Radical Entertainment  ,,,0.06,0.04,,0.01,0.12,https://www.vgchartz.com/game/41556/nhl-powerplay-96/?region=All,Sports,Sports
12111,Thousand Arms,PS,1999.0,Oct,13.0,undefined,Atlus  ,RED Company  ,,8.0,0.06,0.04,,0.01,0.12,https://www.vgchartz.com/game/12553/thousand-arms/?region=All,Role-Playing,Role-Playing
12112,Where the Wild Things Are,Wii,2009.0,Oct,13.0,undefined,Warner Bros. Interactive  ,Amaze Entertainment  ,,,0.11,0.0,,0.01,0.12,https://www.vgchartz.com/game/35197/where-the-wild-things-are/?region=All,Platform,Platform
12113,Arctic Thunder,XB,2001.0,Nov,15.0,undefined,Midway Games  ,Inland Productions  ,,,0.09,0.02,,0.0,0.12,https://www.vgchartz.com/game/98/arctic-thunder/?region=All,Racing,Racing
12114,One Piece: Burning Blood,PSV,2016.0,May,31.0,undefined,Namco Bandai Games  ,Spike Chunsoft  ,,,,0.02,0.09,0.01,0.12,https://www.vgchartz.com/game/85957/one-piece-burning-blood/?region=All,Fighting,Fighting
12115,Barnyard,GC,2006.0,Aug,1.0,undefined,THQ  ,Blue Tongue  ,,,0.09,0.02,,0.0,0.12,https://www.vgchartz.com/game/160/barnyard/?region=All,Action,Action
12116,Stolen Song,PS,1998.0,May,21.0,undefined,Sony Computer Entertainment  ,Unknown  ,,,,,0.11,0.01,0.12,https://www.vgchartz.com/game/4381/stolen-song/?region=All,Adventure,Adventure
12117,Armored Core: Verdict Day,PS3,2013.0,Sep,24.0,undefined,Bandai Namco Games  ,From Software  ,,,,,0.12,,0.12,https://www.vgchartz.com/game/76301/armored-core-verdict-day/?region=All,Simulation,Simulation
12118,Nintendo Pocket Football Club,3DS,2012.0,Jul,12.0,undefined,Nintendo  ,ParityBit  ,7.0,,,,0.12,,0.12,https://www.vgchartz.com/game/70849/nintendo-pocket-football-club/?region=All,undefined,Sports
12119,Major League Baseball 2K12,PSP,2012.0,Mar,6.0,undefined,Take-Two Interactive  ,"Visual Concepts, Ltd.  ",,,0.09,,,0.02,0.12,https://www.vgchartz.com/game/70516/major-league-baseball-2k12/?region=All,Sports,Sports
