Rank,Name,Platform,Year,Month,Date,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,URL,New_Genre,Genre_2020
5233,Mario Sports Superstars,3DS,2017.0,Mar,24.0,undefined,Nintendo  ,Namco Bandai Games  ,6.0,,0.18,0.12,0.13,0.03,0.46,https://www.vgchartz.com/game/132797/mario-sports-superstars/?region=All,undefined,Sports
5234,Dragon Ball Z: Sagas,PS2,2005.0,Mar,22.0,undefined,Atari  ,Avalanche Software  ,,,0.38,0.01,,0.06,0.46,https://www.vgchartz.com/game/5033/dragon-ball-z-sagas/?region=All,Fighting,Fighting
5235,Scooby-Doo,GBA,2001.0,Nov,15.0,undefined,THQ  ,Helixe  ,,,0.33,0.12,,0.01,0.46,https://www.vgchartz.com/game/28350/scooby-doo/?region=All,Platform,Platform
5236,Hydro Thunder,PS,2000.0,Feb,29.0,undefined,Midway Games  ,Blue Shift  ,,,0.26,0.17,,0.03,0.46,https://www.vgchartz.com/game/5207/hydro-thunder/?region=All,Racing,Racing
5237,Crayola: Treasure Adventures,DS,2007.0,Oct,1.0,undefined,Crave Entertainment  ,Crave Entertainment  ,,,0.42,0.01,,0.03,0.46,https://www.vgchartz.com/game/7519/crayola-treasure-adventures/?region=All,Puzzle,Puzzle
5238,The Princess and the Frog,Wii,2009.0,Nov,17.0,undefined,Disney Interactive Studios  ,Griptonite Games  ,,,0.29,0.13,,0.04,0.46,https://www.vgchartz.com/game/40054/the-princess-and-the-frog/?region=All,Platform,Platform
5239,NHL FaceOff '97,PS,1996.0,Oct,31.0,undefined,Sony Computer Entertainment  ,Killer Game  ,,,0.26,0.17,,0.03,0.46,https://www.vgchartz.com/game/1635/nhl-faceoff-97/?region=All,Sports,Sports
5240,The Legend of Spyro: Dawn of the Dragon,DS,2008.0,Oct,21.0,undefined,Vivendi Games  ,Tantalus  ,,,0.26,0.15,,0.05,0.46,https://www.vgchartz.com/game/22956/the-legend-of-spyro-dawn-of-the-dragon/?region=All,Platform,Platform
5241,WWE SmackDown vs. Raw 2011,Wii,2010.0,Oct,26.0,undefined,THQ  ,JAKKS Pacific  ,,,0.29,0.13,,0.04,0.46,https://www.vgchartz.com/game/46298/wwe-smackdown-vs-raw-2011/?region=All,Fighting,Fighting
5242,Brothers In Arms: Road to Hill 30,PS2,2005.0,Mar,15.0,undefined,Ubisoft  ,Gearbox Software  ,,,0.38,0.01,,0.06,0.46,https://www.vgchartz.com/game/4908/brothers-in-arms-road-to-hill-30/?region=All,Shooter,Shooter
5243,Minecraft: Story Mode - The Complete Adventure,NS,2017.0,Aug,22.0,undefined,Telltale Games  ,Telltale Games  ,,,0.27,0.15,,0.04,0.46,https://www.vgchartz.com/game/161519/minecraft-story-mode-the-complete-adventure/?region=All,undefined,Adventure
5244,State of Decay 2,XOne,2018.0,May,22.0,undefined,Microsoft Studios  ,Undead Labs  ,7.0,,0.27,0.14,,0.04,0.46,https://www.vgchartz.com/game/220164/state-of-decay-2/?region=All,undefined,Action-Adventure
5245,Gremlins,2600,1984.0,Jan,1.0,undefined,Atari  ,Atari  ,,,0.43,0.03,,0.0,0.46,https://www.vgchartz.com/game/20296/gremlins/?region=All,Action,Action
5246,The Mark of Kri,PS2,2002.0,Jul,29.0,undefined,Sony Computer Entertainment  ,SCE San Diego Studio  ,,,0.22,0.18,,0.06,0.46,https://www.vgchartz.com/game/2403/the-mark-of-kri/?region=All,Action,Action
5247,LEGO DC Super-Villains,PS4,2018.0,Oct,16.0,undefined,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,,,0.22,0.17,,0.08,0.46,https://www.vgchartz.com/game/222043/lego-dc-super-villains/?region=All,undefined,Action-Adventure
5248,Jampack Winter 2003 (RP-M),PS2,2003.0,Oct,15.0,undefined,Sony Computer Entertainment  ,Sony Computer Entertainment America  ,,,0.22,0.18,,0.06,0.46,https://www.vgchartz.com/game/1063/jampack-winter-2003-rp-m/?region=All,Misc,Misc
5249,Mega Man Star Force 3: Black Ace / Red Joker,DS,2009.0,Jun,30.0,undefined,Capcom  ,Capcom  ,5.7,,0.22,,0.22,0.02,0.46,https://www.vgchartz.com/game/25642/mega-man-star-force-3-black-ace-red-joker/?region=All,Action,Action
5250,Rugrats: Castle Capers,GBA,2001.0,Sep,24.0,undefined,THQ  ,Software Creations  ,,,0.33,0.12,,0.01,0.46,https://www.vgchartz.com/game/19445/rugrats-castle-capers/?region=All,Action,Action
5251,Crash Nitro Kart,GBA,2003.0,Nov,11.0,undefined,Vivendi Games  ,Vicarious Visions  ,7.7,,0.33,0.12,,0.01,0.46,https://www.vgchartz.com/game/26485/crash-nitro-kart/?region=All,Racing,Racing
5252,Mass Effect Trilogy,PS3,2012.0,Dec,4.0,undefined,Electronic Arts  ,BioWare  ,,,0.37,,,0.09,0.46,https://www.vgchartz.com/game/71125/mass-effect-trilogy/?region=All,Action,Action
5253,Wolfenstein: The New Order,PS3,2014.0,May,20.0,undefined,Bethesda Softworks  ,MachineGames  ,,,0.14,0.22,0.02,0.07,0.46,https://www.vgchartz.com/game/72129/wolfenstein-the-new-order/?region=All,Shooter,Shooter
5254,Boom Blox Bash Party,Wii,2009.0,May,19.0,undefined,Electronic Arts  ,EA Los Angeles  ,8.8,,0.33,0.09,,0.04,0.46,https://www.vgchartz.com/game/31103/boom-blox-bash-party/?region=All,Puzzle,Puzzle
5255,Jak and Daxter: The Lost Frontier,PS2,2009.0,Nov,3.0,undefined,Sony Computer Entertainment  ,High Impact Games  ,7.5,,0.22,0.17,,0.06,0.46,https://www.vgchartz.com/game/33207/jak-and-daxter-the-lost-frontier/?region=All,Platform,Platform
5256,Momotarou Dentetsu 11,PS2,2002.0,Dec,5.0,undefined,Hudson Soft  ,Hudson Soft  ,,,,,0.46,,0.46,https://www.vgchartz.com/game/3820/momotarou-dentetsu-11/?region=All,Misc,Misc
5257,MX vs. ATV Untamed,PS3,2007.0,Dec,17.0,undefined,THQ  ,Rainbow Studios  ,,,0.35,0.06,,0.05,0.46,https://www.vgchartz.com/game/13523/mx-vs-atv-untamed/?region=All,Racing,Racing
5258,Mirror,PC,,,,undefined,Unknown  ,KAGAMI WORKs  ,,,,,,,,https://www.vgchartz.com/game/223467/mirror/?region=All,undefined,Puzzle
5259,Aliens: Colonial Marines,PC,2013.0,Feb,12.0,undefined,Sega  ,Gearbox Software  ,,,0.1,0.07,,0.02,0.18,https://www.vgchartz.com/game/24857/aliens-colonial-marines/?region=All,Shooter,Shooter
5260,Hyrule Warriors: Definitive Edition,NS,2018.0,May,18.0,undefined,Nintendo  ,Omega Force  ,8.0,,0.21,0.15,0.07,0.03,0.46,https://www.vgchartz.com/game/220630/hyrule-warriors-definitive-edition/?region=All,undefined,Action
5261,Star Wars: Demolition,PS,2000.0,Nov,12.0,undefined,LucasArts  ,"Luxoflux, Inc.  ",,,0.25,0.17,,0.03,0.46,https://www.vgchartz.com/game/22092/star-wars-demolition/?region=All,Racing,Racing
5262,Bloody Roar II,PS,1999.0,Apr,30.0,undefined,Sony Computer Entertainment  ,Eighting / Raizing  ,8.2,,0.25,0.17,,0.03,0.46,https://www.vgchartz.com/game/17482/bloody-roar-ii/?region=All,Fighting,Fighting
5263,Delta Force: Black Hawk Down,PS2,2005.0,Jul,26.0,undefined,NovaLogic  ,Rebellion Developments  ,,,0.22,0.17,,0.06,0.46,https://www.vgchartz.com/game/5012/delta-force-black-hawk-down/?region=All,Shooter,Shooter
5264,Space Invaders,SNES,1997.0,Nov,1.0,undefined,Nintendo  ,Taito Corporation  ,,,,,0.46,0.0,0.46,https://www.vgchartz.com/game/4367/space-invaders/?region=All,Shooter,Shooter
5265,.hack//Outbreak Part 3,PS2,2003.0,Sep,9.0,undefined,Bandai  ,CyberConnect2  ,7.1,,0.14,0.11,0.17,0.04,0.46,https://www.vgchartz.com/game/2804/hackoutbreak-part-3/?region=All,Role-Playing,Role-Playing
5266,Mother 1+2,GBA,2003.0,Jun,20.0,undefined,Nintendo  ,Ape Studios / HAL Laboratory / Brownie Brown  ,,,,,0.45,0.01,0.46,https://www.vgchartz.com/game/3845/mother-12/?region=All,Role-Playing,Role-Playing
5267,Top Spin,XB,2003.0,Oct,28.0,undefined,Microsoft Game Studios  ,Pam Development  ,,,0.36,0.08,,0.02,0.46,https://www.vgchartz.com/game/2506/top-spin/?region=All,Sports,Sports
5268,The Golden Compass,X360,2007.0,Dec,4.0,undefined,Sega  ,Shiny Entertainment  ,4.4,,0.3,0.12,,0.04,0.46,https://www.vgchartz.com/game/13187/the-golden-compass/?region=All,Action,Action
5269,Dora the Explorer: Dora Saves the Snow Princess,DS,2008.0,Nov,5.0,undefined,2K Play  ,Black Lantern Studios  ,,,0.26,0.16,,0.04,0.46,https://www.vgchartz.com/game/25924/dora-the-explorer-dora-saves-the-snow-princess/?region=All,undefined,Platform
5270,Country Dance 2,Wii,2011.0,Nov,1.0,undefined,GameMill  ,High Voltage Software  ,,,0.43,,,0.03,0.46,https://www.vgchartz.com/game/65434/country-dance-2/?region=All,Misc,Misc
5271,Warhawk,PS,1995.0,Nov,10.0,undefined,Sony Computer Entertainment  ,SingleTrac  ,,,0.25,0.17,,0.03,0.46,https://www.vgchartz.com/game/2634/warhawk/?region=All,Simulation,Simulation
5272,ATV Offroad Fury Pro,PSP,2006.0,Oct,26.0,undefined,Sony Computer Entertainment  ,Climax Group  ,7.6,,0.37,0.04,,0.04,0.46,https://www.vgchartz.com/game/135/atv-offroad-fury-pro/?region=All,Racing,Racing
5273,LEGO The Hobbit,X360,2014.0,Apr,8.0,undefined,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,,,0.2,0.22,,0.04,0.46,https://www.vgchartz.com/game/78949/lego-the-hobbit/?region=All,Action,Action
5274,2 Games in 1: SpongeBob SquarePants: SuperSponge & Rugrats Go Wild,GBA,2005.0,Mar,4.0,undefined,THQ  ,Climax Group / ImaginEngine  ,,,0.33,0.12,,0.01,0.45,https://www.vgchartz.com/game/34573/2-games-in-1-spongebob-squarepants-supersponge-amp-rugrats-go-wild/?region=All,Platform,Platform
5275,Billiards,PS,2001.0,May,14.0,undefined,Agetec  ,argent  ,,,,,0.45,,0.45,https://www.vgchartz.com/game/4323/billiards/?region=All,undefined,Sports
5276,Missile Command,PS,1999.0,Nov,30.0,undefined,Hasbro Interactive  ,Meyer/Glass Interactive  ,,,0.25,0.17,,0.03,0.45,https://www.vgchartz.com/game/45286/missile-command/?region=All,Shooter,Shooter
5277,Harvest Moon DS (US sales),DS,2006.0,Sep,12.0,undefined,Natsume  ,TOSE  ,,,0.4,0.05,,,0.45,https://www.vgchartz.com/game/6713/harvest-moon-ds-us-sales/?region=All,Simulation,Simulation
5278,Tomb Raider: Underworld,Wii,2008.0,Nov,18.0,undefined,Eidos Interactive  ,Crystal Dynamics  ,6.3,,0.13,0.27,,0.05,0.45,https://www.vgchartz.com/game/23921/tomb-raider-underworld/?region=All,Action,Action
5279,Victor Vran ARPG,PC,2015.0,Jul,1.0,undefined,EuroVideo Medien  ,Haemimont Games  ,,,,,,,,https://www.vgchartz.com/game/85136/victor-vran-arpg/?region=All,undefined,Action
5280,Jikkyou Powerful Pro Yakyuu 3,SNES,1996.0,Feb,29.0,undefined,Konami  ,Diamond Head  ,,,,,0.45,,0.45,https://www.vgchartz.com/game/4068/jikkyou-powerful-pro-yakyuu-3/?region=All,Sports,Sports
5281,We Sing Encore,Wii,2010.0,Aug,20.0,undefined,Nordic Games  ,Le Cortex  ,,,,0.4,,0.05,0.45,https://www.vgchartz.com/game/45161/we-sing-encore/?region=All,Misc,Misc
5282,Naruto Shippuden: Ultimate Ninja Storm Revolution,PS3,2014.0,Oct,1.0,undefined,Namco Bandai Games  ,CyberConnect2  ,,,0.16,0.15,0.09,0.06,0.45,https://www.vgchartz.com/game/77595/naruto-shippuden-ultimate-ninja-storm-revolution/?region=All,Fighting,Fighting
5283,Jikkyou Powerful Pro Yakyuu 12,PS2,2005.0,Jul,14.0,undefined,Konami  ,PawaPuro Production  ,,,,,0.45,,0.45,https://www.vgchartz.com/game/4057/jikkyou-powerful-pro-yakyuu-12/?region=All,Sports,Sports
5284,Enter the Matrix,GC,2003.0,May,14.0,undefined,Atari  ,Shiny Entertainment  ,6.5,,0.34,0.09,0.02,0.01,0.45,https://www.vgchartz.com/game/3211/enter-the-matrix/?region=All,Action,Action
5285,Dead or Alive: Dimensions,3DS,2011.0,May,24.0,undefined,Tecmo Koei  ,Team Ninja  ,7.8,,0.13,0.22,0.07,0.03,0.45,https://www.vgchartz.com/game/45695/dead-or-alive-dimensions/?region=All,Fighting,Fighting
5286,God Eater 2,PSV,2013.0,Nov,14.0,undefined,Namco Bandai Games  ,Shift  ,,,,,0.45,,0.45,https://www.vgchartz.com/game/74517/god-eater-2/?region=All,Role-Playing,Role-Playing
5287,Scooby-Doo! and the Spooky Swamp,Wii,2010.0,Sep,14.0,undefined,Warner Bros. Interactive  ,Torus Games  ,7.6,,0.29,0.13,,0.04,0.45,https://www.vgchartz.com/game/45305/scooby-doo-and-the-spooky-swamp/?region=All,Action,Action
5288,NASCAR 2005: Chase for the Cup,XB,2004.0,Aug,31.0,undefined,EA Sports  ,EA Tiburon  ,,,0.34,0.1,,0.02,0.45,https://www.vgchartz.com/game/1491/nascar-2005-chase-for-the-cup/?region=All,Racing,Racing
5289,Skylanders: SuperChargers,PS4,2015.0,Sep,20.0,undefined,Activision  ,Vicarious Visions  ,,,0.29,0.09,,0.08,0.45,https://www.vgchartz.com/game/85608/skylanders-superchargers/?region=All,Action,Action
5290,J-League Excite Stage '95,SNES,1995.0,Apr,28.0,undefined,Epoch  ,A-Max  ,,,,,0.45,,0.45,https://www.vgchartz.com/game/3516/j-league-excite-stage-95/?region=All,Sports,Sports
5291,Bleach: The Blade of Fate,DS,2007.0,Oct,9.0,undefined,Sega  ,"Treasure Co., Ltd.  ",8.2,,0.29,0.01,0.12,0.03,0.45,https://www.vgchartz.com/game/7612/bleach-the-blade-of-fate/?region=All,Fighting,Fighting
5292,Teleglitch,PC,2013.0,Jul,24.0,undefined,Paradox Interactive   ,Unknown  ,,,,,,,,https://www.vgchartz.com/game/75751/teleglitch/?region=All,undefined,Misc
5293,Band Hero,DS,2009.0,Nov,3.0,undefined,Activision  ,Vicarious Visions  ,6.3,,0.22,0.19,,0.05,0.45,https://www.vgchartz.com/game/36787/band-hero/?region=All,Misc,Misc
5294,Vin Diesel: Wheelman,X360,2009.0,Mar,24.0,undefined,Ubisoft  ,Tigon  ,6.7,,0.24,0.17,,0.04,0.45,https://www.vgchartz.com/game/16625/vin-diesel-wheelman/?region=All,Racing,Racing
5295,Phantasy Star Online Episode I & II,GC,2002.0,Oct,29.0,undefined,Sega  ,Sonic Team  ,8.2,,0.23,0.06,0.16,0.01,0.45,https://www.vgchartz.com/game/4003/phantasy-star-online-episode-i-amp-ii/?region=All,Role-Playing,Role-Playing
5296,The Powerpuff Girls: Relish Rampage,PS2,2002.0,Nov,24.0,undefined,BAM! Entertainment  ,VIS Entertainment  ,3.8,,0.22,0.17,,0.06,0.45,https://www.vgchartz.com/game/5590/the-powerpuff-girls-relish-rampage/?region=All,Action,Action
5297,Attack on Titan: The Last Wings of Mankind,3DS,2013.0,Dec,5.0,undefined,Spike Chunsoft  ,Spike Chunsoft  ,,,,,0.45,,0.45,https://www.vgchartz.com/game/77843/attack-on-titan-the-last-wings-of-mankind/?region=All,undefined,Action
5298,iCarly,Wii,2009.0,Oct,27.0,undefined,Activision  ,Blitz Games  ,,,0.42,0.0,,0.03,0.45,https://www.vgchartz.com/game/35957/icarly/?region=All,Adventure,Adventure
5299,American Girl: Kit Mystery Challenge!,DS,2008.0,Jun,23.0,undefined,THQ  ,"Webfoot Technologies, Inc.  ",,,0.42,,,0.03,0.45,https://www.vgchartz.com/game/19938/american-girl-kit-mystery-challenge/?region=All,Adventure,Adventure
5300,The Chronicles of Riddick: Escape From Butcher Bay,XB,2004.0,Jun,1.0,undefined,VU Games  ,Starbreeze Studios/Tigon Studios  ,,,0.32,0.11,,0.02,0.45,https://www.vgchartz.com/game/24333/the-chronicles-of-riddick-escape-from-butcher-bay/?region=All,undefined,Shooter
5301,Turmoil,PC,,,,undefined,Unknown  ,Gamious  ,,,,,,,,https://www.vgchartz.com/game/223468/turmoil/?region=All,undefined,Simulation
5302,NFL Head Coach,PS2,2006.0,Jun,20.0,undefined,EA Sports  ,EA Tiburon  ,,,0.38,0.01,,0.06,0.45,https://www.vgchartz.com/game/5510/nfl-head-coach/?region=All,Sports,Sports
5303,Burnout Dominator,PSP,2007.0,Mar,6.0,undefined,Electronic Arts  ,Criterion Games  ,7.8,,0.02,0.38,0.01,0.05,0.45,https://www.vgchartz.com/game/7505/burnout-dominator/?region=All,Racing,Racing
5304,Despicable Me: The Game - Minion Mayhem,DS,2010.0,Jul,6.0,undefined,D3 Publisher  ,WayForward Technologies  ,,,0.37,0.05,,0.03,0.45,https://www.vgchartz.com/game/44093/despicable-me-the-game-minion-mayhem/?region=All,Puzzle,Puzzle
5305,Magic: The Gathering - Duels of the Planeswalkers 2013,PC,,,,undefined,Unknown  ,Stainless Games  ,,,,,,,,https://www.vgchartz.com/game/223469/magic-the-gathering-duels-of-the-planeswalkers-2013/?region=All,undefined,Strategy
5306,The Sims 3: Ambitions,PC,2010.0,Jun,1.0,undefined,Electronic Arts  ,EA Redwood Shores  ,7.9,,,0.29,,0.16,0.45,https://www.vgchartz.com/game/46263/the-sims-3-ambitions/?region=All,Simulation,Simulation
5307,Ghostbusters,2600,1985.0,May,10.0,undefined,Activision  ,Atari  ,,,0.42,0.03,,0.0,0.45,https://www.vgchartz.com/game/20055/ghostbusters/?region=All,Puzzle,Puzzle
5308,NHL 15,X360,2014.0,Sep,9.0,undefined,EA Sports  ,EA Canada  ,,,0.35,0.05,,0.05,0.45,https://www.vgchartz.com/game/82014/nhl-15/?region=All,Sports,Sports
5309,NCAA Gamebreaker 99,PS,1998.0,Oct,31.0,undefined,989 Studios  ,989 Sports  ,,,0.25,0.17,,0.03,0.45,https://www.vgchartz.com/game/38092/ncaa-gamebreaker-99/?region=All,Sports,Sports
5310,Area 51,PS2,2005.0,Apr,25.0,undefined,Midway Games  ,Midway Studios Austin  ,7.7,,0.22,0.17,,0.06,0.45,https://www.vgchartz.com/game/4830/area-51/?region=All,Shooter,Shooter
5311,Barbie as The Island Princess,Wii,2007.0,Oct,30.0,undefined,Activision  ,Human Soft / Ivolgamus  ,,,0.42,0.0,,0.03,0.45,https://www.vgchartz.com/game/12526/barbie-as-the-island-princess/?region=All,Adventure,Adventure
5312,World Stadium 2,PS,1998.0,Apr,29.0,undefined,Namco  ,Namco  ,,,,,0.42,0.03,0.45,https://www.vgchartz.com/game/4742/world-stadium-2/?region=All,Sports,Sports
5313,Enemy Territory: Quake Wars,X360,2008.0,May,27.0,undefined,Activision  ,Nerve Software  ,6.7,,0.3,0.11,,0.04,0.45,https://www.vgchartz.com/game/16992/enemy-territory-quake-wars/?region=All,Shooter,Shooter
5314,The New York Times Crosswords,DS,2007.0,May,29.0,undefined,Majesco  ,BudCat Creations  ,,,0.42,0.0,,0.03,0.45,https://www.vgchartz.com/game/6553/the-new-york-times-crosswords/?region=All,Puzzle,Puzzle
5315,NHL 2005,PS2,2004.0,Sep,20.0,undefined,EA Sports  ,EA Canada  ,,,0.22,0.17,,0.06,0.45,https://www.vgchartz.com/game/5529/nhl-2005/?region=All,Sports,Sports
5316,Dynasty Warriors: Strikeforce,PSP,2009.0,Apr,28.0,undefined,Tecmo Koei  ,Omega Force  ,6.4,,0.03,0.02,0.38,0.02,0.45,https://www.vgchartz.com/game/31157/dynasty-warriors-strikeforce/?region=All,Action,Action
5317,Karaoke Revolution Presents American Idol Encore,Wii,2008.0,Feb,5.0,undefined,Konami  ,Blitz Games  ,,,0.42,,,0.03,0.45,https://www.vgchartz.com/game/13730/karaoke-revolution-presents-american-idol-encore/?region=All,Misc,Misc
5318,Brain Challenge,DS,2008.0,Jan,8.0,undefined,Ubisoft  ,Gameloft  ,,,0.41,0.01,,0.03,0.45,https://www.vgchartz.com/game/14602/brain-challenge/?region=All,Misc,Misc
5319,Star Wars Jedi Knight: Jedi Academy,XB,2003.0,Nov,19.0,undefined,LucasArts  ,Vicarious Visions  ,,,0.34,0.1,,0.02,0.45,https://www.vgchartz.com/game/2201/star-wars-jedi-knight-jedi-academy/?region=All,Shooter,Shooter
5320,Major League Baseball 2K11,X360,2011.0,Mar,8.0,undefined,2K Sports  ,Visual Concepts  ,,,0.4,0.03,,0.03,0.45,https://www.vgchartz.com/game/48933/major-league-baseball-2k11/?region=All,Sports,Sports
5321,Phoenix,2600,1982.0,Jan,1.0,undefined,Atari  ,Centuri  ,,,0.42,0.02,,0.0,0.45,https://www.vgchartz.com/game/19761/phoenix/?region=All,Simulation,Simulation
5322,CastleMiner Z,PC,,,,undefined,Unknown  ,Digital DNA Games  ,,,,,,,,https://www.vgchartz.com/game/223470/castleminer-z/?region=All,undefined,Action-Adventure
5323,Cities in Motion 2,PC,,,,undefined,Unknown  ,Colossal Order  ,,,,,,,,https://www.vgchartz.com/game/223471/cities-in-motion-2/?region=All,undefined,Simulation
5324,Lego Batman 3: Beyond Gotham,WiiU,2014.0,Nov,11.0,undefined,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,7.4,,0.21,0.21,,0.04,0.45,https://www.vgchartz.com/game/82479/lego-batman-3-beyond-gotham/?region=All,Action,Action
5325,Command & Conquer: Red Alert 3,X360,2008.0,Nov,11.0,undefined,Bethesda Softworks  ,EA Los Angeles  ,7.4,,0.18,0.23,,0.05,0.45,https://www.vgchartz.com/game/16110/command-amp-conquer-red-alert-3/?region=All,Strategy,Strategy
5326,F.E.A.R. 3,PS3,2011.0,Jun,21.0,undefined,Warner Bros. Interactive  ,Day 1 Studios  ,7.8,,0.21,0.16,0.01,0.07,0.45,https://www.vgchartz.com/game/40829/fear-3/?region=All,Shooter,Shooter
5327,Crash of the Titans,Wii,2007.0,Oct,2.0,undefined,Sierra Entertainment  ,Radical Entertainment  ,,9.2,0.39,0.02,,0.03,0.45,https://www.vgchartz.com/game/7560/crash-of-the-titans/?region=All,Action,Action
5328,Terraria,PS3,2013.0,Jul,30.0,undefined,505 Games  ,Engine Software  ,,,0.09,0.21,0.09,0.06,0.45,https://www.vgchartz.com/game/72305/terraria/?region=All,Action,Action
5329,Apocalypse,PS,1998.0,Oct,31.0,undefined,Activision  ,Neversoft Entertainment  ,6.7,,0.25,0.17,,0.03,0.45,https://www.vgchartz.com/game/16129/apocalypse/?region=All,Action,Action
5330,Fable Anniversary,X360,2014.0,Feb,4.0,undefined,Microsoft Studios  ,Lionhead Studios  ,,,0.26,0.15,0.01,0.04,0.45,https://www.vgchartz.com/game/36992/fable-anniversary/?region=All,undefined,Role-Playing
5331,Yu-Gi-Oh! Destiny Board Traveler,GBA,2004.0,Oct,26.0,undefined,Konami  ,KCEJ  ,,,0.32,0.12,,0.01,0.45,https://www.vgchartz.com/game/14929/yu-gi-oh-destiny-board-traveler/?region=All,Misc,Misc
5332,My Fashion Studio,DS,2008.0,Jun,10.0,undefined,Ubisoft  ,505 Games  ,,,0.41,0.01,,0.03,0.45,https://www.vgchartz.com/game/21611/my-fashion-studio/?region=All,Misc,Misc
5333,L.A. Noire,NS,2017.0,Nov,14.0,undefined,Rockstar Games  ,Team Bondi  ,7.9,8.0,0.21,0.21,,0.04,0.45,https://www.vgchartz.com/game/202280/la-noire/?region=All,Adventure,Adventure
5334,The Sims 3: Outdoor Living Stuff,PC,2011.0,Feb,1.0,undefined,Electronic Arts  ,EA Redwood Shores  ,,,,0.38,,0.07,0.45,https://www.vgchartz.com/game/52889/the-sims-3-outdoor-living-stuff/?region=All,Simulation,Simulation
5335,Yakuza Kiwami,PS4,2017.0,Aug,29.0,undefined,Sega  ,Sega  ,,,0.13,0.07,0.21,0.04,0.45,https://www.vgchartz.com/game/86406/yakuza-kiwami/?region=All,Adventure,Adventure
5336,World Soccer Winning Eleven 5 Final Evolution,PS2,2001.0,Dec,13.0,undefined,Konami  ,Konami  ,,,,,0.45,,0.45,https://www.vgchartz.com/game/21385/world-soccer-winning-eleven-5-final-evolution/?region=All,Sports,Sports
5337,Sphinx and the Cursed Mummy,PS2,2003.0,Nov,10.0,undefined,THQ  ,Eurocom Entertainment Software  ,,,0.22,0.17,,0.06,0.45,https://www.vgchartz.com/game/5724/sphinx-and-the-cursed-mummy/?region=All,Action,Action
5338,Fatal Fury 2,SNES,1994.0,Apr,1.0,undefined,Takara  ,SNK Corporation  ,,,,,0.45,0.0,0.45,https://www.vgchartz.com/game/3286/fatal-fury-2/?region=All,Fighting,Fighting
5339,Hatsune Miku: Project Diva Future Tone,PS4,2017.0,Jan,10.0,undefined,Sega  ,Sega  ,,,,,,,,https://www.vgchartz.com/game/85921/hatsune-miku-project-diva-future-tone/?region=All,undefined,Music
5340,Pokémon Pinball: Ruby & Sapphire (JP weekly sales),GBA,2003.0,Aug,26.0,undefined,Nintendo  ,Jupiter Corporation  ,,,,,0.44,0.01,0.45,https://www.vgchartz.com/game/4029/pokemon-pinball-ruby-amp-sapphire-jp-weekly-sales/?region=All,undefined,Misc
5341,Pokémon Puzzle League,N64,2000.0,Sep,1.0,undefined,Nintendo  ,Nintendo Software Technology Corporation  ,,,0.36,0.08,,0.01,0.45,https://www.vgchartz.com/game/1764/pokemon-puzzle-league/?region=All,undefined,Puzzle
5342,Rampage World Tour,N64,1998.0,Mar,30.0,undefined,Midway Games  ,Saffire Corporation  ,,,0.36,0.08,,0.01,0.45,https://www.vgchartz.com/game/1838/rampage-world-tour/?region=All,Action,Action
5343,PES 2009: Pro Evolution Soccer,Wii,2009.0,Mar,17.0,undefined,Konami  ,Konami  ,8.4,,0.09,0.26,0.05,0.05,0.45,https://www.vgchartz.com/game/26635/pes-2009-pro-evolution-soccer/?region=All,Sports,Sports
5344,Just Dance 4,PS3,2012.0,Oct,9.0,undefined,Ubisoft  ,Ubisoft  ,,,0.26,0.11,,0.08,0.45,https://www.vgchartz.com/game/70915/just-dance-4/?region=All,Misc,Misc
5345,Pirates of the Caribbean: At World's End,Wii,2007.0,May,22.0,undefined,Disney Interactive Studios  ,Eurocom Entertainment Software  ,,,0.39,0.02,0.01,0.04,0.45,https://www.vgchartz.com/game/6106/pirates-of-the-caribbean-at-worlds-end/?region=All,Action,Action
5346,Brunswick Pro Bowling,X360,2010.0,Dec,7.0,undefined,Crave Entertainment  ,FarSight Studios  ,,,0.38,0.04,,0.03,0.45,https://www.vgchartz.com/game/45372/brunswick-pro-bowling/?region=All,Sports,Sports
5347,Style Savvy: Styling Star,3DS,2017.0,Dec,25.0,undefined,Nintendo  ,syn Sophia  ,8.5,,,0.29,0.14,0.02,0.45,https://www.vgchartz.com/game/213120/style-savvy-styling-star/?region=All,undefined,Simulation
5348,Tekken Advance,GBA,2002.0,Jan,28.0,undefined,Namco  ,Eighting / Raizing  ,8.3,,0.32,0.12,,0.01,0.45,https://www.vgchartz.com/game/14270/tekken-advance/?region=All,Fighting,Fighting
5349,Shin Megami Tensei: Persona 3,PS2,2007.0,Aug,14.0,undefined,Atlus  ,Atlus Co.  ,8.7,,0.22,0.03,,0.2,0.45,https://www.vgchartz.com/game/4001/shin-megami-tensei-persona-3/?region=All,Role-Playing,Role-Playing
5350,LEGO Rock Band,DS,2009.0,Nov,3.0,undefined,Warner Bros. Interactive  ,TT Games / Harmonix Music Systems  ,8.4,,0.32,0.09,,0.04,0.45,https://www.vgchartz.com/game/33702/lego-rock-band/?region=All,Misc,Misc
