Rank,Name,Platform,Year,Month,Date,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,URL
10035,Prototype: Biohazard Bundle,PS4,2016,Oct,11,undefined,Activision  ,Activision  ,,,0.14,,,0.03,0.17,https://www.vgchartz.com/game/132799/prototype-biohazard-bundle/?region=All
10036,Gyakuten Saiban 3,GBA,2004,Jan,23,undefined,Capcom  ,Capcom  ,,,,,0.16,0.0,0.17,https://www.vgchartz.com/game/27078/gyakuten-saiban-3/?region=All
10037,Gallop Racer 2001,PS2,2001,Aug,20,undefined,Tecmo  ,Tecmo  ,,,0.05,0.04,0.06,0.01,0.17,https://www.vgchartz.com/game/3383/gallop-racer-2001/?region=All
10038,Magical Starsign (US sales),DS,2006,Oct,23,undefined,Nintendo  ,Brownie Brown  ,,,0.14,0.02,,,0.17,https://www.vgchartz.com/game/1235/magical-starsign-us-sales/?region=All
10039,Nightmare Creatures II,PS,2000,Apr,29,undefined,Konami  ,Kalisto Entertainment  ,,,0.09,0.06,,0.01,0.17,https://www.vgchartz.com/game/24466/nightmare-creatures-ii/?region=All
10040,Phantom Breaker: Battle Grounds,PC,N/A,N/A,N/A,undefined,Unknown  ,MAGES. Inc.  ,,,,,,,,https://www.vgchartz.com/game/223838/phantom-breaker-battle-grounds/?region=All
10041,Hot Wheels: Beat That!,X360,2007,Sep,26,undefined,Activision  ,Eutechnyx  ,,,0.15,0.0,,0.01,0.17,https://www.vgchartz.com/game/7527/hot-wheels-beat-that/?region=All
10042,Space Rangers HD: A War Apart,PC,N/A,N/A,N/A,undefined,Unknown  ,SNK Games  ,,,,,,,,https://www.vgchartz.com/game/223839/space-rangers-hd-a-war-apart/?region=All
10043,Catwoman,PS2,2004,Jul,20,undefined,Electronic Arts  ,Argonaut Games  ,4.6,,0.08,0.06,,0.02,0.17,https://www.vgchartz.com/game/4951/catwoman/?region=All
10044,Garfield: Lasagna World Tour,PS2,2008,Jun,27,undefined,Conspiracy Entertainment  ,EKO Software  ,,,0.08,0.06,,0.02,0.17,https://www.vgchartz.com/game/21425/garfield-lasagna-world-tour/?region=All
10045,Teenage Mutant Ninja Turtles: Game Boy Advance Video Volume 1,GBA,2004,Jul,05,undefined,Majesco  ,Majesco Games  ,,,0.12,0.04,,0.0,0.17,https://www.vgchartz.com/game/28602/teenage-mutant-ninja-turtles-game-boy-advance-video-volume-1/?region=All
10046,Fairytale Fights,X360,2009,Oct,27,undefined,Playlogic Game Factory  ,Playlogic Game Factory  ,4.9,,0.14,0.02,,0.01,0.17,https://www.vgchartz.com/game/33958/fairytale-fights/?region=All
10047,Bomberman B-Daman,SNES,1996,Dec,20,undefined,Hudson Soft  ,Hudson Soft  ,,,,,0.17,,0.17,https://www.vgchartz.com/game/2935/bomberman-b-daman/?region=All
10048,Sonic Mania,PC,2017,Aug,15,undefined,Sega  ,PagodaWest Games  ,,,0.01,,,0.0,0.01,https://www.vgchartz.com/game/133964/sonic-mania/?region=All
10049,Beat Down: Fists of Vengeance,PS2,2005,Aug,23,undefined,Capcom  ,Cavia Inc.  ,,,0.04,0.03,0.09,0.01,0.17,https://www.vgchartz.com/game/2898/beat-down-fists-of-vengeance/?region=All
10050,Terminator 3: The Redemption,PS2,2004,Sep,02,undefined,Atari  ,Paradigm Entertainment  ,,,0.08,0.06,,0.02,0.17,https://www.vgchartz.com/game/5815/terminator-3-the-redemption/?region=All
10051,World Destruction League: Thunder Tanks,PS,2000,Sep,09,undefined,3DO  ,3DO  ,,,0.09,0.06,,0.01,0.17,https://www.vgchartz.com/game/19157/world-destruction-league-thunder-tanks/?region=All
10052,Green Lantern: Rise of the Manhunters,PS3,2011,Jun,07,undefined,Warner Bros. Interactive  ,Griptonite Games  ,6.5,,0.09,0.05,,0.02,0.17,https://www.vgchartz.com/game/46329/green-lantern-rise-of-the-manhunters/?region=All
10053,BlazBlue: Central Fiction,PS4,2016,Nov,01,undefined,Aksys Games  ,Arc System Works  ,,,0.1,,0.05,0.02,0.17,https://www.vgchartz.com/game/114754/blazblue-central-fiction/?region=All
10054,Fighter Within,XOne,2013,Nov,19,undefined,Ubisoft  ,Daoka  ,,,0.08,0.07,,0.01,0.17,https://www.vgchartz.com/game/75494/fighter-within/?region=All
10055,Hook (2015),PC,N/A,N/A,N/A,undefined,Unknown  ,Maciej Targoni  ,,,,,,,,https://www.vgchartz.com/game/223840/hook-2015/?region=All
10056,Reloaded,PS,1996,Nov,30,undefined,Interplay  ,Gremlin Interactive  ,,,0.09,0.06,,0.01,0.17,https://www.vgchartz.com/game/49567/reloaded/?region=All
10057,A Game of Thrones - Genesis,PC,N/A,N/A,N/A,undefined,Unknown  ,Cyanide Studios  ,,,,,,,,https://www.vgchartz.com/game/223841/a-game-of-thrones-genesis/?region=All
10058,Jillian Michaels Fitness Ultimatum 2011,Wii,2010,Nov,16,undefined,D3 Publisher  ,Collision Studios  ,,,0.16,,,0.01,0.17,https://www.vgchartz.com/game/46904/jillian-michaels-fitness-ultimatum-2011/?region=All
10059,Arizona Sunshine,PC,N/A,N/A,N/A,undefined,Unknown  ,Vertigo Gaming Inc.  ,,,,,,,,https://www.vgchartz.com/game/223842/arizona-sunshine/?region=All
10060,Sword of the Samurai,PS2,N/A,N/A,N/A,undefined,Unknown  ,LightWeight  ,,,,,0.17,,0.17,https://www.vgchartz.com/game/3578/sword-of-the-samurai/?region=All
10061,SSX On Tour,GC,2005,Oct,11,undefined,EA Sports BIG   ,EA Canada  ,,,0.13,0.03,,0.0,0.17,https://www.vgchartz.com/game/2177/ssx-on-tour/?region=All
10062,Goodbye Deponia,PC,2013,Oct,17,undefined,Daedalic Entertainment  ,Daedalic Entertainment  ,,,,0.07,,0.0,0.07,https://www.vgchartz.com/game/71904/goodbye-deponia/?region=All
10063,Fuzion Frenzy 2,X360,2007,Jan,30,undefined,Microsoft  ,Hudson Soft  ,,,0.14,0.01,,0.01,0.17,https://www.vgchartz.com/game/830/fuzion-frenzy-2/?region=All
10064,MXGP 3: The Official Motocross Videogame,PS4,2017,Jun,20,undefined,Milestone  ,Milestone  ,,,0.06,0.08,,0.03,0.17,https://www.vgchartz.com/game/158276/mxgp-3-the-official-motocross-videogame/?region=All
10065,James Bond 007: Everything or Nothing,GBA,2003,Nov,17,undefined,Electronic Arts  ,Griptonite Games  ,7.1,,0.12,0.04,,0.0,0.17,https://www.vgchartz.com/game/25509/james-bond-007-everything-or-nothing/?region=All
10066,Naruto Shippuden: Ultimate Ninja 5,PS2,2009,Nov,27,undefined,Namco Bandai  ,CyberConnect2  ,,,,,0.17,,0.17,https://www.vgchartz.com/game/13443/naruto-shippuden-ultimate-ninja-5/?region=All
10067,F1 2014,PC,2014,Oct,21,undefined,Codemasters  ,Codemasters Birmingham  ,,,,0.09,,0.01,0.1,https://www.vgchartz.com/game/84671/f1-2014/?region=All
10068,Shrek Extra Large,GC,2002,Oct,31,undefined,TDK Mediactive  ,Digital Illusions  ,3.0,,0.13,0.03,,0.0,0.17,https://www.vgchartz.com/game/2045/shrek-extra-large/?region=All
10069,Final Fantasy V,PS,1999,Sep,30,undefined,SquareSoft  ,SquareSoft  ,,,,,0.16,0.01,0.17,https://www.vgchartz.com/game/3319/final-fantasy-v/?region=All
10070,Brunswick Cosmic Bowling,Wii,2010,Sep,14,undefined,GameMill  ,CokeM Interactive  ,,,0.16,,,0.01,0.17,https://www.vgchartz.com/game/47057/brunswick-cosmic-bowling/?region=All
10071,World Tour Soccer 2006,PS2,2005,Mar,22,undefined,Sony Computer Entertainment  ,SCEE London Studio  ,,,0.08,0.06,,0.02,0.17,https://www.vgchartz.com/game/2717/world-tour-soccer-2006/?region=All
10072,Forestation,PC,N/A,N/A,N/A,undefined,Unknown  ,Wonderbox Games  ,,,,,,,,https://www.vgchartz.com/game/223843/forestation/?region=All
10073,Gunvalkyrie,XB,2002,Mar,18,undefined,Sega  ,Smilebit  ,6.1,,0.13,0.04,,0.01,0.17,https://www.vgchartz.com/game/936/gunvalkyrie/?region=All
10074,NickToons Racing,PS,2001,Sep,07,undefined,Hasbro Interactive  ,Software Creations  ,,,0.09,0.06,,0.01,0.17,https://www.vgchartz.com/game/27911/nicktoons-racing/?region=All
10075,VR Golf '97,PS,1996,Oct,31,undefined,VR Sports  ,Gremlin Interactive  ,,,0.09,0.06,,0.01,0.17,https://www.vgchartz.com/game/13747/vr-golf-97/?region=All
10076,State of Emergency,XB,2003,Mar,26,undefined,Rockstar Games  ,VIS Entertainment  ,,,0.13,0.04,,0.01,0.17,https://www.vgchartz.com/game/2226/state-of-emergency/?region=All
10077,Off-World Interceptor Extreme,PS,1995,Sep,29,undefined,Crystal Dynamics  ,Crystal Dynamics  ,,,0.09,0.06,,0.01,0.17,https://www.vgchartz.com/game/43645/off-world-interceptor-extreme/?region=All
10078,ZhuZhu Puppies,DS,2011,Mar,29,undefined,Activision  ,Black Lantern Studios  ,,,0.12,0.03,,0.01,0.17,https://www.vgchartz.com/game/49689/zhuzhu-puppies/?region=All
10079,Monkey Island: Special Edition Collection,PC,2011,Sep,09,undefined,LucasArts  ,LucasArts  ,,,,0.14,,0.03,0.17,https://www.vgchartz.com/game/53215/monkey-island-special-edition-collection/?region=All
10080,Serious Sam Classics: Revolution,PC,2014,Apr,30,undefined,Devolver Digital  ,Croteam  ,,,,,,,,https://www.vgchartz.com/game/223258/serious-sam-classics-revolution/?region=All
10081,Disney Golf,PS2,2002,Oct,16,undefined,Electronic Arts  ,Tikipod  ,,,0.07,0.06,0.02,0.02,0.17,https://www.vgchartz.com/game/3101/disney-golf/?region=All
10082,The Naked Brothers Band: The Video Game,PS2,2008,Oct,20,undefined,THQ  ,Barking Lizards Technologies  ,,,0.08,0.06,,0.02,0.17,https://www.vgchartz.com/game/25906/the-naked-brothers-band-the-video-game/?region=All
10083,Valkyrie Drive: Bhikkhuni,PSV,2016,Oct,11,undefined,PQube  ,Marvelous Entertainment  ,,,,0.05,0.11,0.01,0.17,https://www.vgchartz.com/game/86319/valkyrie-drive-bhikkhuni/?region=All
10084,CSI: Fatal Conspiracy,X360,2010,Oct,26,undefined,Ubisoft  ,Telltale Games  ,,,0.11,0.04,,0.01,0.17,https://www.vgchartz.com/game/46732/csi-fatal-conspiracy/?region=All
10085,G-Force,X360,2009,Jul,21,undefined,Disney Interactive Studios  ,Eurocom Entertainment Software  ,7.4,,0.11,0.05,,0.02,0.17,https://www.vgchartz.com/game/33161/g-force/?region=All
10086,Major League Baseball 2K13,PS3,2013,Mar,05,undefined,2K Sports  ,"Visual Concepts, Ltd.  ",,,0.14,,,0.03,0.17,https://www.vgchartz.com/game/71574/major-league-baseball-2k13/?region=All
10087,Clock Tower II: The Struggle Within,PS,1999,Oct,31,undefined,Agetec  ,Human Entertainment  ,4.4,,0.02,0.01,0.12,0.01,0.17,https://www.vgchartz.com/game/3006/clock-tower-ii-the-struggle-within/?region=All
10088,Batman Beyond: Return of the Joker,PS,2000,Nov,20,undefined,Kemco  ,Kemco  ,,,0.09,0.06,,0.01,0.17,https://www.vgchartz.com/game/17313/batman-beyond-return-of-the-joker/?region=All
10089,Sudoku Gridmaster,DS,2006,Jun,26,undefined,Nintendo  ,Hudson Soft  ,,,0.13,0.02,,0.01,0.17,https://www.vgchartz.com/game/2260/sudoku-gridmaster/?region=All
10090,Buzz! Brain of the UK,PS3,2009,Mar,27,undefined,Sony Computer Entertainment  ,Relentless Software  ,,,,0.15,,0.01,0.17,https://www.vgchartz.com/game/31185/buzz-brain-of-the-uk/?region=All
10091,Epistory - Typing Chronicles,PC,N/A,N/A,N/A,undefined,Unknown  ,Fishing Cactus  ,,,,,,,,https://www.vgchartz.com/game/223844/epistory-typing-chronicles/?region=All
10092,Greed Corp,PC,2010,Dec,10,undefined,W!Games  ,W!Games  ,,,,0.0,,0.0,0.01,https://www.vgchartz.com/game/43609/greed-corp/?region=All
10093,Backyard NFL Football '10,Wii,2009,Oct,20,undefined,Atari  ,Humongous Entertainment  ,,,0.16,,,0.01,0.17,https://www.vgchartz.com/game/39744/backyard-nfl-football-10/?region=All
10094,Hyperdimension Neptunia Victory,PS3,2013,Mar,21,undefined,Compile Heart  ,Idea Factory  ,,,0.05,0.04,0.06,0.02,0.17,https://www.vgchartz.com/game/70946/hyperdimension-neptunia-victory/?region=All
10095,Mega Man Network Transmission,GC,2003,Jun,17,undefined,Capcom  ,Arika  ,,,0.13,0.03,,0.0,0.17,https://www.vgchartz.com/game/1304/mega-man-network-transmission/?region=All
10096,BoneBone: Rise of the Deathlord,PC,N/A,N/A,N/A,undefined,Unknown  ,Vladis Fire  ,,,,,,,,https://www.vgchartz.com/game/223845/bonebone-rise-of-the-deathlord/?region=All
10097,Pursuit Force,PSP,2006,Mar,07,undefined,Sony Computer Entertainment  ,Bigbig Studios  ,7.4,,0.14,0.01,,0.02,0.17,https://www.vgchartz.com/game/1814/pursuit-force/?region=All
10098,Densetsu no Stafi 4,DS,2006,Apr,13,undefined,Nintendo  ,TOSE  ,,,,,0.17,,0.17,https://www.vgchartz.com/game/3651/densetsu-no-stafi-4/?region=All
10099,TRON: Evolution,DS,2010,Dec,07,undefined,Disney Interactive Studios  ,n-Space  ,,,0.11,0.04,,0.01,0.17,https://www.vgchartz.com/game/47062/tron-evolution/?region=All
10100,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (JP sales),PS2,2009,May,12,undefined,Atlus  ,Atlus Co.  ,,,,,0.17,,0.17,https://www.vgchartz.com/game/28285/shin-megami-tensei-devil-summoner-2-raidou-kuzunoha-vs-king-abaddon-jp-sales/?region=All
10101,Dishonored: Death of the Outsider,PC,2017,Sep,15,undefined,Bethesda Softworks  ,Arkane Studios  ,,,0.01,0.03,,0.0,0.04,https://www.vgchartz.com/game/182728/dishonored-death-of-the-outsider/?region=All
10102,Tribal Pass,PC,N/A,N/A,N/A,undefined,Unknown  ,Tribe Tea  ,,,,,,,,https://www.vgchartz.com/game/223846/tribal-pass/?region=All
10103,TT Isle of Man: Ride on the Edge,PS4,2018,Mar,06,undefined,Big Ben Interactive  ,Kylotonn  ,,,0.05,0.09,,0.03,0.17,https://www.vgchartz.com/game/221258/tt-isle-of-man-ride-on-the-edge/?region=All
10104,Bomberman Land,Wii,2008,Jan,29,undefined,Hudson Soft  ,Hudson Soft  ,6.0,,0.11,0.02,0.03,0.01,0.17,https://www.vgchartz.com/game/15990/bomberman-land/?region=All
10105,Surf's Up,Wii,2007,May,30,undefined,Ubisoft  ,Ubisoft Montreal  ,,,0.15,0.0,,0.01,0.17,https://www.vgchartz.com/game/6136/surfs-up/?region=All
10106,Tokimeki Memorial: Private Collection,PS,1996,Apr,26,undefined,Konami  ,Konami  ,,,,,0.16,0.01,0.17,https://www.vgchartz.com/game/4602/tokimeki-memorial-private-collection/?region=All
10107,Axiom Verge,NS,2017,Nov,21,undefined,Thomas Happ Games  ,Thomas Happ Games  ,7.5,,0.12,0.03,,0.02,0.17,https://www.vgchartz.com/game/190934/axiom-verge/?region=All
10108,NBA Street Homecourt,PS3,2007,Mar,06,undefined,Electronic Arts  ,EA Canada  ,,,0.13,0.01,0.0,0.02,0.17,https://www.vgchartz.com/game/3902/nba-street-homecourt/?region=All
10109,RC Revenge Pro,PS2,2001,Jan,16,undefined,Acclaim Entertainment  ,Acclaim Entertainment  ,,,0.08,0.06,,0.02,0.17,https://www.vgchartz.com/game/30993/rc-revenge-pro/?region=All
10110,Journey,PSN,2012,Aug,28,undefined,Sony Computer Entertainment America  ,thatgamecompany  ,,,0.04,0.11,,0.01,0.17,https://www.vgchartz.com/game/45780/journey/?region=All
10111,Chaotic: Shadow Warriors,PS3,2009,Nov,17,undefined,Activision  ,Activision  ,,,0.15,,,0.02,0.17,https://www.vgchartz.com/game/38751/chaotic-shadow-warriors/?region=All
10112,Dementium: The Ward,DS,2007,Oct,26,undefined,Gamecock  ,Renegade Kid  ,7.5,,0.15,0.01,,0.01,0.17,https://www.vgchartz.com/game/12467/dementium-the-ward/?region=All
10113,Backyard Wrestling: Don't Try This at Home,XB,2003,Oct,09,undefined,Eidos Interactive  ,Paradox Development  ,6.0,,0.13,0.04,,0.01,0.17,https://www.vgchartz.com/game/148/backyard-wrestling-dont-try-this-at-home/?region=All
10114,Gauntlet: Dark Legacy,XB,2002,Apr,15,undefined,Midway Games  ,Midway Games West  ,,,0.13,0.04,,0.01,0.17,https://www.vgchartz.com/game/5150/gauntlet-dark-legacy/?region=All
10115,Far East of Eden II: Manji Maru,PS2,2003,Oct,02,undefined,Hudson Soft  ,Hudson Soft  ,,,,,0.17,,0.17,https://www.vgchartz.com/game/3279/far-east-of-eden-ii-manji-maru/?region=All
10116,Lost Kingdoms,GC,2002,May,27,undefined,Activision  ,From Software  ,7.3,,0.1,0.02,0.04,0.0,0.17,https://www.vgchartz.com/game/4206/lost-kingdoms/?region=All
10117,Naval Assault: The Killing Tide,X360,2010,Jun,15,undefined,505 Games  ,Artech Studios  ,,,0.08,0.07,,0.02,0.17,https://www.vgchartz.com/game/44957/naval-assault-the-killing-tide/?region=All
10118,I'm A Celebrity: Get Me Out of Here!,Wii,2009,Nov,06,undefined,Mindscape  ,Mindscape  ,,,,0.16,,0.01,0.17,https://www.vgchartz.com/game/40393/im-a-celebrity-get-me-out-of-here/?region=All
10119,F1 2018,XOne,2018,Aug,24,undefined,Codemasters  ,Codemasters Birmingham  ,,,0.05,0.1,,0.01,0.17,https://www.vgchartz.com/game/222005/f1-2018/?region=All
10120,NCAA Basketball 09,PS3,2008,Nov,17,undefined,EA Sports  ,EA Canada  ,,,0.15,,,0.01,0.17,https://www.vgchartz.com/game/26768/ncaa-basketball-09/?region=All
10121,Last Tale,PC,N/A,N/A,N/A,undefined,Unknown  ,YarGri  ,,,,,,,,https://www.vgchartz.com/game/223861/last-tale/?region=All
10122,Matchbox Cross Town Heroes,GBA,2002,Jul,14,undefined,THQ  ,Magellan Interactive  ,,,0.12,0.04,,0.0,0.17,https://www.vgchartz.com/game/27463/matchbox-cross-town-heroes/?region=All
10123,Age of Empires III: Complete Collection,PC,2009,Sep,15,undefined,Microsoft Game Studios  ,Ensemble Studios  ,,,0.01,0.13,,0.03,0.17,https://www.vgchartz.com/game/48681/age-of-empires-iii-complete-collection/?region=All
10124,Wolfenstein 3D,GBA,2002,Mar,31,undefined,BAM! Entertainment  ,Stalker Entertainment  ,,,0.12,0.04,,0.0,0.17,https://www.vgchartz.com/game/15103/wolfenstein-3d/?region=All
10125,Nobunaga no Yabou: Tenshoki,SNES,1996,Jan,26,undefined,KOEI  ,Koei  ,,,,,0.17,0.0,0.17,https://www.vgchartz.com/game/3938/nobunaga-no-yabou-tenshoki/?region=All
10126,Angry Birds Trilogy,PS3,2012,Sep,25,undefined,Activision  ,Rovio Mobile  ,,,0.12,0.02,,0.03,0.17,https://www.vgchartz.com/game/71488/angry-birds-trilogy/?region=All
10127,Learning to Spell,DS,2010,Apr,20,undefined,505 Games  ,505 Games  ,,,0.16,,,0.01,0.17,https://www.vgchartz.com/game/43249/learning-to-spell/?region=All
10128,Pac-Man World 3,DS,2005,Dec,07,undefined,Namco  ,Blitz Games  ,,,0.15,0.0,,0.01,0.17,https://www.vgchartz.com/game/5568/pac-man-world-3/?region=All
10129,Shawn Johnson Gymnastics,Wii,2010,Nov,16,undefined,Zoo Games  ,Artefacts Studio  ,,,0.16,,,0.01,0.17,https://www.vgchartz.com/game/47268/shawn-johnson-gymnastics/?region=All
10130,NASCAR '14,X360,2014,Feb,18,undefined,Deep Silver  ,Eutechnyx  ,,,0.15,,,0.02,0.17,https://www.vgchartz.com/game/78954/nascar-14/?region=All
10131,Super Power League,SNES,1993,Aug,06,undefined,Hudson Soft  ,Hudson Soft  ,,,,,0.17,,0.17,https://www.vgchartz.com/game/4450/super-power-league/?region=All
10132,The Last Hope: Trump vs Mafia - North Korea,PC,N/A,N/A,N/A,undefined,Unknown  ,Atomic Fabrik  ,,,,,,,,https://www.vgchartz.com/game/223862/the-last-hope-trump-vs-mafia-north-korea/?region=All
10133,Phantasy Star Online 2,PSV,2013,Feb,28,undefined,Sega  ,Unknown  ,,,,,0.17,,0.17,https://www.vgchartz.com/game/71680/phantasy-star-online-2/?region=All
10134,Street Fighter Alpha 2,SNES,1996,Dec,19,undefined,Capcom  ,Capcom  ,8.0,,,,0.17,,0.17,https://www.vgchartz.com/game/4393/street-fighter-alpha-2/?region=All
