Rank,Name,Platform,Year,Month,Date,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,URL
12,Assassin's Creed,Series,2007,Nov,13,undefined,Ubisoft  ,Ubisoft|Gameloft|Griptonite Games|Blue Byte  ,,,,,,,,https://www.vgchartz.com/game/226103/assassins-creed/?region=All
13,Madden NFL,Series,1988,Jun,01,undefined,Electronic Arts  ,"Park Place Productions|D.C. True, Ltd.|Electronic Arts|Blue Sky Productions|Visual Concepts|High Score Productions|Halestorm|Tiertex|Tiburon Entertainment|EA Tiburon|EA Sports|THQ|3d6 Games|Budcat Creations|Exient Entertainment|EA Canada|HB Studios  ",,,,,,,,https://www.vgchartz.com/game/226229/madden-nfl/?region=All
14,Wii Sports,Series,2006,Nov,19,undefined,Nintendo  ,Nintendo|Bandai Namco Studios  ,,,,,,,,https://www.vgchartz.com/game/226191/wii-sports/?region=All
15,The Legend of Zelda,Series,1987,Jul,14,undefined,Nintendo  ,Nintendo  ,,,,,,,,https://www.vgchartz.com/game/226035/the-legend-of-zelda/?region=All
16,Pro Evolution Soccer,Series,1995,Dec,22,undefined,Konami  ,Konami  ,,,,,,,,https://www.vgchartz.com/game/226233/pro-evolution-soccer/?region=All
17,Lego,Series,1997,Sep,26,undefined,Mindscape  ,TT Fusion  ,,,,,,,,https://www.vgchartz.com/game/226259/lego/?region=All
18,NBA 2K,Series,1999,Nov,10,undefined,Sega  ,Visual Concepts|Saber Interactive   ,,,,,,,,https://www.vgchartz.com/game/226152/nba-2k/?region=All
19,Resident Evil,Series,1996,Mar,30,undefined,Capcom  ,Capcom  ,,,,,,,,https://www.vgchartz.com/game/226039/resident-evil/?region=All
20,Wii Sports,Wii,2006,Nov,19,undefined,Nintendo  ,Nintendo EAD  ,7.7,,41.36,29.02,3.77,8.51,82.65,https://www.vgchartz.com/game/2667/wii-sports/?region=All
21,Dragon Quest,Series,1986,May,27,undefined,Square  ,ArtePiazza|Chunsoft|Heartbeat|Level-5|Square Enix  ,,,,,,,,https://www.vgchartz.com/game/226239/dragon-quest/?region=All
22,Gran Turismo,Series,1998,May,12,undefined,Sony Computer Entertainment  ,Polyphony Digital  ,,,,,,,,https://www.vgchartz.com/game/226066/gran-turismo/?region=All
23,Battlefield,Series,2002,Sep,10,undefined,Electronic Arts  ,EA DICE|Easy Studios|Neowiz Games|Visceral Games  ,,,,,,,,https://www.vgchartz.com/game/226219/battlefield/?region=All
24,Sonic the Hedgehog,Series,1991,Jun,23,undefined,Sega  ,Sonic Team  ,,,,,,,,https://www.vgchartz.com/game/226081/sonic-the-hedgehog/?region=All
25,Tomb Raider,Series,1996,Nov,14,undefined,Eidos Interactive  ,Core Design|Crystal Dynamics|Nixxes Software|Ubisoft Milan|Eidos Montreal  ,,,,,,,,https://www.vgchartz.com/game/226238/tomb-raider/?region=All
26,Halo,Series,2001,Nov,15,undefined,Microsoft Game Studios  ,Bungie|343 Industries  ,,,,,,,,https://www.vgchartz.com/game/226032/halo/?region=All
27,Just Dance,Series,2009,Nov,17,undefined,Ubisoft  ,Ubisoft  ,,,,,,,,https://www.vgchartz.com/game/226101/just-dance/?region=All
28,PUBG,Series,2017,Dec,20,undefined,PUBG Corporation  ,PUBG Corporation  ,,,,,,,,https://www.vgchartz.com/game/226341/pubg/?region=All
29,WWE 2K,Series,2000,Mar,02,undefined,THQ  ,Visual Concepts  ,,,,,,,,https://www.vgchartz.com/game/226269/wwe-2k/?region=All
30,Counter-Strike,Series,2000,Nov,09,undefined,Valve  ,Valve|Turtle Rock Studios|Hidden Path Entertainment|Gearbox Software|Ritual Entertainment|Nexon  ,,,,,,,,https://www.vgchartz.com/game/226175/counter-strike/?region=All
31,The Oregon Trail,Series,2071,Dec,03,undefined,MECC  ,MECC|Broderbund|Gameloft  ,,,,,,,,https://www.vgchartz.com/game/226167/the-oregon-trail/?region=All
32,Monster Hunter,Series,2004,Sep,21,undefined,Capcom  ,Capcom  ,,,,,,,,https://www.vgchartz.com/game/226041/monster-hunter/?region=All
33,Donkey Kong,Series,1981,Jul,31,undefined,Nintendo  ,Nintendo|Ikegami Tsushinki|Rare|Namco|Paon|Retro Studios  ,,,,,,,,https://www.vgchartz.com/game/226203/donkey-kong/?region=All
34,Super Smash Bros.,Series,1999,Apr,26,undefined,Nintendo  ,Nintendo|HAL Laboratory| Game Arts|Sora Ltd.|Bandai Namco Studios  ,,,,,,,,https://www.vgchartz.com/game/226193/super-smash-bros/?region=All
35,The Elder Scrolls,Series,1994,Mar,25,undefined,Bethesda Softworks  ,Bethesda Softworks|Bethesda Game Studios|Vir2L Studios|TKO Software|ZeniMax Online Studios|Dire Wolf Digital  ,,,,,,,,https://www.vgchartz.com/game/226283/the-elder-scrolls/?region=All
36,Borderlands,Series,2009,Oct,20,undefined,2K Games  ,Gearbox Software|2K Australia|Telltale Games  ,,,,,,,,https://www.vgchartz.com/game/226067/borderlands/?region=All
37,Dragon Ball,Series,1986,Sep,27,undefined,Bandai  ,Tose|Bandai|BEC|Dimps|Avalanche Software|Spike Chunsoft|Arika|Crafts & Meister|Media.Vision|Spike|Artdink|Arc System Works|CyberConnect2|Webfoot Technologies|Banpresto|Cavia|Game Republic|Monolith Soft|Ganbarion  ,,,,,,,,https://www.vgchartz.com/game/226286/dragon-ball/?region=All
38,Animal Crossing,Series,2002,Sep,16,undefined,Nintendo  ,Nintendo  ,,,,,,,,https://www.vgchartz.com/game/226190/animal-crossing/?region=All
39,Metal Gear,Series,1987,Jul,13,undefined,Konami  ,Konami|Kojima Productions|Bluepoint Games|Ideaworks Game Studio| PlatinumGames|Silicon Knights  ,,,,,,,,https://www.vgchartz.com/game/226234/metal-gear/?region=All
40,Mario Party,Series,1999,Feb,01,undefined,Nintendo  ,Hudson Soft|Capcom|NDcube  ,,,,,,,,https://www.vgchartz.com/game/226170/mario-party/?region=All
41,Far Cry,Series,2004,Mar,23,undefined,Ubisoft  ,Ubisoft|Crytek  ,,,,,,,,https://www.vgchartz.com/game/226102/far-cry/?region=All
42,Bejeweled,Series,2001,May,30,undefined,PopCap Games  ,PopCap Games  ,,,,,,,,https://www.vgchartz.com/game/226228/bejeweled/?region=All
43,Crash Bandicoot,Series,1996,Sep,09,undefined,Sony Computer Entertainment  ,Naughty Dog|Eurocom|Dimps|Radical Entertainment|Polarbit|Vicarious Visions|Beenox  ,,,,,,,,https://www.vgchartz.com/game/226264/crash-bandicoot/?region=All
44,Diablo,Series,1997,Jan,03,undefined,Blizzard Entertainment  ,Blizzard North|Blizzard Entertainment|NetEase  ,,,,,,,,https://www.vgchartz.com/game/226172/diablo/?region=All
45,The Witcher,Series,2007,Oct,30,undefined,Atari  ,CD Projekt Red Studio  ,,,,,,,,https://www.vgchartz.com/game/226111/the-witcher/?region=All
46,Red Dead,Series,2004,May,04,undefined,Rockstar Games  ,Rockstar San Diego|Rockstar Studios  ,,,,,,,,https://www.vgchartz.com/game/226235/red-dead/?region=All
47,Tekken,Series,1994,Dec,11,undefined,Namco  ,Bandai Namco Studios|Namco  ,,,,,,,,https://www.vgchartz.com/game/226204/tekken/?region=All
48,Fallout,Series,1997,Oct,10,undefined,Interplay Productions  ,Interplay Entertainment|Black Isle Studios|Micro Forte|Bethesda Game Studios|Obsidian Entertainment  ,,,,,,,,https://www.vgchartz.com/game/226290/fallout/?region=All
49,Mortal Kombat,Series,1992,Oct,08,undefined,Midway  ,"Avalanche Software|Eurocom|Just Games Interactive|Midway Games|Midway Studios Los Angeles|Other Ocean Interactive|Point of View, Inc.|NetherRealm Studios  ",,,,,,,,https://www.vgchartz.com/game/226258/mortal-kombat/?region=All
50,Street Fighter,Series,1987,Aug,30,undefined,Capcom  ,Capcom  ,,,,,,,,https://www.vgchartz.com/game/226040/street-fighter/?region=All
51,Uncharted,Series,2007,Nov,20,undefined,Sony Computer Entertainment  ,Naughty Dog|Bend Studio|Bluepoint Games|Playspree  ,,,,,,,,https://www.vgchartz.com/game/226148/uncharted/?region=All
52,Civilization,Series,1991,Sep,01,undefined,Microprose  ,Firaxis Games|MicroProse|Activision  ,,,,,,,,https://www.vgchartz.com/game/226068/civilization/?region=All
53,Wii Fit,Series,2008,May,21,undefined,Nintendo  ,Nintendo|Ganbarion  ,,,,,,,,https://www.vgchartz.com/game/226182/wii-fit/?region=All
54,Star Wars: Battlefront,Series,2004,Sep,21,undefined,LucasArts  ,Pandemic Studios|Free Radical Design|Rebellion Developments|Slant Six Games|LucasArts|EA DICE|Criterion Games|Motive Studios  ,,,,,,,,https://www.vgchartz.com/game/226226/star-wars-battlefront/?region=All
55,Harry Potter,Series,2001,Nov,15,undefined,Electronic Arts  ,Griptonite Games|KnowWonder|Argonaut Games|Westlake Entertainment|Warthog Games Limited|Eurocom|Electronic Arts|Aspyr|Magic Pockets| EA Bright Light|TT Fusion|SCE London Studio|Jam City|Niantic|WB Games San Francisco  ,,,,,,,,https://www.vgchartz.com/game/226289/harry-potter/?region=All
56,Warriors,Series,N/A,N/A,N/A,undefined,Unknown  ,Omega Force  ,,,,,,,,https://www.vgchartz.com/game/226375/warriors/?region=All
57,Super Mario Bros.,NES,1985,Oct,18,undefined,Nintendo  ,Nintendo EAD  ,10.0,8.2,29.08,3.58,6.81,0.77,40.24,https://www.vgchartz.com/game/6455/super-mario-bros/?region=All
58,Kirby,Series,1992,Aug,01,undefined,Nintendo  ,HAL Laboratory|Nintendo|Good-Feel|Flagship|Natsume|Capcom|Dimps|Arika  ,,,,,,,,https://www.vgchartz.com/game/226214/kirby/?region=All
59,Counter-Strike: Global Offensive,PC,2012,Aug,21,undefined,Valve  ,Valve Corporation  ,,,,,,,,https://www.vgchartz.com/game/57184/counter-strike-global-offensive/?region=All
60,Guitar Hero,Series,2005,Nov,08,undefined,Activision  ,Harmonix|Neversoft|Budcat Creations|Vicarious Visions|FreeStyleGames  ,,,,,,,,https://www.vgchartz.com/game/226287/guitar-hero/?region=All
61,Medal of Honor,Series,1999,Oct,31,undefined,Electronic Arts  ,"2015, Inc.|Budcat Creations|Danger Close Games|DreamWorks Interactive|EA Canada|EA Digital Illusions CE|EA Los Angeles|Netherock Ltd.|Rebellion Developments|Team Fusion|TKO Software  ",,,,,,,,https://www.vgchartz.com/game/226225/medal-of-honor/?region=All
62,God of War,Series,2005,Mar,22,undefined,Sony Computer Entertainment  ,SIE Santa Monica Studio|Ready at Dawn|Javaground/SOE-LA|Bluepoint Games|Sanzaru Games|Wholesale Algorithms  ,,,,,,,,https://www.vgchartz.com/game/226282/god-of-war/?region=All
63,Mario Kart Wii,Wii,2008,Apr,27,undefined,Nintendo  ,Nintendo EAD  ,8.2,9.1,15.91,12.92,3.8,3.35,35.98,https://www.vgchartz.com/game/6968/mario-kart-wii/?region=All
64,World of WarCraft,Series,N/A,N/A,N/A,undefined,Unknown  ,Blizzard Entertainment  ,,,,,,,,https://www.vgchartz.com/game/226363/world-of-warcraft/?region=All
65,PLAYERUNKNOWN'S BATTLEGROUNDS,PC,2017,Dec,21,undefined,PUBG Corporation  ,PUBG Corporation  ,,,,,,,,https://www.vgchartz.com/game/215988/playerunknowns-battlegrounds/?region=All
66,Mega Man,Series,1987,Dec,17,undefined,Capcom  ,Capcom|Inti Creates  ,,,,,,,,https://www.vgchartz.com/game/226042/mega-man/?region=All
67,Tom Clancy's Rainbow Six,Series,1998,Aug,21,undefined,Red Storm Entertainment  ,Ubisoft|Red Storm Entertainment  ,,,,,,,,https://www.vgchartz.com/game/226100/tom-clancys-rainbow-six/?region=All
68,NBA Live,Series,1994,Oct,01,undefined,EA Sports  ,EA Canada|EA Tiburon  ,,,,,,,,https://www.vgchartz.com/game/226224/nba-live/?region=All
69,Tom Clancy's Ghost Recon,Series,2001,Nov,13,undefined,Ubisoft  ,Red Storm Entertainment|Ubisoft Paris|Ubisoft Milan  ,,,,,,,,https://www.vgchartz.com/game/226318/tom-clancys-ghost-recon/?region=All
70,BioShock,Series,2007,Aug,21,undefined,2K Games  ,Irrational Games|2K Australia|2K Marin  ,,,,,,,,https://www.vgchartz.com/game/226084/bioshock/?region=All
71,Brain Age,Series,2006,Apr,16,undefined,Nintendo  ,Nintendo  ,,,,,,,,https://www.vgchartz.com/game/226189/brain-age/?region=All
72,Minecraft,PC,2010,May,10,undefined,Mojang  ,Mojang AB  ,10.0,,,,,,,https://www.vgchartz.com/game/47724/minecraft/?region=All
73,Wii Sports Resort,Wii,2009,Jul,26,undefined,Nintendo  ,Nintendo EAD  ,8.0,8.8,15.61,10.99,3.29,3.02,32.9,https://www.vgchartz.com/game/24656/wii-sports-resort/?region=All
74,Half-life,Series,1998,Nov,19,undefined,Sierra Studios  ,Valve|Gearbox Software  ,,,,,,,,https://www.vgchartz.com/game/226174/half-life/?region=All
75,Lego Star Wars,Series,2005,Mar,29,undefined,Eidos Interactive  ,TT Fusion  ,,,,,,,,https://www.vgchartz.com/game/226268/lego-star-wars/?region=All
76,Pokémon Red / Green / Blue Version,GB,1998,Sep,30,undefined,Nintendo  ,Game Freak  ,9.4,,11.27,8.89,10.22,1.0,31.37,https://www.vgchartz.com/game/4030/pokemon-red-green-blue-version/?region=All
77,Tony Hawk's,Series,1999,Sep,29,undefined,Activision  ,Neversoft|Robomodo|Maple Media|Vicarious Visions|Edge of Reality|Natsume|Treyarch|Shaba Games|HotGen|Gearbox Software|Beenox|Visual Impact|Toys For Bob|SuperVillain Studios|Page 44 Studios|Creat Studios|Buzz Monkey|Big Bit|Disruptive Games  ,,,,,,,,https://www.vgchartz.com/game/226307/tony-hawks/?region=All
78,Tom Clancy's Splinter Cell,Series,2002,Nov,17,undefined,Ubisoft  ,Ubisoft  ,,,,,,,,https://www.vgchartz.com/game/226090/tom-clancys-splinter-cell/?region=All
79,Age of Empires,Series,1997,Oct,15,undefined,Microsoft  ,Ensemble Studios|Big Huge Games|Robot Entertainment|Relic Entertainment|Hidden Path Entertainment|Forgotten Empires|Tantalus Media  ,,,,,,,,https://www.vgchartz.com/game/226319/age-of-empires/?region=All
80,New Super Mario Bros.,DS,2006,May,15,undefined,Nintendo  ,Nintendo EAD  ,9.1,8.1,11.28,9.19,6.5,2.89,29.85,https://www.vgchartz.com/game/1582/new-super-mario-bros/?region=All
81,New Super Mario Bros. Wii,Wii,2009,Nov,15,undefined,Nintendo  ,Nintendo EAD  ,8.6,9.2,14.53,7.01,4.7,2.27,28.51,https://www.vgchartz.com/game/35076/new-super-mario-bros-wii/?region=All
82,Tetris,GB,1989,Jun,01,undefined,Nintendo  ,Bullet Proof Software  ,,,23.2,2.26,4.22,0.58,30.26,https://www.vgchartz.com/game/4534/tetris/?region=All
83,Command & Conquer,Series,1995,Sep,26,undefined,Electronic Arts  ,Westwood Studios|EA Los Angeles|Victory Games|EA Phenomic|EA Redwood Studios  ,,,,,,,,https://www.vgchartz.com/game/226217/command-amp-conquer/?region=All
84,James Bond,Series,N/A,N/A,N/A,undefined,Unknown  ,Richard Shepherd Software|Parker Brothers|Domark|Angelsoft|Melbourne House|Sculptured Software|Elite Systems International|Quixel|The Kremlin|	Delphine Software International|Eurocom|Gray Matter|Tiger Electronics|Rare|Saffire Corporation|Black Ops Enterta  ,,,,,,,,https://www.vgchartz.com/game/226297/james-bond/?region=All
85,Kingdom Hearts,Series,2002,Sep,17,undefined,Square  ,Square|Square Enix|Jupiter|h.a.n.d.|BitGroove Inc.|Success  ,,,,,,,,https://www.vgchartz.com/game/226236/kingdom-hearts/?region=All
86,Terraria,Series,2011,May,16,undefined,505 Games  ,Re-Logic  ,,,,,,,,https://www.vgchartz.com/game/226294/terraria/?region=All
87,Wii Play,Series,2007,Feb,12,undefined,Nintendo  ,Nintendo|Arzest|Chunsoft|Good-Feel|Mitchell Corporation|Nd Cube|Prope|Skip Ltd.|Vanpool  ,,,,,,,,https://www.vgchartz.com/game/226192/wii-play/?region=All
88,Nintendogs,Series,2005,Aug,22,undefined,Nintendo  ,Nintendo  ,,,,,,,,https://www.vgchartz.com/game/226186/nintendogs/?region=All
89,Duck Hunt,NES,1985,Oct,15,undefined,Nintendo  ,Nintendo R&D1  ,,,26.93,0.63,0.28,0.47,28.31,https://www.vgchartz.com/game/6246/duck-hunt/?region=All
90,Wii Play,Wii,2007,Feb,12,undefined,Nintendo  ,Nintendo EAD  ,5.9,4.5,13.96,9.18,2.93,2.85,28.92,https://www.vgchartz.com/game/2666/wii-play/?region=All
91,Souls,Series,2009,Oct,06,undefined,Atlus  ,From Software  ,,,,,,,,https://www.vgchartz.com/game/226158/souls/?region=All
92,Total War,Series,2000,Jun,13,undefined,Electronic Arts  ,Creative Assembly|Feral Interactive  ,,,,,,,,https://www.vgchartz.com/game/226078/total-war/?region=All
93,Portal,Series,2007,Oct,10,undefined,Valve  ,Valve  ,,,,,,,,https://www.vgchartz.com/game/226177/portal/?region=All
94,Mario Kart 8 Deluxe,NS,2017,Apr,28,undefined,Nintendo  ,Nintendo EPD  ,9.3,,5.05,4.98,2.11,0.91,13.05,https://www.vgchartz.com/game/153114/mario-kart-8-deluxe/?region=All
95,Yoshi,Series,1992,Jun,01,undefined,Nintendo  ,Nintendo|Artoon|Arzest|Good-Feel|Game Freak|	Tose|Bullet-Proof Software  ,,,,,,,,https://www.vgchartz.com/game/226198/yoshi/?region=All
96,Ratchet & Clank,Series,2002,Nov,04,undefined,Sony Computer Entertainment  ,Insomniac Games|High Impact Games|Sanzaru Games|Nihilistic Software|Idol Minds|Tin Giant|Mass Media  ,,,,,,,,https://www.vgchartz.com/game/226309/ratchet-amp-clank/?region=All
97,Rayman,Series,1995,Sep,19,undefined,Ubisoft  ,Ubisoft  ,,,,,,,,https://www.vgchartz.com/game/226099/rayman/?region=All
98,Mario & Sonic at the Olympic Games,Series,2007,Nov,06,undefined,Sega  ,Sega|Racjin|Arzest|Spike Chunsoft  ,,,,,,,,https://www.vgchartz.com/game/226315/mario-amp-sonic-at-the-olympic-games/?region=All
99,Puyo Puyo,Series,2002,Feb,11,undefined,THQ  ,Compile|Sonic Team  ,,,,,,,,https://www.vgchartz.com/game/226082/puyo-puyo/?region=All
100,Tiger Woods PGA Tour,Series,1998,Aug,31,undefined,EA Sports  ,EA Redwood Shores|Xantera|Rainbow Studios|Headgate Studios|Stormfront Studios|Rebellion Developments|Adrenalin Entertainment|Backbone Emeryville|Sensory Sweep Studios|EA Canada|Team Fusion|EA Tiburon|Exient Entertainment|HB Studios   ,,,,,,,,https://www.vgchartz.com/game/226221/tiger-woods-pga-tour/?region=All
101,Batman: Arkham,Series,2009,Aug,25,undefined,Warner Bros. Interactive Entertainment  ,"Rocksteady Studios|WB Games Montreal|Splash Damage|Human Head Studios|NetherRealm Studios|Armature Studio|Turbine, Inc.  ",,,,,,,,https://www.vgchartz.com/game/226320/batman-arkham/?region=All
102,Kinect Adventures!,X360,2010,Nov,04,undefined,Microsoft Game Studios  ,Good Science Studio  ,6.7,,15.09,4.97,0.24,1.81,22.1,https://www.vgchartz.com/game/45608/kinect-adventures/?region=All
103,Petz,Series,N/A,N/A,N/A,undefined,Unknown  ,PF Magic|Mindscape|Ubisoft  ,,,,,,,,https://www.vgchartz.com/game/226094/petz/?region=All
104,Nintendogs,DS,2005,Aug,23,undefined,Nintendo  ,Nintendo EAD  ,8.4,,9.05,10.96,1.93,2.74,24.68,https://www.vgchartz.com/game/1657/nintendogs/?region=All
105,Mario Kart DS,DS,2005,Nov,14,undefined,Nintendo  ,Nintendo EAD  ,9.1,9.4,9.71,7.51,4.13,1.91,23.26,https://www.vgchartz.com/game/1254/mario-kart-ds/?region=All
106,Pokémon Gold / Silver Version,GB,2000,Oct,14,undefined,Nintendo  ,Game Freak  ,9.2,,9.0,6.18,7.2,0.71,23.1,https://www.vgchartz.com/game/4025/pokemon-gold-silver-version/?region=All
107,Gears of War,Series,2006,Nov,07,undefined,Microsoft Game Studios  ,Epic Games|People Can Fly|The Coalition|Mediatonic|Splash Damage  ,,,,,,,,https://www.vgchartz.com/game/226314/gears-of-war/?region=All
108,Wii Fit,Wii,2008,May,21,undefined,Nintendo  ,Nintendo EAD  ,7.9,,8.92,8.03,3.6,2.15,22.7,https://www.vgchartz.com/game/7480/wii-fit/?region=All
109,Jikkyo Powerful Pro Yakyu,Series,1994,Mar,11,undefined,Konami  ,Konami  ,,,,,,,,https://www.vgchartz.com/game/226232/jikkyo-powerful-pro-yakyu/?region=All
110,Animal Crossing: New Horizons,NS,2020,Mar,20,undefined,Nintendo  ,Nintendo  ,,,,,,,,https://www.vgchartz.com/game/222779/animal-crossing-new-horizons/?region=All
111,Devil May Cry,Series,2001,Oct,16,undefined,Capcom  ,Capcom|Ninja Theory  ,,,,,,,,https://www.vgchartz.com/game/226043/devil-may-cry/?region=All
112,Castlevania,Series,1986,Sep,26,undefined,Konami  ,Konami|Eighting|MercurySteam|Kojima Productions|M2  ,,,,,,,,https://www.vgchartz.com/game/226273/castlevania/?region=All
113,Spider-Man,Series,N/A,N/A,N/A,undefined,Unknown  ,Parker Brothers|Rare|Sega|Bits Studios|Software Creations|Unexpected Development|Neversoft|Torus Games|Vicarious Visions|PCB Productions|Paradox Development|Treyarch|Next Level Games|Shaba Games|Gameloft|Beenox|Insomniac Games  ,,,,,,,,https://www.vgchartz.com/game/226323/spider-man/?region=All
114,Wii Fit Plus,Wii,2009,Oct,04,undefined,Nintendo  ,Nintendo EAD  ,8.0,,9.01,8.51,2.53,1.76,21.81,https://www.vgchartz.com/game/35077/wii-fit-plus/?region=All
115,Dynasty Warriors,Series,N/A,N/A,N/A,undefined,Unknown  ,Omega Force  ,,,,,,,,https://www.vgchartz.com/game/226374/dynasty-warriors/?region=All
116,Imagine,Series,2007,Oct,01,undefined,Ubisoft  ,Ubisoft|Lexis Numerique|Magic Pockets|Virtual Toys|Powerhead Games|Jet Black Games  ,,,,,,,,https://www.vgchartz.com/game/226093/imagine/?region=All
117,Super Mario World,SNES,1991,Aug,13,undefined,Nintendo  ,Nintendo EAD  ,8.5,,12.78,3.75,3.54,0.55,20.61,https://www.vgchartz.com/game/4441/super-mario-world/?region=All
118,Grand Theft Auto V,PS3,2013,Sep,17,undefined,Rockstar Games  ,Rockstar North  ,9.4,,6.37,9.85,0.99,3.12,20.32,https://www.vgchartz.com/game/65884/grand-theft-auto-v/?region=All
119,Football Manager,Series,2004,Nov,05,undefined,Sega  ,Sports Interactive  ,,,,,,,,https://www.vgchartz.com/game/226079/football-manager/?region=All
120,Frogger,Series,1981,Oct,23,undefined,Konami  ,Konami|Parker Brothers|SCE Cambridge Studio|Blitz Games|Game Titan|Vicarious Visions|Hudson Soft|Voletx|Hijinx Studios|Alpha Unit  ,,,,,,,,https://www.vgchartz.com/game/226231/frogger/?region=All
121,Gundam,Series,N/A,N/A,N/A,undefined,Unknown  ,Banpresto|B.B. Studio  ,,,,,,,,https://www.vgchartz.com/game/226296/gundam/?region=All
122,Lemmings,Series,1991,Feb,14,undefined,Psygnosis  ,DMA Design|SunSoft|Probe Entertainment|Psygnosis|Ocean Software|Clockwork Games|Team17|Visual Science|Rusty Nutz|d3t Ltd|Sad Puppy  ,,,,,,,,https://www.vgchartz.com/game/226330/lemmings/?region=All
123,Naruto: Ultimate Ninja,Series,2006,Jun,26,undefined,Bandai Namco Entertainment  ,CyberConnect2  ,,,,,,,,https://www.vgchartz.com/game/226069/naruto-ultimate-ninja/?region=All
124,Prince of Persia,Series,1989,Aug,03,undefined,Broderbund  ,Broderbund|Red Orb Entertainment|Avalanche Software|Ubisoft|Pipeworks Software|Gameloft  ,,,,,,,,https://www.vgchartz.com/game/226092/prince-of-persia/?region=All
125,Rayman Raving Rabbids,Series,2006,Nov,19,undefined,Ubisoft  ,Ubisoft|Headstrong Games  ,,,,,,,,https://www.vgchartz.com/game/226098/rayman-raving-rabbids/?region=All
126,SimCity,Series,1989,Feb,02,undefined,Maxis  ,Maxis|Tilted Mill Entertainment|Aspyr Media|Full Fat|Infogrames|Nintendo|Babaroga|HAL Laboratory|Track Twenty  ,,,,,,,,https://www.vgchartz.com/game/226160/simcity/?region=All
127,SingStar,Series,N/A,N/A,N/A,undefined,Unknown  ,London Studios  ,,,,,,,,https://www.vgchartz.com/game/226169/singstar/?region=All
128,SpongeBob SquarePants,Series,2001,Mar,15,undefined,THQ  ,"Vicarious Visions|Engine Software|AWE Games|Climax Development|Data Design Interactive|BigSky Interactive, Inc.|Heavy Iron Studios|WayForward Technologies|THQ|Blue Tongue Entertainment|Tantalus Media|Pronto Games|Blitz Games  ",,,,,,,,https://www.vgchartz.com/game/226295/spongebob-squarepants/?region=All
129,Spyro,Series,1998,Sep,10,undefined,Sony Computer Entertainment  ,Insomniac Games|Digital Eclipse|Equinoxe Digital Entertainment|Check Six Studios|Vicarious Visions|Eurocom|Amaze Entertainment|Toys for Bob  ,,,,,,,,https://www.vgchartz.com/game/226288/spyro/?region=All
130,Tales of,Series,1998,Sep,30,undefined,Namco  ,Bandai Namco Studios|Namco Tales Studio|Wolf Team  ,,,,,,,,https://www.vgchartz.com/game/226072/tales-of/?region=All
131,The Last of Us,Series,2013,Jun,14,undefined,Sony Computer Entertainment  ,Naughty Dog  ,,,,,,,,https://www.vgchartz.com/game/226267/the-last-of-us/?region=All
