Rank,Name,Platform,Year,Month,Date,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,URL
11059,Eternal Eyes,PS,2000,Oct,31,undefined,Crave Entertainment  ,SunSoft  ,,,0.08,0.05,,0.01,0.14,https://www.vgchartz.com/game/19113/eternal-eyes/?region=All
11060,Inverted,PC,2016,Jul,22,undefined,Dagestan Technology  ,Versus System  ,,,,,,,,https://www.vgchartz.com/game/224511/inverted/?region=All
11061,Sun Blast: Star Fighter,PC,2015,Apr,03,undefined,EQ Games  ,OBLONE Software  ,,,,,,,,https://www.vgchartz.com/game/224512/sun-blast-star-fighter/?region=All
11062,Gallop & Ride!,Wii,2008,Nov,20,undefined,THQ  ,THQ  ,,,0.13,,,0.01,0.14,https://www.vgchartz.com/game/29147/gallop-amp-ride/?region=All
11063,Fate/Unlimited Codes,PS2,2008,Dec,18,undefined,Capcom  ,Eighting  ,,,,,0.14,,0.14,https://www.vgchartz.com/game/30120/fateunlimited-codes/?region=All
11064,Atari's Greatest Hits: Volume 1,DS,2010,Nov,02,undefined,Atari  ,Atari  ,,,0.13,0.0,,0.01,0.14,https://www.vgchartz.com/game/46965/ataris-greatest-hits-volume-1/?region=All
11065,The Operative: No One Lives Forever,PS2,2002,Apr,16,undefined,Sierra Entertainment  ,Monolith Productions  ,6.8,,0.07,0.05,,0.02,0.14,https://www.vgchartz.com/game/1658/the-operative-no-one-lives-forever/?region=All
11066,Epidemic,PS,1996,Oct,31,undefined,Sony Computer Entertainment  ,Genki  ,,,0.02,0.01,0.1,0.01,0.14,https://www.vgchartz.com/game/3585/epidemic/?region=All
11067,Monster House,GC,2006,Jul,18,undefined,THQ  ,Artificial Mind and Movement  ,,,0.11,0.03,,0.0,0.14,https://www.vgchartz.com/game/1406/monster-house/?region=All
11068,Yogi Bear: The Video Game,DS,2010,Dec,07,undefined,D3 Publisher  ,Monkey Bar Games  ,,,0.1,0.03,,0.01,0.14,https://www.vgchartz.com/game/46587/yogi-bear-the-video-game/?region=All
11069,Asphalt: Urban GT 2,DS,2006,Nov,14,undefined,Ubisoft  ,Virtuos / Game Source  ,,,0.09,0.04,,0.01,0.14,https://www.vgchartz.com/game/121/asphalt-urban-gt-2/?region=All
11070,Dead or Alive 2,DC,2000,Feb,29,undefined,Tecmo  ,Team Ninja  ,9.0,,,,0.14,,0.14,https://www.vgchartz.com/game/477/dead-or-alive-2/?region=All
11071,X-Blades,X360,2009,Feb,10,undefined,SouthPeak Interactive  ,Gaijin Entertainment  ,6.0,,0.1,0.02,0.02,0.01,0.14,https://www.vgchartz.com/game/23986/x-blades/?region=All
11072,Buck Fever,Wii,2009,Nov,17,undefined,Destineer  ,Cokem International  ,,,0.13,,,0.01,0.14,https://www.vgchartz.com/game/39438/buck-fever/?region=All
11073,Cabela's African Safari,X360,2006,Nov,21,undefined,Activision  ,Activision Value  ,,,0.13,0.0,,0.01,0.14,https://www.vgchartz.com/game/4920/cabelas-african-safari/?region=All
11074,Wild ARMs XF,PSP,2008,Mar,11,undefined,Xseed Games  ,Media.Vision  ,,,0.07,,0.06,0.01,0.14,https://www.vgchartz.com/game/14756/wild-arms-xf/?region=All
11075,Savant - Ascent,PC,2013,Dec,04,undefined,D-Pad Studio  ,D-Pad Studios  ,,,,,,,,https://www.vgchartz.com/game/224509/savant-ascent/?region=All
11076,NCAA Basketball Final Four 97,PS,1997,Mar,31,undefined,Mindscape  ,High Voltage Software  ,,,0.08,0.05,,0.01,0.14,https://www.vgchartz.com/game/43172/ncaa-basketball-final-four-97/?region=All
11077,Hot Wheels: Beat That!,Wii,2007,Sep,30,undefined,Activision  ,Eutechnyx  ,,,0.13,0.0,,0.01,0.14,https://www.vgchartz.com/game/7526/hot-wheels-beat-that/?region=All
11078,Ecco the Dolphin: Defender of the Future,PS2,2002,Mar,03,undefined,Acclaim Entertainment  ,Appaloosa Interactive  ,7.8,,0.07,0.05,,0.02,0.14,https://www.vgchartz.com/game/623/ecco-the-dolphin-defender-of-the-future/?region=All
11079,Soul Gambler,PC,2014,Jul,10,undefined,Gamestorming  ,Ilex Games  ,,,,,,,,https://www.vgchartz.com/game/83610/soul-gambler/?region=All
11080,The Bombing Islands,PS,2001,Apr,26,undefined,Kemco  ,Kemco  ,,,0.08,0.05,,0.01,0.14,https://www.vgchartz.com/game/17507/the-bombing-islands/?region=All
11081,Battle Brothers,PC,2017,Mar,24,undefined,Overhype Studios  ,Overhype Studios  ,,,,,,,,https://www.vgchartz.com/game/224508/battle-brothers/?region=All
11082,Just Cause,X360,2006,Sep,27,undefined,Eidos Interactive  ,Avalanche Studios  ,7.3,,0.1,0.03,0.01,0.01,0.14,https://www.vgchartz.com/game/5233/just-cause/?region=All
11083,Winter Novel,PC,2016,Aug,10,undefined,DeXP  ,DeXP  ,,,,,,,,https://www.vgchartz.com/game/224507/winter-novel/?region=All
11084,Chikyuu Boueigun 2 Portable,PSP,2011,Apr,07,undefined,D3 Publisher  ,Sandlot  ,,,,,0.14,,0.14,https://www.vgchartz.com/game/50288/chikyuu-boueigun-2-portable/?region=All
11085,Let's Cheer,X360,2011,Nov,07,undefined,2K Play  ,Cat Daddy Games  ,,,0.12,0.0,,0.01,0.14,https://www.vgchartz.com/game/67867/lets-cheer/?region=All
11086,The Darkness II,PC,2012,Feb,07,undefined,2K Games  ,Digital Extremes  ,,,0.1,0.03,,0.01,0.14,https://www.vgchartz.com/game/50102/the-darkness-ii/?region=All
11087,Force of Nature,PC,2016,Dec,13,undefined,A.Y.std  ,A.Y.std  ,,,,,,,,https://www.vgchartz.com/game/224506/force-of-nature/?region=All
11088,Gyakuten Saiban 2,GBA,2002,Oct,18,undefined,Capcom  ,Capcom  ,,,,,0.14,0.0,0.14,https://www.vgchartz.com/game/27077/gyakuten-saiban-2/?region=All
11089,Godzilla: Save the Earth,XB,2004,Nov,16,undefined,Atari  ,"Pipeworks Software, Inc.  ",,,0.1,0.03,,0.0,0.14,https://www.vgchartz.com/game/873/godzilla-save-the-earth/?region=All
11090,LEGO The Lord of the Rings,DS,2012,Oct,30,undefined,Warner Bros. Interactive Entertainment  ,Unknown  ,,,,0.13,,0.01,0.14,https://www.vgchartz.com/game/71117/lego-the-lord-of-the-rings/?region=All
11091,Moshi Monsters: Katsuma Unleashed,DS,2013,Nov,05,undefined,Activision  ,"Black Lantern Studios, Inc.  ",,,,0.13,,0.01,0.14,https://www.vgchartz.com/game/76480/moshi-monsters-katsuma-unleashed/?region=All
11092,Micro Machines,PS2,2003,Mar,19,undefined,Infogrames  ,Atari  ,,,0.07,0.05,,0.02,0.14,https://www.vgchartz.com/game/1350/micro-machines/?region=All
11093,Joe Danger 2: The Movie,PC,2013,Jun,24,undefined,Hello Games  ,Hello Games  ,,,,,,,,https://www.vgchartz.com/game/224505/joe-danger-2-the-movie/?region=All
11094,Detective Barbie: The Mystery Cruise,PS,2000,Jan,01,undefined,Mattel Interactive  ,Runecraft  ,,,0.08,0.05,,0.01,0.14,https://www.vgchartz.com/game/17290/detective-barbie-the-mystery-cruise/?region=All
11095,Jim Henson's the Muppets: On With the Show!,GBA,2003,Mar,18,undefined,TDK Mediactive  ,Vicarious Visions  ,6.3,,0.1,0.04,,0.0,0.14,https://www.vgchartz.com/game/27530/jim-hensons-the-muppets-on-with-the-show/?region=All
11096,Desire,SAT,1997,Sep,11,undefined,Imadio  ,Imadio  ,,,,,0.14,,0.14,https://www.vgchartz.com/game/3083/desire/?region=All
11097,Sig.NULL,PC,2016,Sep,27,undefined,Dagestan Technology  ,SaintHeiser  ,,,,,,,,https://www.vgchartz.com/game/224504/signull/?region=All
11098,College Hoops 2K8,PS3,2007,Nov,19,undefined,2K Sports  ,Visual Concepts  ,,,0.13,,,0.01,0.14,https://www.vgchartz.com/game/12836/college-hoops-2k8/?region=All
11099,MySims Collection,Wii,2010,Nov,09,undefined,Electronic Arts  ,The Sims Studio  ,,,0.13,,,0.01,0.14,https://www.vgchartz.com/game/48414/mysims-collection/?region=All
11100,Mega Man X Legacy Collection 1+2,PS4,2018,Jul,24,undefined,Capcom Entertainment  ,Digital Eclipse Software  ,,,0.07,,0.05,0.02,0.14,https://www.vgchartz.com/game/221856/mega-man-x-legacy-collection-12/?region=All
11101,NUKED KNIGHT,PC,2016,Oct,19,undefined,Siberian Digital  ,Nuked Games  ,,,,,,,,https://www.vgchartz.com/game/224503/nuked-knight/?region=All
11102,Resident Evil: Revelations 2,XOne,2015,Mar,20,undefined,Capcom  ,Capcom  ,,,0.1,0.02,,0.01,0.14,https://www.vgchartz.com/game/84243/resident-evil-revelations-2/?region=All
11103,Frank Thomas Big Hurt Baseball,PS,1996,Jun,05,undefined,Acclaim Entertainment  ,Iguana Entertainment  ,,,0.08,0.05,,0.01,0.14,https://www.vgchartz.com/game/796/frank-thomas-big-hurt-baseball/?region=All
11104,Tim Burton's The Nightmare Before Christmas: The Pumpkin King,GBA,2005,Oct,10,undefined,Buena Vista  ,TOSE Software  ,,,0.1,0.04,,0.0,0.14,https://www.vgchartz.com/game/28612/tim-burtons-the-nightmare-before-christmas-the-pumpkin-king/?region=All
11105,Power Pro Kun Pocket 8,DS,2005,Dec,01,undefined,Konami  ,PawaPuro Production  ,,,,,0.14,,0.14,https://www.vgchartz.com/game/4099/power-pro-kun-pocket-8/?region=All
11106,Space Pilgrim Episode IV: Sol,PC,2016,Mar,04,undefined,GrabTheGames  ,Pilgrim Adventures  ,,,,,,,,https://www.vgchartz.com/game/224498/space-pilgrim-episode-iv-sol/?region=All
11107,Enclave,XB,2002,Jul,29,undefined,Conspiracy Entertainment  ,Starbreeze Studios  ,,,0.11,0.03,,0.01,0.14,https://www.vgchartz.com/game/645/enclave/?region=All
11108,Sid Meier's Pirates!,XB,2005,Jul,11,undefined,2K Games  ,Firaxis Games  ,,,0.11,0.03,,0.01,0.14,https://www.vgchartz.com/game/38285/sid-meiers-pirates/?region=All
11109,Dishonored: Death of the Outsider,XOne,2017,Sep,15,undefined,Bethesda Softworks  ,Arkane Studios  ,,,0.07,0.06,,0.01,0.14,https://www.vgchartz.com/game/182730/dishonored-death-of-the-outsider/?region=All
11110,The Crew: Wild Run,PS4,2015,Nov,17,undefined,Ubisoft  ,Ivory Tower  ,,,,0.12,,0.02,0.14,https://www.vgchartz.com/game/85982/the-crew-wild-run/?region=All
11111,Bottom of the 9th,PS,1996,Apr,04,undefined,Konami  ,Konami  ,8.0,,0.08,0.05,,0.01,0.14,https://www.vgchartz.com/game/17511/bottom-of-the-9th/?region=All
11112,Dino Crisis 3,XB,2003,Sep,16,undefined,Capcom  ,Capcom Production Studio 4  ,,,0.08,0.03,0.03,0.0,0.14,https://www.vgchartz.com/game/529/dino-crisis-3/?region=All
11113,The Orange Box,PC,2007,Oct,10,undefined,Electronic Arts  ,Valve Software  ,9.7,,,0.11,,0.02,0.14,https://www.vgchartz.com/game/7663/the-orange-box/?region=All
11114,NFL Blitz 20-03,GC,2002,Aug,12,undefined,Midway Games  ,Point of View  ,7.8,,0.11,0.03,,0.0,0.14,https://www.vgchartz.com/game/5505/nfl-blitz-20-03/?region=All
11115,Star Wars: Knights of the Old Republic,PC,2003,Nov,18,undefined,LucasArts  ,BioWare Corp.  ,,,0.01,0.11,,0.02,0.14,https://www.vgchartz.com/game/7462/star-wars-knights-of-the-old-republic/?region=All
11116,The King of Fighters '94 (CD),NG,1994,Jan,01,undefined,SNK  ,SNK Corporation  ,,,,,0.14,0.0,0.14,https://www.vgchartz.com/game/4548/the-king-of-fighters-94-cd/?region=All
11117,The Silent Age,PC,2015,May,29,undefined,Meridian4  ,House On Fire  ,,,,,,,,https://www.vgchartz.com/game/224741/the-silent-age/?region=All
11118,Eragon,X360,2006,Nov,14,undefined,Sierra Entertainment  ,Stormfront Studios  ,4.2,,0.12,0.01,,0.01,0.14,https://www.vgchartz.com/game/5047/eragon/?region=All
11119,Fahrenheit: Indigo Prophecy Remastered,PC,2015,Jan,29,undefined,Aspyr  ,Aspyr  ,,,,,,,,https://www.vgchartz.com/game/224740/fahrenheit-indigo-prophecy-remastered/?region=All
11120,Barbie Explorer,PS,2001,Sep,04,undefined,Unknown  ,Runecraft  ,,,0.08,0.05,,0.01,0.14,https://www.vgchartz.com/game/17291/barbie-explorer/?region=All
11121,Disney's Chicken Little,XB,2005,Oct,18,undefined,Buena Vista  ,Avalanche Software  ,7.0,,0.1,0.03,,0.0,0.14,https://www.vgchartz.com/game/4959/disneys-chicken-little/?region=All
11122,Secret Agent Clank,PSP,2008,Jun,17,undefined,Sony Computer Entertainment  ,High Impact Games  ,7.0,,0.04,0.04,0.04,0.02,0.14,https://www.vgchartz.com/game/29412/secret-agent-clank/?region=All
11123,Serious Sam: Double D XXL,PC,2011,Aug,30,undefined,Devolver Digital  ,Mommy's Best Games  ,,,,,,,,https://www.vgchartz.com/game/50545/serious-sam-double-d-xxl/?region=All
11124,Squeezone,PC,2016,Sep,16,undefined,Dagestan Technology  ,Versus System  ,,,,,,,,https://www.vgchartz.com/game/224496/squeezone/?region=All
11125,Agile Warrior F-111X,PS,1995,Nov,21,undefined,Virgin Interactive  ,Black Ops Entertainment  ,,,0.08,0.05,,0.01,0.14,https://www.vgchartz.com/game/17099/agile-warrior-f-111x/?region=All
11126,Dynasty Warriors 7: Empires,PS3,2012,Nov,08,undefined,Tecmo Koei  ,Omega Force  ,,,,0.0,0.14,0.0,0.14,https://www.vgchartz.com/game/71138/dynasty-warriors-7-empires/?region=All
11127,Scene It? Bright Lights! Big Screen!,Wii,2009,Nov,17,undefined,Warner Bros. Interactive  ,Screenlife Games  ,,,0.13,0.0,,0.01,0.14,https://www.vgchartz.com/game/38500/scene-it-bright-lights-big-screen/?region=All
11128,Jikkyou Powerful Pro Yakyuu Wii,Wii,2007,Jul,19,undefined,Konami  ,PawaPuro Production  ,,,,,0.14,,0.14,https://www.vgchartz.com/game/7061/jikkyou-powerful-pro-yakyuu-wii/?region=All
11129,BIT.TRIP SAGA,3DS,2011,Sep,13,undefined,Aksys Games  ,Gaijin Games Inc.  ,7.5,,0.09,0.04,,0.01,0.14,https://www.vgchartz.com/game/51008/bittrip-saga/?region=All
11130,How to Train Your Dragon,X360,2010,Mar,23,undefined,Activision  ,Etranges Libellules  ,4.6,,0.11,0.02,,0.01,0.14,https://www.vgchartz.com/game/42988/how-to-train-your-dragon/?region=All
11131,Spider-Man: Edge of Time,DS,2011,Oct,04,undefined,Activision  ,Beenox  ,,,0.12,0.01,,0.01,0.14,https://www.vgchartz.com/game/50833/spider-man-edge-of-time/?region=All
11132,DarkEnd,PC,2014,Oct,17,undefined,Kiss  ,Kodots Games  ,,,,,,,,https://www.vgchartz.com/game/224495/darkend/?region=All
11133,Ultimate Marvel vs. Capcom 3,XOne,2017,Mar,07,undefined,Capcom  ,Capcom  ,,,0.12,,,0.01,0.14,https://www.vgchartz.com/game/150130/ultimate-marvel-vs-capcom-3/?region=All
11134,Super Puzzle Fighter II Turbo,PS,1996,Nov,30,undefined,Capcom  ,Capcom  ,,,0.08,0.05,,0.01,0.14,https://www.vgchartz.com/game/24037/super-puzzle-fighter-ii-turbo/?region=All
11135,Star Wars: Jedi Power Battles,GBA,2002,Nov,21,undefined,THQ  ,HotGen Studios  ,,,0.1,0.04,,0.0,0.14,https://www.vgchartz.com/game/15104/star-wars-jedi-power-battles/?region=All
