Rank,Name,Platform,Year,Month,Date,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,URL
9017,Bugs Bunny & Taz: Time Busters,PS,2000,Nov,24,undefined,Infogrames  ,Artificial Mind and Movement  ,8.0,,0.11,0.08,,0.01,0.21,https://www.vgchartz.com/game/33178/bugs-bunny-amp-taz-time-busters/?region=All
9018,Dragon Ball Z: Sagas,GC,2005,Mar,22,undefined,Atari  ,Avalanche Software  ,5.7,,0.16,0.04,,0.01,0.21,https://www.vgchartz.com/game/5032/dragon-ball-z-sagas/?region=All
9019,Jikkyou Powerful Pro Yakyuu 2012,PS3,2012,Jul,19,undefined,Konami Digital Entertainment  ,Konami  ,,,,,0.21,,0.21,https://www.vgchartz.com/game/70851/jikkyou-powerful-pro-yakyuu-2012/?region=All
9020,Wedding Dash,DS,2009,Nov,09,undefined,Zoo Games  ,PlayFirst  ,,,0.19,,,0.01,0.21,https://www.vgchartz.com/game/33803/wedding-dash/?region=All
9021,X2: Wolverine's Revenge,XB,2003,Apr,15,undefined,Activision  ,GenePool  ,5.8,,0.15,0.04,,0.01,0.21,https://www.vgchartz.com/game/2766/x2-wolverines-revenge/?region=All
9022,Power Rangers: Wild Force,GBA,2002,Aug,19,undefined,THQ  ,Natsume  ,,,0.15,0.05,,0.0,0.21,https://www.vgchartz.com/game/18679/power-rangers-wild-force/?region=All
9023,Dragon Quest Monsters: Joker 3 - Professional,3DS,2017,Feb,09,undefined,Square Enix  ,Square Enix  ,,,,,0.2,,0.2,https://www.vgchartz.com/game/157305/dragon-quest-monsters-joker-3-professional/?region=All
9024,Mary-Kate and Ashley: Girls Night Out,GBA,2002,Mar,19,undefined,Acclaim Entertainment  ,Powerhead Games  ,,,0.15,0.05,,0.0,0.2,https://www.vgchartz.com/game/27458/mary-kate-and-ashley-girls-night-out/?region=All
9025,The King of Fighters '95,NG,1995,Sep,01,undefined,SNK  ,SNK Corporation  ,,,,,0.2,,0.2,https://www.vgchartz.com/game/4549/the-king-of-fighters-95/?region=All
9026,Castlevania: Lords of Shadow 2,PS3,2014,Feb,25,undefined,Konami Digital Entertainment  ,Mercury Steam  ,,,0.03,0.13,0.02,0.03,0.2,https://www.vgchartz.com/game/71331/castlevania-lords-of-shadow-2/?region=All
9027,LEGO Harry Potter: Years 5-7,PSV,2012,Mar,06,undefined,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,,,0.07,0.09,,0.04,0.2,https://www.vgchartz.com/game/51794/lego-harry-potter-years-5-7/?region=All
9028,Kingdom Hearts: The Story So Far,PS4,2018,Oct,30,undefined,Square Enix  ,Square Enix  ,,,0.17,,,0.04,0.2,https://www.vgchartz.com/game/222928/kingdom-hearts-the-story-so-far/?region=All
9029,Beyblade G-Revolution,GBA,2004,Nov,18,undefined,Atari  ,Full Fat  ,2.4,,0.15,0.05,,0.0,0.2,https://www.vgchartz.com/game/14931/beyblade-g-revolution/?region=All
9030,Data Hacker: Corruption,PC,N/A,N/A,N/A,undefined,Unknown  ,New Reality Games  ,,,,,,,,https://www.vgchartz.com/game/223730/data-hacker-corruption/?region=All
9031,Jillian Michaels' Fitness Adventure,X360,2011,Nov,08,undefined,Majesco  ,n-Space  ,,,0.17,0.02,,0.02,0.2,https://www.vgchartz.com/game/63766/jillian-michaels-fitness-adventure/?region=All
9032,Oddworld: Abe's Oddysee New N' Tasty!,PC,2015,Feb,25,undefined,Oddworld Inhabitants  ,Just Add Water  ,,,,,,,,https://www.vgchartz.com/game/71006/oddworld-abes-oddysee-new-n-tasty/?region=All
9033,Disney Art Academy,3DS,2016,May,13,undefined,Nintendo  ,Headstrong Games  ,,,0.04,0.06,0.1,0.01,0.2,https://www.vgchartz.com/game/94686/disney-art-academy/?region=All
9034,Trade & Battle: Card Hero,GB,2000,Feb,21,undefined,Nintendo  ,Intelligent Systems  ,,,,,0.2,0.0,0.2,https://www.vgchartz.com/game/4624/trade-amp-battle-card-hero/?region=All
9035,EVE Online,PC,2003,May,06,undefined,Simon & Schuster Interactive  ,CCP  ,,,,0.19,,0.01,0.2,https://www.vgchartz.com/game/27062/eve-online/?region=All
9036,World Championship Cards,PSP,2008,May,27,undefined,Crave Entertainment  ,Crave Entertainment  ,3.9,,0.19,,,0.02,0.2,https://www.vgchartz.com/game/14527/world-championship-cards/?region=All
9037,Code of Princess,3DS,2012,Oct,09,undefined,Atlus  ,Studio Saizensen  ,7.2,,0.16,,0.03,0.02,0.2,https://www.vgchartz.com/game/70710/code-of-princess/?region=All
9038,Capcom Fighting Evolution,PS2,2004,Nov,16,undefined,Capcom  ,Capcom Production Studio 2  ,,,0.1,0.08,,0.03,0.2,https://www.vgchartz.com/game/4939/capcom-fighting-evolution/?region=All
9039,Mobile Suit Gundam: Crossfire,PS3,2006,Nov,13,undefined,Namco Bandai  ,Namco Bandai Games America  ,,,0.06,0.0,0.14,0.01,0.2,https://www.vgchartz.com/game/1392/mobile-suit-gundam-crossfire/?region=All
9040,Godzilla (2015),PS4,2015,Jul,14,undefined,Namco Bandai Games  ,Natsume  ,,,0.11,0.03,0.03,0.03,0.2,https://www.vgchartz.com/game/85485/godzilla-2015/?region=All
9041,SD Gundam GNext,SNES,1995,Dec,22,undefined,Bandai  ,Bandai  ,,,,,0.2,,0.2,https://www.vgchartz.com/game/4255/sd-gundam-gnext/?region=All
9042,Backyard NFL Football 2006,PS2,2005,Oct,04,undefined,Atari  ,Humongous Entertainment  ,,,0.1,0.08,,0.03,0.2,https://www.vgchartz.com/game/147/backyard-nfl-football-2006/?region=All
9043,Thrillville,PSP,2006,Nov,21,undefined,LucasArts  ,Frontier Developments  ,7.4,,0.18,0.0,,0.02,0.2,https://www.vgchartz.com/game/5861/thrillville/?region=All
9044,NASCAR Heat 2002,XB,2001,Nov,14,undefined,Infogrames  ,Monster Games Inc.  ,,,0.15,0.04,,0.01,0.2,https://www.vgchartz.com/game/1493/nascar-heat-2002/?region=All
9045,Sloane to MacHale no Nazo no Monogatari,DS,2009,May,21,undefined,Level 5  ,Level 5  ,,,,,0.2,,0.2,https://www.vgchartz.com/game/34538/sloane-to-machale-no-nazo-no-monogatari/?region=All
9046,Skyborn,PC,N/A,N/A,N/A,undefined,Unknown  ,Dancing Dragon Games  ,,,,,,,,https://www.vgchartz.com/game/223732/skyborn/?region=All
9047,Sengoku Basara 2 Heroes,PS2,2007,Nov,29,undefined,Capcom  ,Capcom  ,,,,,0.2,,0.2,https://www.vgchartz.com/game/12991/sengoku-basara-2-heroes/?region=All
9048,Buzz! The Schools Quiz,PS2,2008,Jan,11,undefined,Sony Computer Entertainment  ,Relentless Software  ,,,,0.02,,0.19,0.2,https://www.vgchartz.com/game/44411/buzz-the-schools-quiz/?region=All
9049,Suikoden Tactics,PS2,2005,Nov,08,undefined,Konami  ,Konami  ,,,0.06,0.05,0.07,0.02,0.2,https://www.vgchartz.com/game/4169/suikoden-tactics/?region=All
9050,NCAA March Madness 06,XB,2005,Oct,11,undefined,EA Sports  ,EA Canada  ,,,0.15,0.04,,0.01,0.2,https://www.vgchartz.com/game/1563/ncaa-march-madness-06/?region=All
9051,Pillars of Eternity II: Deadfire,PC,2018,Dec,31,undefined,Versus Evil  ,Obsidian Entertainment  ,,,,0.0,,,0.0,https://www.vgchartz.com/game/220648/pillars-of-eternity-ii-deadfire/?region=All
9052,Phantasy Star Online,DC,2001,Jan,29,undefined,Sega  ,Sonic Team  ,8.9,,,,0.2,,0.2,https://www.vgchartz.com/game/1727/phantasy-star-online/?region=All
9053,Secret Of Magia,PC,N/A,N/A,N/A,undefined,Unknown  ,EQ-Games  ,,,,,,,,https://www.vgchartz.com/game/223733/secret-of-magia/?region=All
9054,Crazy Taxi 3: High Roller,XB,2002,Jul,24,undefined,Sega  ,Hitmaker  ,,,0.14,0.04,0.02,0.01,0.2,https://www.vgchartz.com/game/3024/crazy-taxi-3-high-roller/?region=All
9055,Midnight Club 3: DUB Edition Remix,XB,2006,Mar,13,undefined,Rockstar Games  ,Rockstar San Diego  ,,,0.15,0.04,,0.01,0.2,https://www.vgchartz.com/game/1352/midnight-club-3-dub-edition-remix/?region=All
9056,International Superstar Soccer 2000,PS2,2000,Aug,03,undefined,Konami  ,Konami Computer Entertainment Osaka  ,,,,,0.2,,0.2,https://www.vgchartz.com/game/4716/international-superstar-soccer-2000/?region=All
9057,FEMINAZI: The Triggering,PC,N/A,N/A,N/A,undefined,Unknown  ,hyperboreanGames  ,,,,,,,,https://www.vgchartz.com/game/223734/feminazi-the-triggering/?region=All
9058,CandyLand / Chutes & Ladders / Memory,GBA,2005,Nov,07,undefined,DSI Games  ,Black Lantern Studios  ,,,0.15,0.05,,0.0,0.2,https://www.vgchartz.com/game/26373/candyland-chutes-amp-ladders-memory/?region=All
9059,Kung Fu Rider,PS3,2010,Sep,17,undefined,Sony Computer Entertainment  ,SCE Japan Studio  ,4.3,,0.06,0.1,0.01,0.04,0.2,https://www.vgchartz.com/game/45772/kung-fu-rider/?region=All
9060,The Amazing Spider-Man (2012),DS,2012,Jun,26,undefined,Activision  ,Other Ocean Interactive  ,,,0.15,0.03,,0.02,0.2,https://www.vgchartz.com/game/65640/the-amazing-spider-man-2012/?region=All
9061,The Bible Game,PS2,2005,Oct,23,undefined,Crave Entertainment  ,Crave Entertainment  ,,,0.1,0.08,,0.03,0.2,https://www.vgchartz.com/game/5823/the-bible-game/?region=All
9062,Major League Baseball 2K11,PS3,2011,Mar,08,undefined,2K Sports  ,Visual Concepts  ,,,0.15,0.03,,0.02,0.2,https://www.vgchartz.com/game/48931/major-league-baseball-2k11/?region=All
9063,Drift King Shutokou Battle '94,SNES,1994,May,27,undefined,BPS  ,Genki  ,,,,,0.2,,0.2,https://www.vgchartz.com/game/4608/drift-king-shutokou-battle-94/?region=All
9064,Shining Blade,PSP,2012,Mar,15,undefined,Sega  ,Media.Vision  ,,,,,0.2,,0.2,https://www.vgchartz.com/game/65595/shining-blade/?region=All
9065,Volgarr the Viking,PC,2013,Sep,13,undefined,Adult Swim  ,Unknown  ,,,,,,,,https://www.vgchartz.com/game/75785/volgarr-the-viking/?region=All
9066,Need for Speed Carbon: Own the City,DS,2006,Oct,31,undefined,Electronic Arts  ,EA Black Box  ,,,0.17,0.01,,0.02,0.2,https://www.vgchartz.com/game/5482/need-for-speed-carbon-own-the-city/?region=All
9067,Hard West,PC,N/A,N/A,N/A,undefined,Unknown  ,CreativeForge Games  ,6.4,,,,,,,https://www.vgchartz.com/game/220485/hard-west/?region=All
9068,Job Simulator,PC,2016,Apr,05,undefined,Owlchemy Labs  ,Owlchemy Labs  ,,,,,,,,https://www.vgchartz.com/game/169960/job-simulator/?region=All
9069,The Ultimate Red Ball Challenge,Wii,2009,Nov,06,undefined,Mindscape  ,Mindscape Inc.  ,,,,0.19,,0.01,0.2,https://www.vgchartz.com/game/50851/the-ultimate-red-ball-challenge/?region=All
9070,PBR: Out of the Chute,PS2,2008,Oct,28,undefined,Crave Entertainment  ,D2C Games  ,,,0.1,0.08,,0.03,0.2,https://www.vgchartz.com/game/28569/pbr-out-of-the-chute/?region=All
9071,The King of Fighters Collection: The Orochi Saga,PS2,2008,Oct,28,undefined,SNK Playmore  ,SNK Playmore Corporation  ,,,0.1,0.08,,0.03,0.2,https://www.vgchartz.com/game/26077/the-king-of-fighters-collection-the-orochi-saga/?region=All
9072,Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban: 2003 Memorial,PS2,2003,Dec,18,undefined,Konami  ,Diamond Head  ,,,,,0.2,,0.2,https://www.vgchartz.com/game/4053/jikkyou-powerful-pro-yakyuu-10-chou-ketteiban-2003-memorial/?region=All
9073,Port Royale 3,PC,2012,Oct,02,undefined,Kalypso Media  ,Gaming Minds Studios  ,,,0.01,0.0,,0.0,0.01,https://www.vgchartz.com/game/70132/port-royale-3/?region=All
9074,Tiny Bridge: Ratventure,PC,N/A,N/A,N/A,undefined,Unknown  ,Estelion  ,,,,,,,,https://www.vgchartz.com/game/223735/tiny-bridge-ratventure/?region=All
9075,STARUSHKO LUB,PC,N/A,N/A,N/A,undefined,Unknown  ,Unknown  ,,,,,,,,https://www.vgchartz.com/game/223736/starushko-lub/?region=All
9076,We Sing Robbie Williams,Wii,2010,Nov,12,undefined,Nordic Games  ,Le Cortex  ,,,,0.18,,0.02,0.2,https://www.vgchartz.com/game/46294/we-sing-robbie-williams/?region=All
9077,Enchanted Arms,PS3,2007,Apr,03,undefined,Ubisoft  ,From Software  ,5.9,,0.17,0.01,,0.02,0.2,https://www.vgchartz.com/game/6072/enchanted-arms/?region=All
9078,Major League Baseball 2K12,PS3,2012,Mar,06,undefined,Take-Two Interactive  ,"Visual Concepts, Ltd.  ",,,0.18,,,0.02,0.2,https://www.vgchartz.com/game/70393/major-league-baseball-2k12/?region=All
9079,Saturday Night Speedway,PS2,2004,Mar,11,undefined,Atari  ,Ratbag  ,,,0.1,0.08,,0.03,0.2,https://www.vgchartz.com/game/43797/saturday-night-speedway/?region=All
9080,CSI: Deadly Intent,X360,2009,Oct,27,undefined,Ubisoft  ,Telltale Games  ,,,0.1,0.08,,0.02,0.2,https://www.vgchartz.com/game/38300/csi-deadly-intent/?region=All
9081,Bratz: Rock Angelz,GC,2005,Oct,05,undefined,THQ  ,Blitz Games  ,,,0.16,0.04,,0.01,0.2,https://www.vgchartz.com/game/252/bratz-rock-angelz/?region=All
9082,Langrisser III,SAT,1996,Oct,18,undefined,NCS  ,NCS  ,,,,,0.2,,0.2,https://www.vgchartz.com/game/3636/langrisser-iii/?region=All
9083,MLB SlugFest 20-03,XB,2002,Aug,26,undefined,Midway Games  ,Gratuitous Games  ,,,0.15,0.04,,0.01,0.2,https://www.vgchartz.com/game/1384/mlb-slugfest-20-03/?region=All
9084,Samurai Spirits (CD),NG,1994,Sep,09,undefined,SNK  ,SNK Corporation  ,,,,,0.2,0.0,0.2,https://www.vgchartz.com/game/4233/samurai-spirits-cd/?region=All
9085,Earth Defense Force 4.1: The Shadow of New Despair,PC,2016,Jul,18,undefined,D3Publisher  ,Sandlot  ,,,,,,,,https://www.vgchartz.com/game/122999/earth-defense-force-41-the-shadow-of-new-despair/?region=All
9086,Eagle Flight,PS4,2016,Nov,08,undefined,Ubisoft  ,Ubisoft  ,,,0.09,0.08,,0.03,0.2,https://www.vgchartz.com/game/141903/eagle-flight/?region=All
9087,Dwarfs!?,PC,2011,May,04,undefined,Tripwire Interactive  ,Power of 2  ,,,,,,,,https://www.vgchartz.com/game/51137/dwarfs/?region=All
9088,Pitfall: The Lost Expedition,PS2,2004,Feb,18,undefined,Activision  ,Edge of Reality  ,,,0.1,0.08,,0.03,0.2,https://www.vgchartz.com/game/5584/pitfall-the-lost-expedition/?region=All
9089,Deal or No Deal: The Banker is Back!,DS,2008,Nov,14,undefined,Mindscape  ,Mindscape  ,,,,0.2,,0.0,0.2,https://www.vgchartz.com/game/29006/deal-or-no-deal-the-banker-is-back/?region=All
9090,From TV Animation One Piece: Grand Battle! 3,GC,2003,Dec,11,undefined,Bandai  ,Ganbarion  ,,,,,0.2,0.01,0.2,https://www.vgchartz.com/game/3357/from-tv-animation-one-piece-grand-battle-3/?region=All
9091,Rocket Power: Zero Gravity Zone,GBA,2003,Sep,04,undefined,THQ  ,Altron  ,,,0.14,0.05,,0.0,0.2,https://www.vgchartz.com/game/19437/rocket-power-zero-gravity-zone/?region=All
9092,Le Mans 24 Hours,PS2,2001,Aug,13,undefined,Infogrames  ,Melbourne House Pty Ltd.  ,,,0.09,0.07,0.02,0.02,0.2,https://www.vgchartz.com/game/3645/le-mans-24-hours/?region=All
9093,ESPN MLB Baseball,PS2,2004,May,04,undefined,Sega  ,Blue Shift  ,,,0.1,0.08,,0.03,0.2,https://www.vgchartz.com/game/5050/espn-mlb-baseball/?region=All
9094,Shrek: Forever After,PS3,2010,May,18,undefined,Activision  ,XPEC Entertainment Inc.  ,,,0.16,0.02,,0.03,0.2,https://www.vgchartz.com/game/43751/shrek-forever-after/?region=All
9095,Divekick,PC,2013,Aug,20,undefined,Namco Networks America Inc.  ,Unknown  ,,,,,,,,https://www.vgchartz.com/game/75578/divekick/?region=All
9096,All Star Pro-Wrestling,PS2,2000,Jun,08,undefined,Square  ,SquareSoft  ,,,,,0.2,,0.2,https://www.vgchartz.com/game/2833/all-star-pro-wrestling/?region=All
9097,Dragon Ball Z: Harukanaru Densetsu,DS,2007,Jun,05,undefined,Atari  ,Bec  ,,,0.19,,,0.02,0.2,https://www.vgchartz.com/game/6552/dragon-ball-z-harukanaru-densetsu/?region=All
9098,Dark Messiah of Might and Magic Elements,X360,2008,Feb,12,undefined,Ubisoft  ,Arkane Studios / Floodgate Entertainment / Kuju Entertainment  ,5.0,,0.16,0.02,0.01,0.02,0.2,https://www.vgchartz.com/game/16519/dark-messiah-of-might-and-magic-elements/?region=All
9099,Wizards of Waverly Place: Spellbound,DS,2010,Nov,16,undefined,Disney Interactive Studios  ,Sarbakan Inc.  ,,,0.16,0.03,,0.01,0.2,https://www.vgchartz.com/game/47166/wizards-of-waverly-place-spellbound/?region=All
9100,Shaun White Skateboarding,PS3,2010,Oct,24,undefined,Ubisoft  ,Ubisoft Montreal  ,6.6,,0.12,0.05,,0.03,0.2,https://www.vgchartz.com/game/43846/shaun-white-skateboarding/?region=All
9101,WRC: FIA World Rally Championship,PS3,N/A,N/A,N/A,undefined,Unknown  ,Milestone S.r.l  ,,,0.0,0.14,0.01,0.04,0.2,https://www.vgchartz.com/game/46121/wrc-fia-world-rally-championship/?region=All
9102,Harvest Moon: More Friends of Mineral Town,GBA,2005,Jul,26,undefined,Natsume  ,TOSE Software  ,8.0,,0.14,0.05,,0.0,0.2,https://www.vgchartz.com/game/22279/harvest-moon-more-friends-of-mineral-town/?region=All
9103,Infinite Space,DS,2010,Mar,16,undefined,Sega  ,PlatinumGames / Nude Maker  ,7.2,,0.06,0.05,0.07,0.01,0.2,https://www.vgchartz.com/game/35541/infinite-space/?region=All
9104,The Fairly Odd Parents: Shadow Showdown,GC,2004,Sep,08,undefined,THQ  ,Blitz Games  ,,,0.16,0.04,,0.01,0.2,https://www.vgchartz.com/game/706/the-fairly-odd-parents-shadow-showdown/?region=All
9105,Planet 51,Wii,2009,Nov,17,undefined,Sega  ,Pyro Studios  ,,,0.17,0.02,,0.02,0.2,https://www.vgchartz.com/game/32207/planet-51/?region=All
9106,DanceMasters,X360,2010,Nov,04,undefined,Konami  ,GCP1  ,6.2,,0.15,0.02,0.02,0.01,0.2,https://www.vgchartz.com/game/45632/dancemasters/?region=All
9107,Mobile Suit Gundam Side Story II: Aoi o Uketsugu Mono,SAT,1996,Dec,06,undefined,Bandai  ,Bec  ,,,,,0.2,,0.2,https://www.vgchartz.com/game/3802/mobile-suit-gundam-side-story-ii-aoi-o-uketsugu-mono/?region=All
9108,Black Panther 2: Yakuza Ashura Chapter,PSP,2012,Mar,22,undefined,Sega  ,Sega  ,,,,,0.2,,0.2,https://www.vgchartz.com/game/70597/black-panther-2-yakuza-ashura-chapter/?region=All
9109,Just Dance: Greatest Hits,Wii,2012,Jul,26,undefined,Ubisoft  ,Ubisoft Paris  ,,,0.14,0.04,,0.02,0.2,https://www.vgchartz.com/game/70628/just-dance-greatest-hits/?region=All
9110,DarkStar One: Broken Alliance,X360,2010,Jul,20,undefined,Kalypso  ,Gaming Minds Studios  ,6.4,,0.11,0.07,,0.02,0.2,https://www.vgchartz.com/game/44898/darkstar-one-broken-alliance/?region=All
9111,NBA 2K2,XB,2002,Feb,27,undefined,Sega  ,Visual Concepts  ,,,0.15,0.04,,0.01,0.2,https://www.vgchartz.com/game/1505/nba-2k2/?region=All
9112,X2: Wolverine's Revenge,GBA,2003,Apr,15,undefined,Activision  ,Vicarious Visions  ,7.7,,0.14,0.05,,0.0,0.2,https://www.vgchartz.com/game/25576/x2-wolverines-revenge/?region=All
9113,Teenage Mutant Ninja Turtles: Danger of the Ooze,X360,2014,Oct,28,undefined,Activision  ,WayForward Technologies  ,,,0.11,0.07,,0.02,0.2,https://www.vgchartz.com/game/84537/teenage-mutant-ninja-turtles-danger-of-the-ooze/?region=All
9114,7th Dragon 2020,PSP,2011,Nov,23,undefined,Sega  ,imageepoch Inc.  ,,,,,0.2,,0.2,https://www.vgchartz.com/game/51191/7th-dragon-2020/?region=All
9115,Cars,XB,2006,Jun,06,undefined,THQ  ,Rainbow Studios  ,,,0.15,0.04,,0.01,0.2,https://www.vgchartz.com/game/4948/cars/?region=All
9116,Dragon Ball: Revenge of King Piccolo,Wii,2009,Oct,20,undefined,Namco Bandai  ,Bandai Namco Games  ,6.1,8.0,0.12,0.03,0.03,0.02,0.2,https://www.vgchartz.com/game/34776/dragon-ball-revenge-of-king-piccolo/?region=All
9117,Taiko no Tatsujin: Waku Waku Anime Matsuri,PS2,2003,Dec,18,undefined,Namco  ,Namco  ,,,,,0.2,,0.2,https://www.vgchartz.com/game/4496/taiko-no-tatsujin-waku-waku-anime-matsuri/?region=All
9118,Spy Hunter,GC,2002,Mar,11,undefined,Midway Games  ,Point of View  ,7.9,,0.16,0.04,,0.01,0.2,https://www.vgchartz.com/game/5745/spy-hunter/?region=All
9119,Dead to Rights II,PS2,2005,Apr,12,undefined,Namco  ,WideScreen Games  ,,,0.1,0.08,,0.03,0.2,https://www.vgchartz.com/game/5006/dead-to-rights-ii/?region=All
9120,Super Dodge Ball Advance,GBA,2001,Jun,10,undefined,Atlus  ,Atlus Co.  ,,,0.14,0.05,,0.0,0.2,https://www.vgchartz.com/game/28453/super-dodge-ball-advance/?region=All
9121,Ogre Battle Saga Episode Five: The March of the Black Queen,PS,1997,Jul,31,undefined,Atlus  ,Quest Corporation  ,7.6,,0.06,0.04,0.09,0.01,0.2,https://www.vgchartz.com/game/1667/ogre-battle-saga-episode-five-the-march-of-the-black-queen/?region=All
9122,Apache: Air Assault,PS3,2010,Nov,16,undefined,Activision  ,Gaijin Entertainment  ,,,0.11,0.06,,0.02,0.2,https://www.vgchartz.com/game/46156/apache-air-assault/?region=All
9123,"Ni Hao, Kai-lan: New Year's Celebration",DS,2009,Nov,03,undefined,2K Play  ,Black Lantern Studios  ,,,0.19,0.0,,0.01,0.2,https://www.vgchartz.com/game/40416/ni-hao-kai-lan-new-years-celebration/?region=All
9124,MLB 12: The Show,PSV,2012,Mar,06,undefined,Sony Computer Entertainment America  ,SCE San Diego Studio  ,,,0.17,,,0.03,0.2,https://www.vgchartz.com/game/70354/mlb-12-the-show/?region=All
9125,Body and Brain Connection,X360,2011,Feb,08,undefined,Namco Bandai  ,Namco Bandai Games  ,6.0,,0.1,0.08,,0.02,0.2,https://www.vgchartz.com/game/47434/body-and-brain-connection/?region=All
9126,HardCube,PC,N/A,N/A,N/A,undefined,Unknown  ,LEVER Software  ,,,,,,,,https://www.vgchartz.com/game/223737/hardcube/?region=All
9127,MDK,PS,1998,Nov,30,undefined,Playmates  ,Shiny Entertainment  ,,,0.11,0.08,,0.01,0.2,https://www.vgchartz.com/game/16132/mdk/?region=All
9128,Russian Horror Story,PC,N/A,N/A,N/A,undefined,Unknown  ,Footmade  ,,,,,,,,https://www.vgchartz.com/game/223738/russian-horror-story/?region=All
9129,Monster Jam,X360,2007,Nov,13,undefined,Activision  ,Torus Games  ,,,0.18,0.0,,0.02,0.2,https://www.vgchartz.com/game/12751/monster-jam/?region=All
9130,Rock Band Track Pack: Classic Rock,PS2,2009,May,19,undefined,MTV Games  ,Harmonix Music Systems  ,,,0.1,0.08,,0.03,0.2,https://www.vgchartz.com/game/34863/rock-band-track-pack-classic-rock/?region=All
9131,Ty the Tasmanian Tiger 2: Bush Rescue,GC,2004,Oct,12,undefined,Electronic Arts  ,Krome Studios  ,7.4,,0.15,0.04,,0.01,0.2,https://www.vgchartz.com/game/2554/ty-the-tasmanian-tiger-2-bush-rescue/?region=All
9132,Sniper: Ghost Warrior 2,X360,2013,Mar,12,undefined,City Interactive  ,City Interactive  ,,,0.06,0.12,0.0,0.01,0.2,https://www.vgchartz.com/game/70358/sniper-ghost-warrior-2/?region=All
