Rank,Name,Platform,Year,Month,Date,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,URL
16016,Art of Fighting Anthology,PS2,2007,May,17,undefined,SNK Playmore  ,SNK Playmore Corporation  ,,,0.02,0.02,,0.01,0.04,https://www.vgchartz.com/game/6047/art-of-fighting-anthology/?region=All
16017,Looney Tunes: Cartoon Conductor,DS,2008,Jun,10,undefined,Eidos Interactive  ,Amaze Entertainment  ,,,0.04,0.0,,0.0,0.04,https://www.vgchartz.com/game/23790/looney-tunes-cartoon-conductor/?region=All
16018,Phoenix Wright: Revived Turnabout,DS,2008,Apr,17,undefined,Capcom  ,Capcom  ,,,,,0.04,,0.04,https://www.vgchartz.com/game/19931/phoenix-wright-revived-turnabout/?region=All
16019,Rapala Trophies,PSP,2006,Sep,01,undefined,Activision  ,Sand Grain Studios  ,,,0.04,,,0.0,0.04,https://www.vgchartz.com/game/1841/rapala-trophies/?region=All
16020,Mana Khemia: Alchemists of Al-Revis (JP sales),PS2,2008,Apr,01,undefined,NIS America  ,Gust  ,6.6,,,,0.04,,0.04,https://www.vgchartz.com/game/6779/mana-khemia-alchemists-of-al-revis-jp-sales/?region=All
16021,The Hustle: Detroit Streets,PS2,2006,Apr,26,undefined,Activision  ,Blade Interactive  ,,,0.02,0.02,,0.01,0.04,https://www.vgchartz.com/game/5832/the-hustle-detroit-streets/?region=All
16022,Tomoyo After: It's a Wonderful Life CS Edition,PSP,2009,Feb,19,undefined,Prototype  ,Key  ,,,,,0.04,,0.04,https://www.vgchartz.com/game/28501/tomoyo-after-its-a-wonderful-life-cs-edition/?region=All
16023,Virtua Fighter CG Portrait Series Vol.6: Lau Chan,SAT,1995,Dec,08,undefined,Sega  ,Sega-AM2  ,,,,,0.04,,0.04,https://www.vgchartz.com/game/4664/virtua-fighter-cg-portrait-series-vol6-lau-chan/?region=All
16024,Guilty Gear XX Accent Core,PS2,2007,Sep,11,undefined,Aksys Games  ,Arc System Works  ,,,,,0.04,,0.04,https://www.vgchartz.com/game/6156/guilty-gear-xx-accent-core/?region=All
16025,Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS,DS,2005,Nov,24,undefined,Success  ,Success  ,,,,,0.04,,0.04,https://www.vgchartz.com/game/4687/nihon-pro-mahjong-kishikai-kanshuu-pro-ni-naru-mahjong-ds/?region=All
16026,National Geographic Panda (US sales),DS,2008,Nov,11,undefined,Namco Bandai  ,Namco Bandai Games  ,,,0.04,0.0,,,0.04,https://www.vgchartz.com/game/26004/national-geographic-panda-us-sales/?region=All
16027,Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,3DS,2014,Nov,20,undefined,Happinet  ,Happinet  ,,,,,0.04,,0.04,https://www.vgchartz.com/game/84899/dolly-kanon-dokidoki-tokimeki-himitsu-no-ongaku-katsudou-start-desu/?region=All
16028,BlazBlue: Chrono Phantasma Extend,PS3,2015,Jun,30,undefined,Arc System Works  ,Arc System Works  ,,,,,0.04,,0.04,https://www.vgchartz.com/game/85431/blazblue-chrono-phantasma-extend/?region=All
16029,Beyblade Burst: God,3DS,2017,Nov,23,undefined,FuRyu Corporation  ,FuRyu  ,,,,,0.04,,0.04,https://www.vgchartz.com/game/220172/beyblade-burst-god/?region=All
16030,Millipede / Super Breakout / Lunar Lander,GBA,2005,Aug,15,undefined,DSI Games  ,Gravity-I  ,,,0.03,0.01,,0.0,0.04,https://www.vgchartz.com/game/27488/millipede-super-breakout-lunar-lander/?region=All
16031,Disney's Donald Duck: Goin' Quackers,GC,2002,Mar,25,undefined,Ubisoft  ,Ubisoft Montreal  ,,,0.03,0.01,,0.0,0.04,https://www.vgchartz.com/game/550/disneys-donald-duck-goin-quackers/?region=All
16032,World Trigger: Borderless Mission,PSV,2015,Sep,17,undefined,Namco Bandai Games  ,ArtDink  ,,,,,0.04,,0.04,https://www.vgchartz.com/game/85933/world-trigger-borderless-mission/?region=All
16033,Assault Rigs,PS,1996,Feb,01,undefined,Psygnosis  ,Psygnosis  ,,,0.02,0.02,,0.0,0.04,https://www.vgchartz.com/game/36081/assault-rigs/?region=All
16034,Wolfenstein,PC,2009,Aug,18,undefined,Activision  ,Raven Software  ,6.5,8.0,0.01,0.03,,0.01,0.04,https://www.vgchartz.com/game/34956/wolfenstein/?region=All
16035,Candace Kane's Candy Factory,DS,2008,Dec,22,undefined,Destineer  ,Destineer  ,,,0.04,,,0.0,0.04,https://www.vgchartz.com/game/25996/candace-kanes-candy-factory/?region=All
16036,Sushi Go-Round,DS,2010,Mar,30,undefined,SouthPeak Interactive  ,Asylum Entertainment  ,,,0.04,,,0.0,0.04,https://www.vgchartz.com/game/43162/sushi-go-round/?region=All
16037,Company of Heroes,PC,2006,Sep,13,undefined,THQ  ,Relic  ,9.4,,,0.04,,0.0,0.04,https://www.vgchartz.com/game/7304/company-of-heroes/?region=All
16038,Yes! PreCure 5,DS,2007,Nov,29,undefined,Namco Bandai  ,Bandai Namco Games  ,,,,,0.04,,0.04,https://www.vgchartz.com/game/13000/yes-precure-5/?region=All
16039,Deer Hunter Reloaded,PS4,2017,Oct,24,undefined,GameMill Entertainment  ,GameMill  ,,,0.04,,,0.01,0.04,https://www.vgchartz.com/game/189459/deer-hunter-reloaded/?region=All
16040,Trine 2: Director's Cut,WiiU,2012,Nov,18,undefined,Frozenbyte  ,Frozenbyte  ,7.8,,,0.04,,0.0,0.04,https://www.vgchartz.com/game/70974/trine-2-directors-cut/?region=All
16041,World Championship Spelling,DS,2010,Mar,30,undefined,505 Games  ,505 Games  ,,,0.04,,,0.0,0.04,https://www.vgchartz.com/game/44080/world-championship-spelling/?region=All
16042,Enemy Front,X360,2014,Jun,10,undefined,City Interactive  ,City Interactive  ,,,0.02,0.03,,0.0,0.04,https://www.vgchartz.com/game/80625/enemy-front/?region=All
16043,Supreme Commander,PC,2007,Feb,20,undefined,THQ  ,Gas Powered Games  ,8.7,,,0.04,,0.01,0.04,https://www.vgchartz.com/game/13156/supreme-commander/?region=All
16044,Fantastic Four: Rise of the Silver Surfer,DS,2007,Jun,15,undefined,2K Games  ,7 Studios  ,,,0.04,0.0,,0.0,0.04,https://www.vgchartz.com/game/6610/fantastic-four-rise-of-the-silver-surfer/?region=All
16045,Operation Flashpoint: Elite,XB,2005,Nov,08,undefined,Codemasters  ,Bohemia Interactive  ,,,0.03,0.01,,0.0,0.04,https://www.vgchartz.com/game/1683/operation-flashpoint-elite/?region=All
16046,That's You!,PS4,2017,Oct,24,undefined,Sony Interactive Entertainment  ,Wish Studio  ,,,0.04,,,0.01,0.04,https://www.vgchartz.com/game/212046/thats-you/?region=All
16047,Tsurugi no Machi no Ihoujin: Kuro no Kyuuden,PSV,2015,Jan,22,undefined,Experience Inc.  ,Experience Inc.  ,,,,,0.04,,0.04,https://www.vgchartz.com/game/85144/tsurugi-no-machi-no-ihoujin-kuro-no-kyuuden/?region=All
16048,Silent Hunter: Wolves of the Pacific,PC,2007,Mar,20,undefined,Ubisoft  ,Ubisoft Romania  ,,,,0.04,,0.0,0.04,https://www.vgchartz.com/game/15167/silent-hunter-wolves-of-the-pacific/?region=All
16049,"Roswell Conspiracies: Aliens, Myths & Legends",PS,2001,Jun,14,undefined,Red Storm Entertainment  ,Red Storm Entertainment  ,,,0.02,0.02,,0.0,0.04,https://www.vgchartz.com/game/40141/roswell-conspiracies-aliens-myths-amp-legends/?region=All
16050,Front Mission,DS,2007,Oct,23,undefined,Square Enix  ,Square Enix  ,,,0.01,,0.03,0.0,0.04,https://www.vgchartz.com/game/3360/front-mission/?region=All
16051,Forza Motorsport 3: Ultimate Collection,X360,2010,Nov,18,undefined,Microsoft Game Studios  ,Turn 10 Studio  ,,,,0.04,,0.0,0.04,https://www.vgchartz.com/game/47680/forza-motorsport-3-ultimate-collection/?region=All
16052,Road Rage,XOne,2017,Nov,14,undefined,Maximum Games  ,Team 6 Games Studio  ,,,0.04,,,0.0,0.04,https://www.vgchartz.com/game/208602/road-rage/?region=All
16053,Raid: World War II,PS4,2017,Oct,10,undefined,505 Games  ,Lion Game Lion  ,,,0.04,,,0.01,0.04,https://www.vgchartz.com/game/206289/raid-world-war-ii/?region=All
16054,Megadimension Neptunia VII,PS4,2016,Feb,02,undefined,Idea Factory International  ,Compile Heart  ,,,,,0.04,,0.04,https://www.vgchartz.com/game/83151/megadimension-neptunia-vii/?region=All
16055,Shaun the Sheep,DS,2008,Sep,23,undefined,D3 Publisher  ,Art  ,,,0.04,0.0,,0.0,0.04,https://www.vgchartz.com/game/23970/shaun-the-sheep/?region=All
16056,Boktai 2: Solar Boy Django,GBA,2004,Oct,19,undefined,Konami  ,Kojima Productions  ,7.9,,0.03,0.01,,0.0,0.04,https://www.vgchartz.com/game/12671/boktai-2-solar-boy-django/?region=All
16057,Darius Burst: Chronicle Saviours,PSV,2016,Jan,14,undefined,Kadokawa Games  ,Unknown  ,,,,,0.04,,0.04,https://www.vgchartz.com/game/86418/darius-burst-chronicle-saviours/?region=All
16058,Angelique Duet,PS,1998,Jul,30,undefined,KOEI  ,Koei  ,,,,,0.04,0.0,0.04,https://www.vgchartz.com/game/2837/angelique-duet/?region=All
16059,Nobunaga's Ambition (2013),3DS,2013,Sep,19,undefined,Tecmo Koei  ,Koei Tecmo Games  ,,,,,0.04,,0.04,https://www.vgchartz.com/game/74953/nobunagas-ambition-2013/?region=All
16060,Shin Fortune Quest: Sokutaku no Kishi,PS,1996,Jun,21,undefined,Media Works  ,Media Works  ,,,,,0.04,0.0,0.04,https://www.vgchartz.com/game/4297/shin-fortune-quest-sokutaku-no-kishi/?region=All
16061,Doom,PC,1993,Dec,10,undefined,id Software  ,id Software  ,8.0,,0.04,0.0,,0.0,0.04,https://www.vgchartz.com/game/6232/doom/?region=All
16062,Family Fortunes,DS,2009,Oct,23,undefined,Mindscape  ,Mindscape  ,,,,0.04,,0.0,0.04,https://www.vgchartz.com/game/39728/family-fortunes/?region=All
16063,Zero Escape The Nonary Games,PS4,2017,Mar,24,undefined,Aksys Games  ,Spike Chunsoft  ,,,0.03,,0.01,0.01,0.04,https://www.vgchartz.com/game/158310/zero-escape-the-nonary-games/?region=All
16064,Crushed Baseball,GBA,2004,Sep,06,undefined,Summitsoft  ,Griptonite Games  ,,,0.03,0.01,,0.0,0.04,https://www.vgchartz.com/game/26538/crushed-baseball/?region=All
16065,Dark Arena,GBA,2002,Jan,18,undefined,Majesco  ,Graphic State  ,6.8,,0.03,0.01,,0.0,0.04,https://www.vgchartz.com/game/26723/dark-arena/?region=All
16066,Heatseeker,PSP,2007,May,08,undefined,Codemasters  ,IR Gurus  ,4.8,,0.04,,,0.0,0.04,https://www.vgchartz.com/game/6083/heatseeker/?region=All
16067,Gem Smashers,3DS,2011,Nov,08,undefined,Crave Entertainment  ,Frame Studios Interactive  ,,,0.04,,,0.0,0.04,https://www.vgchartz.com/game/51747/gem-smashers/?region=All
16068,Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,3DS,2014,Mar,06,undefined,FuRyu Corporation  ,FuRyu  ,,,,,0.04,,0.04,https://www.vgchartz.com/game/79682/doraemon-shin-nobita-no-daimakyou-peko-to-5-nin-no-tankenta/?region=All
16069,TOCA Race Driver 2: Ultimate Racing Simulator & Colin McRae Rally 04,XB,2004,Oct,05,undefined,Codemasters  ,Codemasters  ,,,0.03,0.01,,0.0,0.04,https://www.vgchartz.com/game/32042/toca-race-driver-2-ultimate-racing-simulator-amp-colin-mcrae-rally-04/?region=All
16070,Microsoft Train Simulator,PC,2001,May,31,undefined,Microsoft  ,Kuju Entertainment  ,,,,0.04,,0.0,0.04,https://www.vgchartz.com/game/18880/microsoft-train-simulator/?region=All
16071,Honda ATV Fever,Wii,2010,Oct,01,undefined,Storm City Games  ,Storm City Games  ,,,0.04,,,0.0,0.04,https://www.vgchartz.com/game/47512/honda-atv-fever/?region=All
16072,Ben 10 Galactic Racing,PSV,2012,Feb,15,undefined,D3Publisher  ,Unknown  ,,,0.02,0.02,,0.01,0.04,https://www.vgchartz.com/game/70534/ben-10-galactic-racing/?region=All
16073,I.Q. Remix+: Intelligent Qube,PS2,2000,Mar,23,undefined,Sony Computer Entertainment  ,SCEA  ,,,,,0.04,,0.04,https://www.vgchartz.com/game/3509/iq-remix-intelligent-qube/?region=All
16074,Growlanser,PSP,2009,May,14,undefined,Atlus  ,Career Soft  ,,,,,0.04,,0.04,https://www.vgchartz.com/game/31330/growlanser/?region=All
16075,Terraria,WiiU,2016,Jun,28,undefined,505 Games  ,Re-Logic  ,,,,0.03,0.01,0.0,0.04,https://www.vgchartz.com/game/121300/terraria/?region=All
16076,Trollz: Hair Affair!,GBA,2005,Nov,01,undefined,Ubisoft  ,Powerhead Games  ,,,0.03,0.01,,0.0,0.04,https://www.vgchartz.com/game/14999/trollz-hair-affair/?region=All
16077,Daito Giken Koushiki Pachi-Slot Simulator: Shake II,PS2,2007,Jul,26,undefined,Paon   ,Paon Corporation  ,,,,,0.04,,0.04,https://www.vgchartz.com/game/7124/daito-giken-koushiki-pachi-slot-simulator-shake-ii/?region=All
16078,Grand Slam,PS,1997,Apr,30,undefined,Virgin Interactive  ,Burst Studios  ,,,0.02,0.02,,0.0,0.04,https://www.vgchartz.com/game/44498/grand-slam/?region=All
16079,Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,DS,2009,Feb,19,undefined,Namco Bandai  ,Bandai Namco Games  ,,,,,0.04,,0.04,https://www.vgchartz.com/game/32388/chou-gekijoban-keroro-gunsou-gekishin-dragon-warriors-de-arimasu/?region=All
16080,Genkai Tokki: Seven Pirates,PSV,2016,Aug,04,undefined,Compile Heart  ,Compile Heart  ,,,,,0.04,,0.04,https://www.vgchartz.com/game/95437/genkai-tokki-seven-pirates/?region=All
16081,Rugby Challenge 3,PS4,2016,Apr,22,undefined,Alternative Software  ,Wicked Witch Software  ,,,,0.04,,0.01,0.04,https://www.vgchartz.com/game/86213/rugby-challenge-3/?region=All
16082,The King of Fighters 2000,PS2,2002,Nov,28,undefined,Playmore  ,Playmore Corporation  ,,,,,0.04,,0.04,https://www.vgchartz.com/game/4546/the-king-of-fighters-2000/?region=All
16083,The Dark Spire,DS,2009,Apr,14,undefined,Atlus  ,Success  ,,,0.04,,,0.0,0.04,https://www.vgchartz.com/game/33972/the-dark-spire/?region=All
16084,Lost Sphear,NS,2018,Jan,23,undefined,Square Enix  ,Tokyo RPG Factory  ,6.5,,,0.02,0.02,0.0,0.04,https://www.vgchartz.com/game/191224/lost-sphear/?region=All
16085,Disney Planes Fire & Rescue,Wii,2014,Nov,04,undefined,Disney Interactive Studios  ,Little Orbit  ,,,0.0,0.04,,0.0,0.04,https://www.vgchartz.com/game/83106/disney-planes-fire-amp-rescue/?region=All
16086,D.C.F.S.: Da Capo Four Seasons,PS2,2005,Dec,15,undefined,Kadokawa Shoten  ,Kadokawa Shoten  ,,,,,0.04,,0.04,https://www.vgchartz.com/game/3035/dcfs-da-capo-four-seasons/?region=All
16087,Disney's Meet the Robinsons,GC,2007,Mar,27,undefined,Disney Interactive Studios  ,Avalanche Software  ,,,0.03,0.01,,0.0,0.04,https://www.vgchartz.com/game/7036/disneys-meet-the-robinsons/?region=All
16088,Kenka Bancho Otome,PSV,2016,May,19,undefined,Spike Chunsoft  ,RED Entertainment  ,,,,,0.04,,0.04,https://www.vgchartz.com/game/114489/kenka-bancho-otome/?region=All
16089,Hanayori Danshi: Koi Seyo Onago,DS,2008,Jul,10,undefined,Konami  ,Konami  ,,,,,0.04,,0.04,https://www.vgchartz.com/game/24774/hanayori-danshi-koi-seyo-onago/?region=All
16090,Harley-Davidson: Road Trip,Wii,2010,Jun,28,undefined,Destineer  ,TBA  ,,,0.04,,,0.0,0.04,https://www.vgchartz.com/game/45600/harley-davidson-road-trip/?region=All
16091,Vikings: Wolves of Midgard,PS4,2017,Mar,28,undefined,Kalypso Media  ,Games Farm  ,,,0.03,0.01,,0.01,0.04,https://www.vgchartz.com/game/158305/vikings-wolves-of-midgard/?region=All
16092,Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,Wii,2009,Dec,17,undefined,Nintendo  ,Nintendo  ,,,,,0.04,,0.04,https://www.vgchartz.com/game/40177/minna-ga-shuyaku-no-nhk-kouhaku-quiz-kassen/?region=All
16093,Devil May Cry HD Collection,XOne,2018,Mar,13,undefined,Capcom  ,Capcom  ,,,0.04,,,0.0,0.04,https://www.vgchartz.com/game/220928/devil-may-cry-hd-collection/?region=All
16094,For Honor,PC,2017,Feb,14,undefined,Ubisoft  ,Ubisoft Montreal  ,,,0.02,0.02,,0.0,0.04,https://www.vgchartz.com/game/85748/for-honor/?region=All
16095,Jewel Master: Cradle Of Rome 2,PC,2011,Oct,21,undefined,Rising Star   ,Rising Star Games  ,,,,0.04,,0.01,0.04,https://www.vgchartz.com/game/65056/jewel-master-cradle-of-rome-2/?region=All
16096,Sonic the Hedgehog 2,GG,1992,Nov,17,undefined,Sega  ,Aspect  ,,,,,0.04,,0.04,https://www.vgchartz.com/game/4347/sonic-the-hedgehog-2/?region=All
16097,Cat Quest,NS,2018,Oct,09,undefined,PQube  ,The Gentlebros  ,,,0.04,,,0.0,0.04,https://www.vgchartz.com/game/221295/cat-quest/?region=All
16098,FlatOut 2,XB,2006,Aug,01,undefined,Vivendi Games  ,Bugbear Entertainment  ,,,0.03,0.01,,0.0,0.04,https://www.vgchartz.com/game/777/flatout-2/?region=All
16099,Arcana Heart 3: Love Max!!!!!,PSV,2014,Sep,23,undefined,Aksys Games  ,Examu Inc.  ,,,0.02,0.0,0.02,0.01,0.04,https://www.vgchartz.com/game/82820/arcana-heart-3-love-max/?region=All
16100,Rogue Trooper,PS2,2006,May,23,undefined,Eidos Interactive  ,Rebellion Developments  ,,,0.02,0.02,,0.01,0.04,https://www.vgchartz.com/game/5653/rogue-trooper/?region=All
16101,Backyard Baseball '09,Wii,2008,Jun,10,undefined,Atari  ,Humongous Entertainment  ,,,0.04,,,0.0,0.04,https://www.vgchartz.com/game/17066/backyard-baseball-09/?region=All
16102,Spy Fiction,PS2,2004,Aug,31,undefined,Sammy Corporation  ,Access Games  ,,,0.02,0.02,,0.01,0.04,https://www.vgchartz.com/game/2166/spy-fiction/?region=All
16103,Mafia,PC,2002,Aug,28,undefined,Gathering of Developers  ,Illusion Softworks  ,9.2,,,0.04,,0.0,0.04,https://www.vgchartz.com/game/7452/mafia/?region=All
16104,Justice League: Chronicles,GBA,2003,Nov,12,undefined,Midway Games  ,Full Fat  ,3.5,,0.03,0.01,,0.0,0.04,https://www.vgchartz.com/game/14939/justice-league-chronicles/?region=All
16105,Paw Patrol on a Roll,XOne,2018,Oct,23,undefined,Outright Games  ,Outright Games  ,,,0.04,,,0.0,0.04,https://www.vgchartz.com/game/222521/paw-patrol-on-a-roll/?region=All
16106,Black Mirror 2,PC,2009,Sep,25,undefined,DTP Entertainment  ,Cranberry Production  ,,,,0.04,,0.01,0.04,https://www.vgchartz.com/game/39457/black-mirror-2/?region=All
16107,Doko Demo Issho: Let's Gakkou!,PSP,2006,Jun,15,undefined,Sony Computer Entertainment  ,Sony Computer Entertainment  ,,,,,0.04,,0.04,https://www.vgchartz.com/game/3103/doko-demo-issho-lets-gakkou/?region=All
16108,INSIDE / LIMBO Double Pack,PS4,2017,Sep,12,undefined,505 Games  ,Playdead  ,,,0.04,,,0.01,0.04,https://www.vgchartz.com/game/204848/inside-limbo-double-pack/?region=All
16109,M&M's Beach Party,Wii,2009,Mar,10,undefined,Zoo Digital Publishing  ,Digital Embryo  ,,,0.04,,,0.0,0.04,https://www.vgchartz.com/game/26173/mampms-beach-party/?region=All
16110,Ride to Hell: Retribution,PS3,2013,Jun,25,undefined,Deep Silver  ,Deep Silver  ,,,0.02,0.02,,0.01,0.04,https://www.vgchartz.com/game/32872/ride-to-hell-retribution/?region=All
16111,Test Drive: Ferrari Legends,PS3,2012,Jul,03,undefined,Rombax Games  ,Slightly Mad Studios  ,,,0.04,,,0.01,0.04,https://www.vgchartz.com/game/68414/test-drive-ferrari-legends/?region=All
16112,Tropico 3,PC,2009,Oct,20,undefined,Kalypso  ,Haemimont Games  ,8.1,,,0.04,,0.01,0.04,https://www.vgchartz.com/game/34534/tropico-3/?region=All
16113,Conflict: Desert Storm II - Back to Bagdhad,GC,2004,Jan,07,undefined,Gotham Games  ,Pivotal Games  ,6.9,,0.03,0.01,,0.0,0.04,https://www.vgchartz.com/game/4980/conflict-desert-storm-ii-back-to-bagdhad/?region=All
16114,The Talos Principle,PS4,2015,Oct,13,undefined,Nighthawk Interactive  ,Croteam  ,,,,0.04,,0.01,0.04,https://www.vgchartz.com/game/84999/the-talos-principle/?region=All
16115,Top Gun,DS,2006,May,03,undefined,Mastiff  ,InterActive Vision Games  ,,,0.04,,,0.0,0.04,https://www.vgchartz.com/game/5932/top-gun/?region=All
16116,B's-LOG Party♪,PSP,2010,May,20,undefined,Idea Factory  ,Idea Factory  ,,,,,0.04,,0.04,https://www.vgchartz.com/game/44209/bs-log-partyamp9834/?region=All
16117,FIFA Street 2,DS,2006,Feb,28,undefined,EA Sports BIG   ,EA Canada  ,,,0.04,0.0,,0.0,0.04,https://www.vgchartz.com/game/5094/fifa-street-2/?region=All
16118,King Arthur,GC,2004,Nov,18,undefined,Konami  ,Krome Studios  ,6.6,,0.03,0.01,,0.0,0.04,https://www.vgchartz.com/game/5244/king-arthur/?region=All
16119,Megadimension Neptunia VIIR,PS4,2018,May,08,undefined,Idea Factory International  ,Compile Heart  ,,,0.01,,0.03,0.0,0.04,https://www.vgchartz.com/game/199846/megadimension-neptunia-viir/?region=All
16120,The Settlers History Collection,PC,2018,Nov,15,undefined,Ubisoft  ,Blue Byte  ,,,,0.04,,0.0,0.04,https://www.vgchartz.com/game/223001/the-settlers-history-collection/?region=All
16121,Chicken Shoot,GBA,2005,Sep,23,undefined,Zoo Digital Publishing  ,Zuxxez  ,,,0.03,0.01,,0.0,0.04,https://www.vgchartz.com/game/26502/chicken-shoot/?region=All
16122,Monster Trux Arenas: Special Edition,Wii,2007,Sep,25,undefined,Conspiracy Entertainment  ,Data Design Interactive  ,,,0.04,0.0,,0.0,0.04,https://www.vgchartz.com/game/7570/monster-trux-arenas-special-edition/?region=All
16123,R.B.I. Baseball 2016,PS4,2016,Apr,05,undefined,MLB.com  ,MLB.com  ,,,0.04,,,0.01,0.04,https://www.vgchartz.com/game/97957/rbi-baseball-2016/?region=All
16124,Dai Senryaku VII: Modern Military Tactics,XB,2005,Feb,16,undefined,Kemco  ,SystemSoft  ,,,0.03,0.01,,0.0,0.04,https://www.vgchartz.com/game/445/dai-senryaku-vii-modern-military-tactics/?region=All
16125,Monster High: New Ghoul in School,PS3,2015,Oct,27,undefined,Little Orbit  ,Torus Games  ,,,,0.04,,0.01,0.04,https://www.vgchartz.com/game/86267/monster-high-new-ghoul-in-school/?region=All
16126,White Album 2: Shiawase no Mukougawa,PS3,2012,Dec,20,undefined,Aqua Plus  ,Aqua Plus  ,,,,,0.04,,0.04,https://www.vgchartz.com/game/71316/white-album-2-shiawase-no-mukougawa/?region=All
16127,Go Go Ackman 3,SNES,1995,Dec,15,undefined,Banpresto  ,Aspect  ,,,,,0.04,0.0,0.04,https://www.vgchartz.com/game/3411/go-go-ackman-3/?region=All
16128,Check vs. Mate,PS3,2070,Jan,01,undefined,Unknown  ,TopWare Interactive  ,,,,0.04,,0.01,0.04,https://www.vgchartz.com/game/45892/check-vs-mate/?region=All
16129,Uta no Prince-Sama: Repeat Love,PSV,2017,Jan,28,undefined,Broccoli  ,Broccoli  ,,,,,0.04,,0.04,https://www.vgchartz.com/game/155252/uta-no-prince-sama-repeat-love/?region=All
16130,Minna de Wai Wai! Spelunker,NS,2017,Apr,20,undefined,Square Enix  ,Square Enix  ,,,,,0.04,,0.04,https://www.vgchartz.com/game/177913/minna-de-wai-wai-spelunker/?region=All
16131,Advance Guardian Heroes,GBA,2004,Sep,14,undefined,Ubisoft  ,"Treasure Co., Ltd.  ",7.0,,0.03,0.01,,0.0,0.04,https://www.vgchartz.com/game/14100/advance-guardian-heroes/?region=All
16132,Get Up and Dance,PS3,2011,Nov,15,undefined,Crave Entertainment  ,O Games  ,,,0.03,0.0,,0.0,0.04,https://www.vgchartz.com/game/52083/get-up-and-dance/?region=All
