Rank,Name,Platform,Year,Month,Date,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,URL,New_Genre
10083,Valkyrie Drive: Bhikkhuni,PSV,2016.0,Oct,11.0,undefined,PQube  ,Marvelous Entertainment  ,,,,0.05,0.11,0.01,0.17,https://www.vgchartz.com/game/86319/valkyrie-drive-bhikkhuni/?region=All,Action
10084,CSI: Fatal Conspiracy,X360,2010.0,Oct,26.0,undefined,Ubisoft  ,Telltale Games  ,,,0.11,0.04,,0.01,0.17,https://www.vgchartz.com/game/46732/csi-fatal-conspiracy/?region=All,Adventure
10085,G-Force,X360,2009.0,Jul,21.0,undefined,Disney Interactive Studios  ,Eurocom Entertainment Software  ,7.4,,0.11,0.05,,0.02,0.17,https://www.vgchartz.com/game/33161/g-force/?region=All,Action
10086,Major League Baseball 2K13,PS3,2013.0,Mar,5.0,undefined,2K Sports  ,"Visual Concepts, Ltd.  ",,,0.14,,,0.03,0.17,https://www.vgchartz.com/game/71574/major-league-baseball-2k13/?region=All,Sports
10087,Clock Tower II: The Struggle Within,PS,1999.0,Oct,31.0,undefined,Agetec  ,Human Entertainment  ,4.4,,0.02,0.01,0.12,0.01,0.17,https://www.vgchartz.com/game/3006/clock-tower-ii-the-struggle-within/?region=All,Adventure
10088,Batman Beyond: Return of the Joker,PS,2000.0,Nov,20.0,undefined,Kemco  ,Kemco  ,,,0.09,0.06,,0.01,0.17,https://www.vgchartz.com/game/17313/batman-beyond-return-of-the-joker/?region=All,Action
10089,Sudoku Gridmaster,DS,2006.0,Jun,26.0,undefined,Nintendo  ,Hudson Soft  ,,,0.13,0.02,,0.01,0.17,https://www.vgchartz.com/game/2260/sudoku-gridmaster/?region=All,Puzzle
10090,Buzz! Brain of the UK,PS3,2009.0,Mar,27.0,undefined,Sony Computer Entertainment  ,Relentless Software  ,,,,0.15,,0.01,0.17,https://www.vgchartz.com/game/31185/buzz-brain-of-the-uk/?region=All,Misc
10091,Epistory - Typing Chronicles,PC,,,,undefined,Unknown  ,Fishing Cactus  ,,,,,,,,https://www.vgchartz.com/game/223844/epistory-typing-chronicles/?region=All,undefined
10092,Greed Corp,PC,2010.0,Dec,10.0,undefined,W!Games  ,W!Games  ,,,,0.0,,0.0,0.01,https://www.vgchartz.com/game/43609/greed-corp/?region=All,undefined
10093,Backyard NFL Football '10,Wii,2009.0,Oct,20.0,undefined,Atari  ,Humongous Entertainment  ,,,0.16,,,0.01,0.17,https://www.vgchartz.com/game/39744/backyard-nfl-football-10/?region=All,Sports
10094,Hyperdimension Neptunia Victory,PS3,2013.0,Mar,21.0,undefined,Compile Heart  ,Idea Factory  ,,,0.05,0.04,0.06,0.02,0.17,https://www.vgchartz.com/game/70946/hyperdimension-neptunia-victory/?region=All,Role-Playing
10095,Mega Man Network Transmission,GC,2003.0,Jun,17.0,undefined,Capcom  ,Arika  ,,,0.13,0.03,,0.0,0.17,https://www.vgchartz.com/game/1304/mega-man-network-transmission/?region=All,Platform
10096,BoneBone: Rise of the Deathlord,PC,,,,undefined,Unknown  ,Vladis Fire  ,,,,,,,,https://www.vgchartz.com/game/223845/bonebone-rise-of-the-deathlord/?region=All,undefined
10097,Pursuit Force,PSP,2006.0,Mar,7.0,undefined,Sony Computer Entertainment  ,Bigbig Studios  ,7.4,,0.14,0.01,,0.02,0.17,https://www.vgchartz.com/game/1814/pursuit-force/?region=All,Racing
10098,Densetsu no Stafi 4,DS,2006.0,Apr,13.0,undefined,Nintendo  ,TOSE  ,,,,,0.17,,0.17,https://www.vgchartz.com/game/3651/densetsu-no-stafi-4/?region=All,Platform
10099,TRON: Evolution,DS,2010.0,Dec,7.0,undefined,Disney Interactive Studios  ,n-Space  ,,,0.11,0.04,,0.01,0.17,https://www.vgchartz.com/game/47062/tron-evolution/?region=All,Action
10100,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (JP sales),PS2,2009.0,May,12.0,undefined,Atlus  ,Atlus Co.  ,,,,,0.17,,0.17,https://www.vgchartz.com/game/28285/shin-megami-tensei-devil-summoner-2-raidou-kuzunoha-vs-king-abaddon-jp-sales/?region=All,Role-Playing
10101,Dishonored: Death of the Outsider,PC,2017.0,Sep,15.0,undefined,Bethesda Softworks  ,Arkane Studios  ,,,0.01,0.03,,0.0,0.04,https://www.vgchartz.com/game/182728/dishonored-death-of-the-outsider/?region=All,undefined
10102,Tribal Pass,PC,,,,undefined,Unknown  ,Tribe Tea  ,,,,,,,,https://www.vgchartz.com/game/223846/tribal-pass/?region=All,undefined
10103,TT Isle of Man: Ride on the Edge,PS4,2018.0,Mar,6.0,undefined,Big Ben Interactive  ,Kylotonn  ,,,0.05,0.09,,0.03,0.17,https://www.vgchartz.com/game/221258/tt-isle-of-man-ride-on-the-edge/?region=All,undefined
10104,Bomberman Land,Wii,2008.0,Jan,29.0,undefined,Hudson Soft  ,Hudson Soft  ,6.0,,0.11,0.02,0.03,0.01,0.17,https://www.vgchartz.com/game/15990/bomberman-land/?region=All,Misc
10105,Surf's Up,Wii,2007.0,May,30.0,undefined,Ubisoft  ,Ubisoft Montreal  ,,,0.15,0.0,,0.01,0.17,https://www.vgchartz.com/game/6136/surfs-up/?region=All,Sports
10106,Tokimeki Memorial: Private Collection,PS,1996.0,Apr,26.0,undefined,Konami  ,Konami  ,,,,,0.16,0.01,0.17,https://www.vgchartz.com/game/4602/tokimeki-memorial-private-collection/?region=All,Misc
10107,Axiom Verge,NS,2017.0,Nov,21.0,undefined,Thomas Happ Games  ,Thomas Happ Games  ,7.5,,0.12,0.03,,0.02,0.17,https://www.vgchartz.com/game/190934/axiom-verge/?region=All,undefined
10108,NBA Street Homecourt,PS3,2007.0,Mar,6.0,undefined,Electronic Arts  ,EA Canada  ,,,0.13,0.01,0.0,0.02,0.17,https://www.vgchartz.com/game/3902/nba-street-homecourt/?region=All,Sports
10109,RC Revenge Pro,PS2,2001.0,Jan,16.0,undefined,Acclaim Entertainment  ,Acclaim Entertainment  ,,,0.08,0.06,,0.02,0.17,https://www.vgchartz.com/game/30993/rc-revenge-pro/?region=All,Racing
10110,Journey,PSN,2012.0,Aug,28.0,undefined,Sony Computer Entertainment America  ,thatgamecompany  ,,,0.04,0.11,,0.01,0.17,https://www.vgchartz.com/game/45780/journey/?region=All,Adventure
10111,Chaotic: Shadow Warriors,PS3,2009.0,Nov,17.0,undefined,Activision  ,Activision  ,,,0.15,,,0.02,0.17,https://www.vgchartz.com/game/38751/chaotic-shadow-warriors/?region=All,Action
10112,Dementium: The Ward,DS,2007.0,Oct,26.0,undefined,Gamecock  ,Renegade Kid  ,7.5,,0.15,0.01,,0.01,0.17,https://www.vgchartz.com/game/12467/dementium-the-ward/?region=All,Shooter
10113,Backyard Wrestling: Don't Try This at Home,XB,2003.0,Oct,9.0,undefined,Eidos Interactive  ,Paradox Development  ,6.0,,0.13,0.04,,0.01,0.17,https://www.vgchartz.com/game/148/backyard-wrestling-dont-try-this-at-home/?region=All,Fighting
10114,Gauntlet: Dark Legacy,XB,2002.0,Apr,15.0,undefined,Midway Games  ,Midway Games West  ,,,0.13,0.04,,0.01,0.17,https://www.vgchartz.com/game/5150/gauntlet-dark-legacy/?region=All,Action
10115,Far East of Eden II: Manji Maru,PS2,2003.0,Oct,2.0,undefined,Hudson Soft  ,Hudson Soft  ,,,,,0.17,,0.17,https://www.vgchartz.com/game/3279/far-east-of-eden-ii-manji-maru/?region=All,Role-Playing
10116,Lost Kingdoms,GC,2002.0,May,27.0,undefined,Activision  ,From Software  ,7.3,,0.1,0.02,0.04,0.0,0.17,https://www.vgchartz.com/game/4206/lost-kingdoms/?region=All,Role-Playing
10117,Naval Assault: The Killing Tide,X360,2010.0,Jun,15.0,undefined,505 Games  ,Artech Studios  ,,,0.08,0.07,,0.02,0.17,https://www.vgchartz.com/game/44957/naval-assault-the-killing-tide/?region=All,Simulation
10118,I'm A Celebrity: Get Me Out of Here!,Wii,2009.0,Nov,6.0,undefined,Mindscape  ,Mindscape  ,,,,0.16,,0.01,0.17,https://www.vgchartz.com/game/40393/im-a-celebrity-get-me-out-of-here/?region=All,Misc
10119,F1 2018,XOne,2018.0,Aug,24.0,undefined,Codemasters  ,Codemasters Birmingham  ,,,0.05,0.1,,0.01,0.17,https://www.vgchartz.com/game/222005/f1-2018/?region=All,undefined
10120,NCAA Basketball 09,PS3,2008.0,Nov,17.0,undefined,EA Sports  ,EA Canada  ,,,0.15,,,0.01,0.17,https://www.vgchartz.com/game/26768/ncaa-basketball-09/?region=All,Sports
10121,Last Tale,PC,,,,undefined,Unknown  ,YarGri  ,,,,,,,,https://www.vgchartz.com/game/223861/last-tale/?region=All,undefined
10122,Matchbox Cross Town Heroes,GBA,2002.0,Jul,14.0,undefined,THQ  ,Magellan Interactive  ,,,0.12,0.04,,0.0,0.17,https://www.vgchartz.com/game/27463/matchbox-cross-town-heroes/?region=All,Racing
10123,Age of Empires III: Complete Collection,PC,2009.0,Sep,15.0,undefined,Microsoft Game Studios  ,Ensemble Studios  ,,,0.01,0.13,,0.03,0.17,https://www.vgchartz.com/game/48681/age-of-empires-iii-complete-collection/?region=All,Strategy
10124,Wolfenstein 3D,GBA,2002.0,Mar,31.0,undefined,BAM! Entertainment  ,Stalker Entertainment  ,,,0.12,0.04,,0.0,0.17,https://www.vgchartz.com/game/15103/wolfenstein-3d/?region=All,Shooter
10125,Nobunaga no Yabou: Tenshoki,SNES,1996.0,Jan,26.0,undefined,KOEI  ,Koei  ,,,,,0.17,0.0,0.17,https://www.vgchartz.com/game/3938/nobunaga-no-yabou-tenshoki/?region=All,Strategy
