Rank,Name,Platform,Year,Month,Date,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,URL,New_Genre
26,Halo,Series,2001.0,Nov,15.0,undefined,Microsoft Game Studios  ,Bungie|343 Industries  ,,,,,,,,https://www.vgchartz.com/game/226032/halo/?region=All,undefined
27,Just Dance,Series,2009.0,Nov,17.0,undefined,Ubisoft  ,Ubisoft  ,,,,,,,,https://www.vgchartz.com/game/226101/just-dance/?region=All,Misc
28,PUBG,Series,2017.0,Dec,20.0,undefined,PUBG Corporation  ,PUBG Corporation  ,,,,,,,,https://www.vgchartz.com/game/226341/pubg/?region=All,undefined
29,WWE 2K,Series,2000.0,Mar,2.0,undefined,THQ  ,Visual Concepts  ,,,,,,,,https://www.vgchartz.com/game/226269/wwe-2k/?region=All,undefined
30,Counter-Strike,Series,2000.0,Nov,9.0,undefined,Valve  ,Valve|Turtle Rock Studios|Hidden Path Entertainment|Gearbox Software|Ritual Entertainment|Nexon  ,,,,,,,,https://www.vgchartz.com/game/226175/counter-strike/?region=All,Shooter
31,The Oregon Trail,Series,2071.0,Dec,3.0,undefined,MECC  ,MECC|Broderbund|Gameloft  ,,,,,,,,https://www.vgchartz.com/game/226167/the-oregon-trail/?region=All,Simulation
32,Monster Hunter,Series,2004.0,Sep,21.0,undefined,Capcom  ,Capcom  ,,,,,,,,https://www.vgchartz.com/game/226041/monster-hunter/?region=All,Role-Playing
33,Donkey Kong,Series,1981.0,Jul,31.0,undefined,Nintendo  ,Nintendo|Ikegami Tsushinki|Rare|Namco|Paon|Retro Studios  ,,,,,,,,https://www.vgchartz.com/game/226203/donkey-kong/?region=All,Platform
34,Super Smash Bros.,Series,1999.0,Apr,26.0,undefined,Nintendo  ,Nintendo|HAL Laboratory| Game Arts|Sora Ltd.|Bandai Namco Studios  ,,,,,,,,https://www.vgchartz.com/game/226193/super-smash-bros/?region=All,Fighting
35,The Elder Scrolls,Series,1994.0,Mar,25.0,undefined,Bethesda Softworks  ,Bethesda Softworks|Bethesda Game Studios|Vir2L Studios|TKO Software|ZeniMax Online Studios|Dire Wolf Digital  ,,,,,,,,https://www.vgchartz.com/game/226283/the-elder-scrolls/?region=All,undefined
36,Borderlands,Series,2009.0,Oct,20.0,undefined,2K Games  ,Gearbox Software|2K Australia|Telltale Games  ,,,,,,,,https://www.vgchartz.com/game/226067/borderlands/?region=All,Shooter
37,Dragon Ball,Series,1986.0,Sep,27.0,undefined,Bandai  ,Tose|Bandai|BEC|Dimps|Avalanche Software|Spike Chunsoft|Arika|Crafts & Meister|Media.Vision|Spike|Artdink|Arc System Works|CyberConnect2|Webfoot Technologies|Banpresto|Cavia|Game Republic|Monolith Soft|Ganbarion  ,,,,,,,,https://www.vgchartz.com/game/226286/dragon-ball/?region=All,undefined
38,Animal Crossing,Series,2002.0,Sep,16.0,undefined,Nintendo  ,Nintendo  ,,,,,,,,https://www.vgchartz.com/game/226190/animal-crossing/?region=All,Simulation
39,Metal Gear,Series,1987.0,Jul,13.0,undefined,Konami  ,Konami|Kojima Productions|Bluepoint Games|Ideaworks Game Studio| PlatinumGames|Silicon Knights  ,,,,,,,,https://www.vgchartz.com/game/226234/metal-gear/?region=All,undefined
40,Mario Party,Series,1999.0,Feb,1.0,undefined,Nintendo  ,Hudson Soft|Capcom|NDcube  ,,,,,,,,https://www.vgchartz.com/game/226170/mario-party/?region=All,Misc
41,Far Cry,Series,2004.0,Mar,23.0,undefined,Ubisoft  ,Ubisoft|Crytek  ,,,,,,,,https://www.vgchartz.com/game/226102/far-cry/?region=All,Shooter
42,Bejeweled,Series,2001.0,May,30.0,undefined,PopCap Games  ,PopCap Games  ,,,,,,,,https://www.vgchartz.com/game/226228/bejeweled/?region=All,undefined
43,Crash Bandicoot,Series,1996.0,Sep,9.0,undefined,Sony Computer Entertainment  ,Naughty Dog|Eurocom|Dimps|Radical Entertainment|Polarbit|Vicarious Visions|Beenox  ,,,,,,,,https://www.vgchartz.com/game/226264/crash-bandicoot/?region=All,Platform
44,Diablo,Series,1997.0,Jan,3.0,undefined,Blizzard Entertainment  ,Blizzard North|Blizzard Entertainment|NetEase  ,,,,,,,,https://www.vgchartz.com/game/226172/diablo/?region=All,Role-Playing
45,The Witcher,Series,2007.0,Oct,30.0,undefined,Atari  ,CD Projekt Red Studio  ,,,,,,,,https://www.vgchartz.com/game/226111/the-witcher/?region=All,Role-Playing
46,Red Dead,Series,2004.0,May,4.0,undefined,Rockstar Games  ,Rockstar San Diego|Rockstar Studios  ,,,,,,,,https://www.vgchartz.com/game/226235/red-dead/?region=All,undefined
47,Tekken,Series,1994.0,Dec,11.0,undefined,Namco  ,Bandai Namco Studios|Namco  ,,,,,,,,https://www.vgchartz.com/game/226204/tekken/?region=All,Fighting
48,Fallout,Series,1997.0,Oct,10.0,undefined,Interplay Productions  ,Interplay Entertainment|Black Isle Studios|Micro Forte|Bethesda Game Studios|Obsidian Entertainment  ,,,,,,,,https://www.vgchartz.com/game/226290/fallout/?region=All,undefined
49,Mortal Kombat,Series,1992.0,Oct,8.0,undefined,Midway  ,"Avalanche Software|Eurocom|Just Games Interactive|Midway Games|Midway Studios Los Angeles|Other Ocean Interactive|Point of View, Inc.|NetherRealm Studios  ",,,,,,,,https://www.vgchartz.com/game/226258/mortal-kombat/?region=All,Fighting
50,Street Fighter,Series,1987.0,Aug,30.0,undefined,Capcom  ,Capcom  ,,,,,,,,https://www.vgchartz.com/game/226040/street-fighter/?region=All,undefined
51,Uncharted,Series,2007.0,Nov,20.0,undefined,Sony Computer Entertainment  ,Naughty Dog|Bend Studio|Bluepoint Games|Playspree  ,,,,,,,,https://www.vgchartz.com/game/226148/uncharted/?region=All,undefined
52,Civilization,Series,1991.0,Sep,1.0,undefined,Microprose  ,Firaxis Games|MicroProse|Activision  ,,,,,,,,https://www.vgchartz.com/game/226068/civilization/?region=All,undefined
53,Wii Fit,Series,2008.0,May,21.0,undefined,Nintendo  ,Nintendo|Ganbarion  ,,,,,,,,https://www.vgchartz.com/game/226182/wii-fit/?region=All,Sports
54,Star Wars: Battlefront,Series,2004.0,Sep,21.0,undefined,LucasArts  ,Pandemic Studios|Free Radical Design|Rebellion Developments|Slant Six Games|LucasArts|EA DICE|Criterion Games|Motive Studios  ,,,,,,,,https://www.vgchartz.com/game/226226/star-wars-battlefront/?region=All,Shooter
55,Harry Potter,Series,2001.0,Nov,15.0,undefined,Electronic Arts  ,Griptonite Games|KnowWonder|Argonaut Games|Westlake Entertainment|Warthog Games Limited|Eurocom|Electronic Arts|Aspyr|Magic Pockets| EA Bright Light|TT Fusion|SCE London Studio|Jam City|Niantic|WB Games San Francisco  ,,,,,,,,https://www.vgchartz.com/game/226289/harry-potter/?region=All,undefined
56,Warriors,Series,,,,undefined,Unknown  ,Omega Force  ,,,,,,,,https://www.vgchartz.com/game/226375/warriors/?region=All,undefined
57,Super Mario Bros.,NES,1985.0,Oct,18.0,undefined,Nintendo  ,Nintendo EAD  ,10.0,8.2,29.08,3.58,6.81,0.77,40.24,https://www.vgchartz.com/game/6455/super-mario-bros/?region=All,Platform
58,Kirby,Series,1992.0,Aug,1.0,undefined,Nintendo  ,HAL Laboratory|Nintendo|Good-Feel|Flagship|Natsume|Capcom|Dimps|Arika  ,,,,,,,,https://www.vgchartz.com/game/226214/kirby/?region=All,undefined
59,Counter-Strike: Global Offensive,PC,2012.0,Aug,21.0,undefined,Valve  ,Valve Corporation  ,,,,,,,,https://www.vgchartz.com/game/57184/counter-strike-global-offensive/?region=All,undefined
60,Guitar Hero,Series,2005.0,Nov,8.0,undefined,Activision  ,Harmonix|Neversoft|Budcat Creations|Vicarious Visions|FreeStyleGames  ,,,,,,,,https://www.vgchartz.com/game/226287/guitar-hero/?region=All,Misc
61,Medal of Honor,Series,1999.0,Oct,31.0,undefined,Electronic Arts  ,"2015, Inc.|Budcat Creations|Danger Close Games|DreamWorks Interactive|EA Canada|EA Digital Illusions CE|EA Los Angeles|Netherock Ltd.|Rebellion Developments|Team Fusion|TKO Software  ",,,,,,,,https://www.vgchartz.com/game/226225/medal-of-honor/?region=All,Shooter
62,God of War,Series,2005.0,Mar,22.0,undefined,Sony Computer Entertainment  ,SIE Santa Monica Studio|Ready at Dawn|Javaground/SOE-LA|Bluepoint Games|Sanzaru Games|Wholesale Algorithms  ,,,,,,,,https://www.vgchartz.com/game/226282/god-of-war/?region=All,Action
63,Mario Kart Wii,Wii,2008.0,Apr,27.0,undefined,Nintendo  ,Nintendo EAD  ,8.2,9.1,15.91,12.92,3.8,3.35,35.98,https://www.vgchartz.com/game/6968/mario-kart-wii/?region=All,Racing
64,World of WarCraft,Series,,,,undefined,Unknown  ,Blizzard Entertainment  ,,,,,,,,https://www.vgchartz.com/game/226363/world-of-warcraft/?region=All,undefined
65,PLAYERUNKNOWN'S BATTLEGROUNDS,PC,2017.0,Dec,21.0,undefined,PUBG Corporation  ,PUBG Corporation  ,,,,,,,,https://www.vgchartz.com/game/215988/playerunknowns-battlegrounds/?region=All,undefined
66,Mega Man,Series,1987.0,Dec,17.0,undefined,Capcom  ,Capcom|Inti Creates  ,,,,,,,,https://www.vgchartz.com/game/226042/mega-man/?region=All,Platform
67,Tom Clancy's Rainbow Six,Series,1998.0,Aug,21.0,undefined,Red Storm Entertainment  ,Ubisoft|Red Storm Entertainment  ,,,,,,,,https://www.vgchartz.com/game/226100/tom-clancys-rainbow-six/?region=All,Shooter
68,NBA Live,Series,1994.0,Oct,1.0,undefined,EA Sports  ,EA Canada|EA Tiburon  ,,,,,,,,https://www.vgchartz.com/game/226224/nba-live/?region=All,undefined
69,Tom Clancy's Ghost Recon,Series,2001.0,Nov,13.0,undefined,Ubisoft  ,Red Storm Entertainment|Ubisoft Paris|Ubisoft Milan  ,,,,,,,,https://www.vgchartz.com/game/226318/tom-clancys-ghost-recon/?region=All,Shooter
70,BioShock,Series,2007.0,Aug,21.0,undefined,2K Games  ,Irrational Games|2K Australia|2K Marin  ,,,,,,,,https://www.vgchartz.com/game/226084/bioshock/?region=All,Shooter
71,Brain Age,Series,2006.0,Apr,16.0,undefined,Nintendo  ,Nintendo  ,,,,,,,,https://www.vgchartz.com/game/226189/brain-age/?region=All,undefined
72,Minecraft,PC,2010.0,May,10.0,undefined,Mojang  ,Mojang AB  ,10.0,,,,,,,https://www.vgchartz.com/game/47724/minecraft/?region=All,Misc
73,Wii Sports Resort,Wii,2009.0,Jul,26.0,undefined,Nintendo  ,Nintendo EAD  ,8.0,8.8,15.61,10.99,3.29,3.02,32.9,https://www.vgchartz.com/game/24656/wii-sports-resort/?region=All,Sports
74,Half-life,Series,1998.0,Nov,19.0,undefined,Sierra Studios  ,Valve|Gearbox Software  ,,,,,,,,https://www.vgchartz.com/game/226174/half-life/?region=All,undefined
75,Lego Star Wars,Series,2005.0,Mar,29.0,undefined,Eidos Interactive  ,TT Fusion  ,,,,,,,,https://www.vgchartz.com/game/226268/lego-star-wars/?region=All,undefined
76,Pokémon Red / Green / Blue Version,GB,1998.0,Sep,30.0,undefined,Nintendo  ,Game Freak  ,9.4,,11.27,8.89,10.22,1.0,31.37,https://www.vgchartz.com/game/4030/pokemon-red-green-blue-version/?region=All,undefined
77,Tony Hawk's,Series,1999.0,Sep,29.0,undefined,Activision  ,Neversoft|Robomodo|Maple Media|Vicarious Visions|Edge of Reality|Natsume|Treyarch|Shaba Games|HotGen|Gearbox Software|Beenox|Visual Impact|Toys For Bob|SuperVillain Studios|Page 44 Studios|Creat Studios|Buzz Monkey|Big Bit|Disruptive Games  ,,,,,,,,https://www.vgchartz.com/game/226307/tony-hawks/?region=All,undefined
78,Tom Clancy's Splinter Cell,Series,2002.0,Nov,17.0,undefined,Ubisoft  ,Ubisoft  ,,,,,,,,https://www.vgchartz.com/game/226090/tom-clancys-splinter-cell/?region=All,Action
79,Age of Empires,Series,1997.0,Oct,15.0,undefined,Microsoft  ,Ensemble Studios|Big Huge Games|Robot Entertainment|Relic Entertainment|Hidden Path Entertainment|Forgotten Empires|Tantalus Media  ,,,,,,,,https://www.vgchartz.com/game/226319/age-of-empires/?region=All,undefined
80,New Super Mario Bros.,DS,2006.0,May,15.0,undefined,Nintendo  ,Nintendo EAD  ,9.1,8.1,11.28,9.19,6.5,2.89,29.85,https://www.vgchartz.com/game/1582/new-super-mario-bros/?region=All,Platform
81,New Super Mario Bros. Wii,Wii,2009.0,Nov,15.0,undefined,Nintendo  ,Nintendo EAD  ,8.6,9.2,14.53,7.01,4.7,2.27,28.51,https://www.vgchartz.com/game/35076/new-super-mario-bros-wii/?region=All,Platform
82,Tetris,GB,1989.0,Jun,1.0,undefined,Nintendo  ,Bullet Proof Software  ,,,23.2,2.26,4.22,0.58,30.26,https://www.vgchartz.com/game/4534/tetris/?region=All,Puzzle
83,Command & Conquer,Series,1995.0,Sep,26.0,undefined,Electronic Arts  ,Westwood Studios|EA Los Angeles|Victory Games|EA Phenomic|EA Redwood Studios  ,,,,,,,,https://www.vgchartz.com/game/226217/command-amp-conquer/?region=All,Strategy
84,James Bond,Series,,,,undefined,Unknown  ,Richard Shepherd Software|Parker Brothers|Domark|Angelsoft|Melbourne House|Sculptured Software|Elite Systems International|Quixel|The Kremlin|	Delphine Software International|Eurocom|Gray Matter|Tiger Electronics|Rare|Saffire Corporation|Black Ops Enterta  ,,,,,,,,https://www.vgchartz.com/game/226297/james-bond/?region=All,undefined
85,Kingdom Hearts,Series,2002.0,Sep,17.0,undefined,Square  ,Square|Square Enix|Jupiter|h.a.n.d.|BitGroove Inc.|Success  ,,,,,,,,https://www.vgchartz.com/game/226236/kingdom-hearts/?region=All,Role-Playing
86,Terraria,Series,2011.0,May,16.0,undefined,505 Games  ,Re-Logic  ,,,,,,,,https://www.vgchartz.com/game/226294/terraria/?region=All,Action
87,Wii Play,Series,2007.0,Feb,12.0,undefined,Nintendo  ,Nintendo|Arzest|Chunsoft|Good-Feel|Mitchell Corporation|Nd Cube|Prope|Skip Ltd.|Vanpool  ,,,,,,,,https://www.vgchartz.com/game/226192/wii-play/?region=All,Misc
88,Nintendogs,Series,2005.0,Aug,22.0,undefined,Nintendo  ,Nintendo  ,,,,,,,,https://www.vgchartz.com/game/226186/nintendogs/?region=All,Simulation
89,Duck Hunt,NES,1985.0,Oct,15.0,undefined,Nintendo  ,Nintendo R&D1  ,,,26.93,0.63,0.28,0.47,28.31,https://www.vgchartz.com/game/6246/duck-hunt/?region=All,Shooter
90,Wii Play,Wii,2007.0,Feb,12.0,undefined,Nintendo  ,Nintendo EAD  ,5.9,4.5,13.96,9.18,2.93,2.85,28.92,https://www.vgchartz.com/game/2666/wii-play/?region=All,Misc
91,Souls,Series,2009.0,Oct,6.0,undefined,Atlus  ,From Software  ,,,,,,,,https://www.vgchartz.com/game/226158/souls/?region=All,undefined
92,Total War,Series,2000.0,Jun,13.0,undefined,Electronic Arts  ,Creative Assembly|Feral Interactive  ,,,,,,,,https://www.vgchartz.com/game/226078/total-war/?region=All,undefined
93,Portal,Series,2007.0,Oct,10.0,undefined,Valve  ,Valve  ,,,,,,,,https://www.vgchartz.com/game/226177/portal/?region=All,undefined
94,Mario Kart 8 Deluxe,NS,2017.0,Apr,28.0,undefined,Nintendo  ,Nintendo EPD  ,9.3,,5.05,4.98,2.11,0.91,13.05,https://www.vgchartz.com/game/153114/mario-kart-8-deluxe/?region=All,undefined
95,Yoshi,Series,1992.0,Jun,1.0,undefined,Nintendo  ,Nintendo|Artoon|Arzest|Good-Feel|Game Freak|	Tose|Bullet-Proof Software  ,,,,,,,,https://www.vgchartz.com/game/226198/yoshi/?region=All,Puzzle
96,Ratchet & Clank,Series,2002.0,Nov,4.0,undefined,Sony Computer Entertainment  ,Insomniac Games|High Impact Games|Sanzaru Games|Nihilistic Software|Idol Minds|Tin Giant|Mass Media  ,,,,,,,,https://www.vgchartz.com/game/226309/ratchet-amp-clank/?region=All,Platform
97,Rayman,Series,1995.0,Sep,19.0,undefined,Ubisoft  ,Ubisoft  ,,,,,,,,https://www.vgchartz.com/game/226099/rayman/?region=All,Platform
98,Mario & Sonic at the Olympic Games,Series,2007.0,Nov,6.0,undefined,Sega  ,Sega|Racjin|Arzest|Spike Chunsoft  ,,,,,,,,https://www.vgchartz.com/game/226315/mario-amp-sonic-at-the-olympic-games/?region=All,Sports
99,Puyo Puyo,Series,2002.0,Feb,11.0,undefined,THQ  ,Compile|Sonic Team  ,,,,,,,,https://www.vgchartz.com/game/226082/puyo-puyo/?region=All,undefined
100,Tiger Woods PGA Tour,Series,1998.0,Aug,31.0,undefined,EA Sports  ,EA Redwood Shores|Xantera|Rainbow Studios|Headgate Studios|Stormfront Studios|Rebellion Developments|Adrenalin Entertainment|Backbone Emeryville|Sensory Sweep Studios|EA Canada|Team Fusion|EA Tiburon|Exient Entertainment|HB Studios   ,,,,,,,,https://www.vgchartz.com/game/226221/tiger-woods-pga-tour/?region=All,Sports
101,Batman: Arkham,Series,2009.0,Aug,25.0,undefined,Warner Bros. Interactive Entertainment  ,"Rocksteady Studios|WB Games Montreal|Splash Damage|Human Head Studios|NetherRealm Studios|Armature Studio|Turbine, Inc.  ",,,,,,,,https://www.vgchartz.com/game/226320/batman-arkham/?region=All,undefined
102,Kinect Adventures!,X360,2010.0,Nov,4.0,undefined,Microsoft Game Studios  ,Good Science Studio  ,6.7,,15.09,4.97,0.24,1.81,22.1,https://www.vgchartz.com/game/45608/kinect-adventures/?region=All,Misc
103,Petz,Series,,,,undefined,Unknown  ,PF Magic|Mindscape|Ubisoft  ,,,,,,,,https://www.vgchartz.com/game/226094/petz/?region=All,undefined
104,Nintendogs,DS,2005.0,Aug,23.0,undefined,Nintendo  ,Nintendo EAD  ,8.4,,9.05,10.96,1.93,2.74,24.68,https://www.vgchartz.com/game/1657/nintendogs/?region=All,Simulation
105,Mario Kart DS,DS,2005.0,Nov,14.0,undefined,Nintendo  ,Nintendo EAD  ,9.1,9.4,9.71,7.51,4.13,1.91,23.26,https://www.vgchartz.com/game/1254/mario-kart-ds/?region=All,Racing
106,Pokémon Gold / Silver Version,GB,2000.0,Oct,14.0,undefined,Nintendo  ,Game Freak  ,9.2,,9.0,6.18,7.2,0.71,23.1,https://www.vgchartz.com/game/4025/pokemon-gold-silver-version/?region=All,undefined
107,Gears of War,Series,2006.0,Nov,7.0,undefined,Microsoft Game Studios  ,Epic Games|People Can Fly|The Coalition|Mediatonic|Splash Damage  ,,,,,,,,https://www.vgchartz.com/game/226314/gears-of-war/?region=All,Shooter
108,Wii Fit,Wii,2008.0,May,21.0,undefined,Nintendo  ,Nintendo EAD  ,7.9,,8.92,8.03,3.6,2.15,22.7,https://www.vgchartz.com/game/7480/wii-fit/?region=All,Sports
109,Jikkyo Powerful Pro Yakyu,Series,1994.0,Mar,11.0,undefined,Konami  ,Konami  ,,,,,,,,https://www.vgchartz.com/game/226232/jikkyo-powerful-pro-yakyu/?region=All,undefined
110,Animal Crossing: New Horizons,NS,2020.0,Mar,20.0,undefined,Nintendo  ,Nintendo  ,,,,,,,,https://www.vgchartz.com/game/222779/animal-crossing-new-horizons/?region=All,undefined
111,Devil May Cry,Series,2001.0,Oct,16.0,undefined,Capcom  ,Capcom|Ninja Theory  ,,,,,,,,https://www.vgchartz.com/game/226043/devil-may-cry/?region=All,Action
112,Castlevania,Series,1986.0,Sep,26.0,undefined,Konami  ,Konami|Eighting|MercurySteam|Kojima Productions|M2  ,,,,,,,,https://www.vgchartz.com/game/226273/castlevania/?region=All,Platform
113,Spider-Man,Series,,,,undefined,Unknown  ,Parker Brothers|Rare|Sega|Bits Studios|Software Creations|Unexpected Development|Neversoft|Torus Games|Vicarious Visions|PCB Productions|Paradox Development|Treyarch|Next Level Games|Shaba Games|Gameloft|Beenox|Insomniac Games  ,,,,,,,,https://www.vgchartz.com/game/226323/spider-man/?region=All,Action
114,Wii Fit Plus,Wii,2009.0,Oct,4.0,undefined,Nintendo  ,Nintendo EAD  ,8.0,,9.01,8.51,2.53,1.76,21.81,https://www.vgchartz.com/game/35077/wii-fit-plus/?region=All,Sports
115,Dynasty Warriors,Series,,,,undefined,Unknown  ,Omega Force  ,,,,,,,,https://www.vgchartz.com/game/226374/dynasty-warriors/?region=All,Action
116,Imagine,Series,2007.0,Oct,1.0,undefined,Ubisoft  ,Ubisoft|Lexis Numerique|Magic Pockets|Virtual Toys|Powerhead Games|Jet Black Games  ,,,,,,,,https://www.vgchartz.com/game/226093/imagine/?region=All,undefined
117,Super Mario World,SNES,1991.0,Aug,13.0,undefined,Nintendo  ,Nintendo EAD  ,8.5,,12.78,3.75,3.54,0.55,20.61,https://www.vgchartz.com/game/4441/super-mario-world/?region=All,Platform
118,Grand Theft Auto V,PS3,2013.0,Sep,17.0,undefined,Rockstar Games  ,Rockstar North  ,9.4,,6.37,9.85,0.99,3.12,20.32,https://www.vgchartz.com/game/65884/grand-theft-auto-v/?region=All,Action
119,Football Manager,Series,2004.0,Nov,5.0,undefined,Sega  ,Sports Interactive  ,,,,,,,,https://www.vgchartz.com/game/226079/football-manager/?region=All,undefined
120,Frogger,Series,1981.0,Oct,23.0,undefined,Konami  ,Konami|Parker Brothers|SCE Cambridge Studio|Blitz Games|Game Titan|Vicarious Visions|Hudson Soft|Voletx|Hijinx Studios|Alpha Unit  ,,,,,,,,https://www.vgchartz.com/game/226231/frogger/?region=All,Action
121,Gundam,Series,,,,undefined,Unknown  ,Banpresto|B.B. Studio  ,,,,,,,,https://www.vgchartz.com/game/226296/gundam/?region=All,undefined
122,Lemmings,Series,1991.0,Feb,14.0,undefined,Psygnosis  ,DMA Design|SunSoft|Probe Entertainment|Psygnosis|Ocean Software|Clockwork Games|Team17|Visual Science|Rusty Nutz|d3t Ltd|Sad Puppy  ,,,,,,,,https://www.vgchartz.com/game/226330/lemmings/?region=All,Puzzle
123,Naruto: Ultimate Ninja,Series,2006.0,Jun,26.0,undefined,Bandai Namco Entertainment  ,CyberConnect2  ,,,,,,,,https://www.vgchartz.com/game/226069/naruto-ultimate-ninja/?region=All,Fighting
