Rank,Name,Platform,Year,Month,Date,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales
14842,Bomberman Land,PSP,2008,Jan,29,undefined,Hudson Entertainment  ,Hudson Soft  ,6.5,,0.06,0.0,,0.0,0.06
14843,Stern Pinball Arcade,NS,2017,Dec,12,undefined,Alliance Digital Media  ,System 3 Software  ,,,0.05,0.01,,0.01,0.06
14844,Power Shovel,PS,2001,Jul,19,undefined,Acclaim Entertainment  ,Taito Corporation  ,,,0.03,0.02,,0.0,0.06
14845,Spy Fox in Dry Cereal,Wii,2008,Aug,26,undefined,Majesco  ,Mistic Studios  ,,,0.06,,,0.0,0.06
14846,A llI S.V.: A Ressha de Gyoukou 3 Super Version,SNES,1995,Sep,29,undefined,Pack-In-Video  ,ArtDink  ,,,,,0.06,,0.06
14847,Spy Games: Elevator Mission,Wii,2007,Nov,16,undefined,Tommo  ,Tommo  ,2.0,,0.06,,,0.0,0.06
14848,Asterix and Obelix XXL2,NS,2018,Nov,29,undefined,Microids  ,Microids  ,6.5,,,0.06,,0.0,0.06
14849,Strike Force Bowling,GC,2005,Mar,20,undefined,Crave Entertainment  ,Lab Rats Games  ,,,0.05,0.01,,0.0,0.06
14850,Earth Defense Force 2017 Portable,PSV,2013,Feb,05,undefined,D3Publisher  ,Sandlot  ,,,,,0.06,,0.06
14851,Theme Park,DS,2007,Mar,20,undefined,Electronic Arts  ,EA Japan Studio  ,,,0.0,0.03,0.03,0.0,0.06
14852,Atelier Iris 2: The Azoth Of Destiny,PS2,2006,Apr,25,undefined,NIS America  ,Gust  ,6.8,,0.03,0.02,,0.01,0.06
14853,Hogs of War / Worms,PS,2002,Nov,22,undefined,Infogrames  ,Infogrames Sheffield / Team17 Software  ,,,0.03,0.02,,0.0,0.06
14854,GRID 2,PC,2013,May,28,undefined,Codemasters  ,Unknown  ,,,,0.06,,0.0,0.06
14855,Championship Surfer,PS,2000,Dec,04,undefined,Mattel Interactive  ,Krome Studios  ,7.2,,0.03,0.02,,0.0,0.06
14856,Tokimeki no Houkago,PS,1998,Jul,16,undefined,Konami  ,KCET  ,,,,,0.06,0.0,0.06
14857,Monster Garage,XB,2004,Nov,03,undefined,Activision  ,Invictus Games Ltd  ,,,0.05,0.01,,0.0,0.06
14858,From The Abyss,DS,2008,Aug,26,undefined,Aksys Games  ,Sonic Powered  ,7.3,,0.06,,,0.0,0.06
14859,Speed,Wii,2010,Apr,20,undefined,Zoo Games  ,Team6 Game Studio  ,,,0.04,0.02,,0.0,0.06
14860,Secret Files: Tunguska,Wii,2010,Mar,30,undefined,Deep Silver  ,Fusionsphere Systems / Animation Arts  ,,,0.04,0.01,,0.0,0.06
14861,Tecmo Classic Arcade,XB,2005,Sep,14,undefined,Tecmo  ,Tecmo  ,,,0.05,0.01,,0.0,0.06
14862,MX vs. ATV Supercross,X360,2014,Oct,28,undefined,Nordic Games  ,Rainbow Studios  ,,,0.03,0.02,,0.01,0.06
14863,2 Games in 1: Sonic Pinball Party & Columns Crown,GBA,2005,Nov,16,undefined,Sega  ,Various  ,,,0.04,0.02,,0.0,0.06
14864,Fate/Extella Link,PSV,2018,Jun,07,undefined,Marvelous  ,Marvelous  ,,,,,0.06,,0.06
14865,Mad Maestro!,PS2,2002,Mar,12,undefined,Eidos Interactive  ,Desert Productions  ,,,0.03,0.02,,0.01,0.06
14866,Densha De Go! 3 Tsuukinhen,PS2,2001,Mar,15,undefined,Taito  ,Taito Corporation  ,,,,,0.06,,0.06
14867,Wasteland 2,XOne,2015,Oct,13,undefined,Deep Silver  ,InXile Entertainment  ,,,0.05,0.01,,0.01,0.06
14868,Biker Mice From Mars,PS2,2007,Jun,05,undefined,Game Factory  ,Creat Studio  ,,,0.03,0.02,,0.01,0.06
14869,Age of Empires Online,PC,2011,Aug,16,undefined,Microsoft Game Studios  ,Microsoft Game Studios  ,7.0,,0.01,0.04,,0.01,0.06
14870,Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable,PSP,2006,Mar,02,undefined,Daito  ,Daito  ,,,,,0.06,,0.06
14871,Legend of Kay,DS,2010,Jun,15,undefined,DreamCatcher Interactive  ,Firehazard Studio  ,,,0.06,0.0,,0.0,0.06
14872,Final Fantasy XIV: Stormblood,PC,2017,Jun,20,undefined,Square Enix  ,Square Enix  ,,,0.04,0.02,,0.01,0.06
14873,Conan Exiles,XOne,2018,May,08,undefined,Maximum Games  ,Funcom Oslo A/S  ,,,0.05,0.01,,0.01,0.06
14874,Sudoku Ball Detective,DS,2009,Sep,22,undefined,Playlogic Game Factory  ,WhiteBear Studios  ,5.0,,0.06,0.0,,0.0,0.06
14875,Giants: Citizen Kabuto,PS2,2001,Dec,20,undefined,Interplay  ,Digital Mayhem  ,,,0.03,0.02,,0.01,0.06
14876,Steins;Gate,X360,2009,Oct,15,undefined,5pb  ,Nitro+  ,,,,,0.06,,0.06
14877,MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,PSV,2016,Sep,13,undefined,Idea Factory  ,Compile Heart  ,,,0.02,0.01,0.02,0.01,0.06
14878,Alone in the Dark,PS2,2008,Jun,23,undefined,Atari  ,Hydravision Entertainment  ,,,0.03,0.02,,0.01,0.06
14879,Guilty Gear XX Accent Core Plus,PS2,2009,Apr,07,undefined,Aksys Games  ,Arc System Works  ,,,0.03,0.02,,0.01,0.06
14880,Muppets Party Cruise,PS2,2003,Nov,13,undefined,TDK Mediactive  ,Mass Media  ,,,0.03,0.02,,0.01,0.06
14881,Higurashi Daybreak Portable,PSP,2008,Nov,27,undefined,Alchemist  ,Alchemist  ,,,,,0.06,,0.06
14882,Barbie Horse Adventures: Wild Horse Rescue,XB,2003,Nov,04,undefined,VU Games  ,Blitz Games  ,,,0.05,0.01,,0.0,0.06
14883,Shonen Jump's One Piece: Grand Battle,GC,2005,Sep,07,undefined,Namco Bandai  ,Ganbarion  ,,,0.05,0.01,,0.0,0.06
14884,Sherlock Holmes: The Devil's Daughter,PS4,2016,Oct,25,undefined,Bigben Interactive  ,Bigben Interactive  ,,,0.05,,,0.01,0.06
14885,DreamWorks Super Star Kartz,X360,2011,Nov,15,undefined,Activision  ,Activision  ,,,0.05,0.01,,0.01,0.06
14886,Blast Lacrosse,PS,2001,May,23,undefined,Acclaim Entertainment  ,Sandbox  ,,,0.03,0.02,,0.0,0.06
14887,Kurupoto Cool Cool Stars,DS,2007,Oct,07,undefined,UFO Interactive  ,Starfish SD  ,,,0.06,,,0.0,0.06
14888,Luminous Arc Infinity,PSV,2015,Aug,06,undefined,Marvel Entertainment  ,Xseed Games  ,,,,,0.06,,0.06
14889,MX vs ATV Supercross Encore 2017 Track Edition,XOne,2017,Jan,04,undefined,THQ Nordic  ,Rainbow Studios  ,,,0.05,,,0.01,0.06
14890,Backyard NFL Football '10,PS2,2009,Oct,20,undefined,Atari  ,Humongous Entertainment  ,,,0.03,0.02,,0.01,0.06
14891,Kikou Heidan J-Phoenix,PS2,2001,Jun,28,undefined,Takara  ,Shoeisha  ,,,,,0.06,,0.06
14892,Another Code R: A Journey into Lost Memories,Wii,2009,Jun,26,undefined,Nintendo  ,Cing  ,5.9,,,0.03,0.03,0.0,0.06
14893,Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf,GBA,2005,Feb,08,undefined,Konami  ,Konami  ,,,0.04,0.02,,0.0,0.06
14894,Bubble Bobble: Old & New,GBA,2004,Sep,28,undefined,Empire Interactive  ,Taito Corporation  ,5.5,,0.04,0.02,,0.0,0.06
14895,Naruto Shippuden: Gekitou Ninja Taisen Special,Wii,2010,Dec,02,undefined,Takara Tomy   ,Eighting  ,,,,,0.06,,0.06
14896,Jissen Pachi-Slot Hisshouhou! Hokuto no Ken F - Seikimatsu Kyuuseishu Densetsu,PS3,2012,May,31,undefined,Sega  ,Sammy Studios  ,,,,,0.06,,0.06
14897,Kekkon: Marriage,SAT,1995,Dec,15,undefined,Shogakukan  ,Shogakukan Production  ,,,,,0.06,0.0,0.06
14898,Challenge Me: Brain Puzzles,DS,2009,May,26,undefined,O-Games  ,Oxygen Interactive  ,,,0.06,0.0,,0.0,0.06
14899,KimiKiss,PS2,2006,May,25,undefined,Enterbrain  ,Enterbrain  ,,,,,0.06,,0.06
14900,Nicola Kanshuu: Model * Oshare Audition 2,3DS,2011,Nov,03,undefined,Alchemist  ,Alchemist  ,,,,,0.06,,0.06
14901,Cold Fear,XB,2005,Mar,15,undefined,Ubisoft  ,Darkworks  ,,,0.05,0.01,,0.0,0.06
14902,Nicktoons MLB 3D,3DS,2012,Mar,06,undefined,2K Games  ,"Black Lantern Studios, Inc.  ",,,0.06,,,0.01,0.06
14903,Hisshou Pachinko*Pachi-Slot Kouryaku Series Portable Vol. 1: Shinseiki Evangelion - Tamashii no Kiseki,PSP,2010,Jun,03,undefined,D3 Publisher  ,Bisty  ,,,,,0.06,,0.06
14904,Shining Force Feather,DS,2009,Feb,19,undefined,Sega  ,Flight-Plan  ,,,,,0.06,,0.06
14905,OK! Puzzle Stars,DS,2010,Apr,23,undefined,Ubisoft  ,TBD  ,,,,0.05,,0.01,0.06
14906,Star Trek: Tactical Assault,DS,2006,Oct,26,undefined,Bethesda Softworks  ,"Quicksilver Software, Inc.  ",,,0.05,0.01,,0.0,0.06
14907,NBA 2K Playgrounds 2,XOne,2018,Oct,16,undefined,2K Games  ,Saber Interactive  ,,,0.05,,,0.01,0.06
14908,Highway 2000,SAT,1996,Jan,01,undefined,Natsume  ,Genki  ,,,,,0.06,,0.06
14909,Imagine: Cheerleader,DS,2009,Jan,27,undefined,Ubisoft  ,1st Playable Productions  ,,,0.06,,,0.0,0.06
14910,Cartoon Network: Battle Crashers,3DS,2016,Nov,08,undefined,GameMill Entertainment  ,Magic Pockets  ,3.5,,0.04,0.01,,0.01,0.06
14911,EverQuest II: Destiny of Velious,PC,2011,Feb,22,undefined,Sony Online Entertainment  ,Sony Online Entertainment  ,,,0.06,,,0.01,0.06
14912,DropCast,DS,2008,Sep,22,undefined,THQ  ,Mikoishi  ,,,0.06,,,0.0,0.06
14913,LEGO Friends,3DS,2013,Nov,12,undefined,Warner Bros. Interactive Entertainment  ,Hellbent Games  ,,,,0.06,,0.0,0.06
14914,Cocoto Kart Racer,Wii,2008,Jun,24,undefined,Conspiracy Entertainment  ,Neko Entertainment  ,,,0.06,,,0.0,0.06
14915,The Book of Unwritten Tales: The Critter Chronicles,PC,2011,Oct,06,undefined,Crimson Cow  ,KING Art Games  ,,,,0.05,,0.01,0.06
14916,Mobile Suit Gundam 00: Gundam Meisters,PS2,2008,Oct,16,undefined,Namco Bandai  ,Yuke's Future Media Creators  ,,,,,0.06,,0.06
14917,Call of Cthulhu: Dark Corners of the Earth,XB,2005,Oct,24,undefined,2K Games  ,Headfirst Productions  ,,,0.05,0.01,,0.0,0.06
14918,The Great Escape,XB,2008,Jul,23,undefined,Gotham Games  ,Pivotal Games  ,,,0.05,0.01,,0.0,0.06
14919,Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings,PS4,2018,Mar,27,undefined,Tecmo Koei  ,Gust  ,,,0.03,,0.03,0.01,0.06
14920,Alien Syndrome,Wii,2007,Jul,24,undefined,Sega  ,Totally Games  ,5.2,,0.05,0.0,,0.0,0.06
14921,The Document of Metal Gear Solid 2,PS2,2002,Sep,24,undefined,Konami  ,Konami Computer Entertainment Japan  ,,,0.03,0.02,,0.01,0.06
14922,Minna no DS Seminar: Kanpeki Eitango Ryoku,DS,2006,Jul,20,undefined,TDK Core  ,TDK Core  ,,,,,0.06,,0.06
14923,Kirarin * Revolution: Minna de Odorou Furi Furi Debut!,DS,2008,Jul,24,undefined,Konami  ,Konami  ,,,,,0.06,,0.06
14924,PenPen TriIceLon,DC,1999,Sep,09,undefined,Infogrames  ,Team Land Ho!  ,5.8,,,,0.06,0.0,0.06
14925,SBK 2011: FIM Superbike World Championship,X360,2011,May,11,undefined,Black Bean Games  ,Milestone S.r.l  ,,,,0.05,,0.01,0.06
14926,Salt Lake 2002,GBA,2002,Jan,19,undefined,Ubisoft  ,DC Studios  ,,,0.04,0.02,,0.0,0.06
14927,Chevrolet Camaro: Wild Ride,Wii,2010,Oct,30,undefined,Storm City Games  ,Storm City Games  ,,,0.06,,,0.0,0.06
14928,PAC-MAN and the Ghostly Adventures,WiiU,2013,Oct,29,undefined,Namco Bandai Games  ,Monkey Bar Games  ,,,0.03,0.02,,0.01,0.06
14929,Uta no Prince-Sama: Music 3,PSV,2016,Jan,28,undefined,Broccoli  ,Nippon Ichi Software  ,,,,,0.06,,0.06
14930,MX vs. ATV Supercross Encore,PS4,2015,Oct,27,undefined,Nordic Games  ,Rainbow Studios  ,,,,0.05,,0.01,0.06
14931,Cartoon Network: Battle Crashers,XOne,2016,Nov,08,undefined,GameMill Entertainment  ,Magic Pockets  ,,,0.05,0.01,,0.01,0.06
14932,Crazy Chicken Tales,Wii,2009,Dec,01,undefined,Conspiracy Entertainment  ,Conspiracy Entertainment Corporation  ,,,0.06,,,0.0,0.06
14933,Stranger of Sword City,PSV,2016,Apr,26,undefined,NIS America  ,Experience Inc.  ,,,0.04,0.01,,0.02,0.06
14934,Arkanoid DS,DS,2008,Jun,17,undefined,Square Enix  ,Taito Corporation  ,,,0.06,0.0,,0.0,0.06
14935,Vexx,GC,2003,Feb,10,undefined,Acclaim Entertainment  ,Acclaim Studios Austin  ,6.4,,0.05,0.01,,0.0,0.06
14936,Disney's Kim Possible: Global Gemini,DS,2007,Feb,13,undefined,Disney Interactive Studios  ,Artificial Mind and Movement  ,,,0.05,0.01,,0.0,0.06
14937,Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e,PSP,2010,May,20,undefined,Namco Bandai  ,Bec  ,,,,,0.06,,0.06
14938,Batman: Rise of Sin Tzu,GC,2003,Nov,11,undefined,Ubisoft  ,Ubisoft Montreal  ,,,0.05,0.01,,0.0,0.06
14939,Mega Man Battle Network 5: Double Team DS (US sales),DS,2005,Nov,01,undefined,Capcom  ,Capcom  ,,,0.06,,,,0.06
14940,Grey's Anatomy: The Video Game,Wii,2009,Mar,04,undefined,Ubisoft  ,Longtail Studios  ,,,0.05,0.01,,0.0,0.06
14941,SpongeBob SquarePants: Plankton's Robotic Revenge,3DS,2013,Oct,22,undefined,Activision  ,Behaviour Interactive Inc.  ,,,,0.06,,0.0,0.06
14942,MX vs ATV Supercross Encore 2017 Track Edition,PS4,2017,Jan,04,undefined,THQ Nordic  ,Rainbow Studios  ,,,0.05,,,0.01,0.06
14943,Santa Claus Is Comin' to Town!,Wii,2011,Nov,08,undefined,Crave Entertainment  ,Crave Entertainment  ,,,0.06,,,0.0,0.06
14944,The Next BIG Thing,PC,2011,Apr,21,undefined,Focus Home Interactive  ,Pendulo Studio  ,6.8,,,0.05,,0.01,0.06
14945,Disney Sports Skateboarding,GC,2002,Nov,17,undefined,Konami  ,KCEO  ,2.6,,0.05,0.01,,0.0,0.06
14946,Puyo Puyo Tetris,PSV,2014,Feb,06,undefined,Sega  ,Sonic Team  ,,,,,0.06,,0.06
14947,Sword Art Online: Game Director's Edition,PS4,2015,Nov,19,undefined,Namco Bandai Games  ,Namco Bandai Games  ,,,,,0.06,,0.06
14948,Create,PC,2010,Nov,16,undefined,Electronic Arts  ,EA Bright Light  ,6.0,,0.04,0.01,,0.0,0.06
14949,Deformers,PS4,2017,Apr,21,undefined,Ready at Dawn  ,Ready at Dawn  ,,,0.05,,,0.01,0.06
14950,Hasbro Family Fun Pack Conquest Edition,XOne,2016,Nov,15,undefined,Ubisoft  ,Ubisoft  ,,,0.05,,,0.01,0.06
14951,New Prince of Tennis: Go to the Top,3DS,2015,Mar,05,undefined,FuRyu Corporation  ,FuRyu  ,,,,,0.06,,0.06
14952,Tsumiki: Block Drop Mania,DS,2011,Nov,18,undefined,SouthPeak Interactive  ,RED Entertainment  ,,,0.05,,,0.01,0.06
14953,Dreamer Series: Zoo Keeper,DS,2010,Jan,04,undefined,DreamCatcher Interactive  ,DreamCatcher Interactive  ,,,0.06,,,0.0,0.06
14954,Magi: Aratanaru Sekai,3DS,2014,Feb,14,undefined,Namco Bandai Games  ,Bandai Namco Games  ,,,,,0.06,,0.06
14955,Big Bang Mini,DS,2009,Jan,21,undefined,SouthPeak Interactive  ,Arkedo Studio  ,8.0,,0.05,0.0,,0.0,0.06
14956,Summon Night 2,DS,2008,Aug,07,undefined,Bandai  ,Flight-Plan  ,,,,,0.06,,0.06
14957,Chou Soujuu Mecha MG,DS,2006,Sep,02,undefined,Nintendo  ,Sandlot  ,,,,,0.06,,0.06
14958,Chou Soujuu Mecha MG,DS,N/A,N/A,N/A,undefined,Unknown  ,Sandlot  ,,,,,0.06,,0.06
14959,Pro Evolution Soccer 2012,PS2,2011,Nov,08,undefined,Konami  ,Konami  ,,,,,0.06,,0.06
14960,Terminator 3: The Redemption,XB,2004,Sep,02,undefined,Atari  ,Paradigm Entertainment  ,,,0.05,0.01,,0.0,0.06
14961,Call of Duty 2,PC,2005,Oct,25,undefined,Activision  ,Infinity Ward  ,7.0,,0.0,0.05,,0.01,0.06
14962,Sherlock Holmes: The Devil's Daughter,XOne,2016,Oct,25,undefined,Bigben Interactive  ,Bigben Interactive  ,,,0.05,,,0.01,0.06
14963,Busy Scissors,DS,2010,Oct,26,undefined,Little Orbit  ,Little Orbit  ,,,0.06,0.0,,0.0,0.06
14964,Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen,PSP,2012,Aug,30,undefined,Namco Bandai Games  ,Bandai Namco Games  ,,,,,0.06,,0.06
14965,Coded Arms: Contagion,PSP,2007,Sep,18,undefined,Konami  ,Creat Studio  ,,,0.05,0.0,,0.01,0.06
14966,Shiren The Wanderer: The Tower of Fortune and the Dice of Fate,PSV,2016,Jul,26,undefined,Aksys Games  ,"Chunsoft Co., Ltd.  ",,,0.01,,0.04,0.01,0.06
14967,Cabela's Big Game Hunter (2008),X360,2007,Nov,07,undefined,Activision  ,FUN Labs  ,,,0.06,,,0.0,0.06
14968,Neon Genesis Evangelion,N64,1999,Jun,25,undefined,Bandai  ,Bandai  ,5.6,,,,0.06,0.0,0.06
14969,Serious Sam II,XB,2005,Oct,11,undefined,2K Games  ,Croteam  ,,,0.05,0.01,,0.0,0.06
14970,World Series of Poker 2008: Battle for the Bracelets,DS,2007,Nov,06,undefined,Activision  ,Farmind Ltd  ,,,0.05,0.0,,0.0,0.06
14971,Foster's Home for Imaginary Friends: Imagination Invaders,DS,2007,Nov,12,undefined,Midway Games  ,Sensory Sweep  ,,,0.06,,,0.0,0.06
14972,Flipnic: Ultimate Pinball,PS2,2005,Jul,13,undefined,Capcom  ,Sony Computer Entertainment  ,,,0.03,0.02,,0.01,0.06
14973,ICO,PS3,2011,Sep,22,undefined,Sony Computer Entertainment  ,Bluepoint Games  ,,,,,0.06,,0.06
14974,Eigo de Tabisuru: Little Charo,DS,2011,Jan,20,undefined,Nintendo  ,Nintendo  ,,,,,0.06,,0.06
14975,NBA Hangtime,PS,1997,Jan,01,undefined,Midway Games  ,Midway Games  ,,,0.03,0.02,,0.0,0.06
14976,MX vs. ATV Supercross Encore,XOne,2015,Oct,27,undefined,Nordic Games  ,Rainbow Studios  ,,,0.05,,,0.01,0.06
14977,D.C. II P.S.: Da Capo II Plus Situation,PS2,2008,May,29,undefined,Kadokawa Shoten  ,Circus  ,,,,,0.06,,0.06
14978,MotoGP 10/11,X360,2011,Mar,15,undefined,Capcom  ,Monumental Games  ,6.0,,,0.05,,0.01,0.06
14979,World Cup of Pool,DS,2010,Feb,09,undefined,Aksys Games  ,Midas Interactive Entertainment  ,,,0.06,0.0,,0.0,0.06
14980,Brunswick Circuit Pro Bowling,N64,1999,Dec,23,undefined,THQ  ,Point of View  ,,,0.05,0.01,,0.0,0.06
14981,Bust-A-Move '99,N64,1999,Apr,30,undefined,Acclaim Entertainment  ,Distinctive Developments Ltd  ,,,0.05,0.01,,0.0,0.06
14982,CyberTiger,N64,2000,Feb,29,undefined,Electronic Arts  ,Saffire Corporation  ,,,0.05,0.01,,0.0,0.06
14983,Marvel Super Heroes,SAT,1997,Sep,29,undefined,Capcom  ,Capcom  ,,,,,0.06,0.0,0.06
14984,Mike Piazza's Strike Zone,N64,1998,Jun,16,undefined,GT Interactive  ,Devil's Thumb Entertainment  ,,,0.05,0.01,,0.0,0.06
14985,Olympic Hockey 98,N64,1998,Feb,23,undefined,Midway Games  ,Treyarch  ,,,0.05,0.01,,0.0,0.06
14986,Penny Racers,N64,1999,Feb,10,undefined,THQ  ,Locomotive Games  ,,,0.05,0.01,,0.0,0.06
14987,Polaris SnoCross,N64,2000,Dec,27,undefined,Vatical Entertainment  ,Vicarious Visions  ,,,0.05,0.01,,0.0,0.06
14988,S.C.A.R.S,N64,1998,Dec,04,undefined,Ubisoft  ,Vivid Image  ,,,0.05,0.01,,0.0,0.06
14989,Star Soldier: Vanishing Earth,N64,1998,Dec,15,undefined,Electro Brain  ,Hudson Soft  ,,,0.05,0.01,,0.0,0.06
14990,Top Gear Hyper-Bike,N64,2000,Mar,21,undefined,Kemco  ,Snowblind Studios  ,,,0.05,0.01,,0.0,0.06
14991,Virtual Chess 64,N64,1998,Jun,10,undefined,Titus  ,Titus Software  ,,,0.05,0.01,,0.0,0.06
14992,Worms Blast,GC,2002,Oct,24,undefined,Ubisoft  ,Team17 Software  ,,,0.05,0.01,,0.0,0.06
14993,Prinny: Can I Really Be The Hero? (US sales),PSP,2009,Feb,17,undefined,NIS America  ,Nippon Ichi Software  ,,,0.06,,,,0.06
14994,Blur,PC,2010,May,25,undefined,Activision  ,Bizarre Creations  ,8.1,,0.01,0.04,,0.01,0.06
14995,Killing Floor 2,XOne,2017,Aug,29,undefined,Tripwire Interactive  ,Tripwire Interactive  ,,,0.05,,,0.01,0.06
14996,Smile PreCure! Let's Go! Marchen World,3DS,2012,Aug,02,undefined,Namco Bandai Games  ,Bandai Namco Games  ,,,,,0.06,,0.06
14997,I Love Beauty: Hollywood Makeover,DS,2009,May,20,undefined,City Interactive  ,City Interactive  ,,,0.06,,,0.0,0.06
14998,IHRA Professional Drag Racing 2005,XB,2004,Nov,08,undefined,Bethesda Softworks  ,Bethesda Softworks  ,,,0.04,0.01,,0.0,0.06
14999,Tokyo Xtreme Racer Advance,GBA,2005,Apr,20,undefined,Crave Entertainment  ,David A. Palmer Productions  ,,,0.04,0.02,,0.0,0.06
15000,Rock Blast,DS,2008,Aug,05,undefined,UFO Interactive  ,UFO Interactive  ,,,0.06,,,0.0,0.06
15001,Warriors of the Lost Empire,PSP,2007,Dec,13,undefined,UFO Interactive  ,Goshow  ,,,0.05,0.0,,0.0,0.06
15002,Showtime Championship Boxing,DS,2007,Nov,10,undefined,DSI Games  ,Nikitova Games  ,,,0.06,,,0.0,0.06
15003,Little League World Series Baseball 2008,DS,2008,Aug,05,undefined,Activision  ,Black Lantern Studios  ,,,0.06,,,0.0,0.06
15004,Combat Elite: WWII Paratroopers,PS2,2005,Nov,21,undefined,SouthPeak Interactive  ,BattleBorne  ,,,0.03,0.02,,0.01,0.06
15005,Power Pro Success Legends,PSP,2010,Feb,25,undefined,Konami  ,PawaPuro Production  ,,,,,0.06,,0.06
15006,Killer Loop,PS,1999,Oct,31,undefined,Crave Entertainment  ,VCC Entertainment  ,,,0.03,0.02,,0.0,0.06
15007,Cabela's Dangerous Hunts: Ultimate Challenge,PSP,2006,Apr,04,undefined,Activision  ,FUN Labs  ,,,0.06,,,0.0,0.06
15008,Worldwide Soccer,SAT,1995,Jan,01,undefined,Sega  ,Sega  ,,,,,0.06,,0.06
15009,Puzzler Collection,Wii,2008,Jul,29,undefined,Zoo Digital Publishing  ,Route 1 Games  ,,,0.05,0.0,,0.0,0.06
15010,Toriko: Gourmet Battle!,3DS,2013,Jul,04,undefined,Namco Bandai Games  ,Bandai Namco Games  ,,,,,0.06,,0.06
15011,Jewel Link Chronicles: Mountains of Madness,DS,2012,Feb,08,undefined,Unknown  ,Avanquest Software  ,,,,0.05,,0.01,0.06
15012,Commandos: Strike Force,PS2,2006,Apr,04,undefined,Eidos Interactive  ,Pyro Studios  ,,,0.03,0.02,,0.01,0.06
15013,Mobile Suit Gundam: Gundam vs. Zeta Gundam,PS2,2005,Jun,28,undefined,Bandai  ,Capcom  ,,,0.03,0.02,,0.01,0.06
15014,Rapala Pro Fishing,GBA,2004,Aug,31,undefined,Activision  ,Torus Games  ,,,0.04,0.02,,0.0,0.06
15015,Nobunaga no Yabou: Souzou,PS4,2014,Feb,22,undefined,Tecmo Koei  ,Koei Tecmo Games  ,,,,,0.06,,0.06
15016,Guilty Gear X: Advance Edition,GBA,2002,Aug,29,undefined,Sammy Corporation  ,Arc System Works  ,7.3,,0.04,0.02,,0.0,0.06
15017,Fate/Tiger Colosseum Upper,PSP,2008,Aug,28,undefined,Capcom  ,Cavia Inc.  ,,,,,0.06,,0.06
15018,Unreal Tournament III,PC,2007,Nov,19,undefined,Midway Games  ,Epic Games  ,8.4,,,0.05,,0.01,0.06
15019,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS3 Deluxe,DS,2009,Apr,09,undefined,Rocket Company  ,Rocket Company  ,,,,,0.06,,0.06
15020,Pop Cutie! Street Fashion Simulation,DS,2008,Oct,06,undefined,KOEI  ,Koei  ,,,0.06,,,0.0,0.06
15021,S.T.A.L.K.E.R.: Call of Pripyat,PC,2010,Feb,02,undefined,Viva Media  ,GSC Game World  ,8.0,,0.0,0.05,,0.01,0.06
15022,Dragon Quest X: All in One Package,PS4,2017,Aug,17,undefined,Square Enix  ,Square Enix  ,,,,,0.06,,0.06
15023,Ford Racing 3,GBA,2005,Nov,03,undefined,"Destination Software, Inc  ",Visual Impact  ,,,0.04,0.02,,0.0,0.06
15024,Samurai Warriors 4-II,PSV,2015,Sep,29,undefined,Tecmo Koei  ,Omega Force  ,,,,,0.06,,0.06
15025,Pheasants Forever Wingshooter,Wii,2010,Oct,06,undefined,GameMill  ,High Voltage Software  ,,,0.03,0.02,,0.0,0.06
15026,Playmobil Knights,DS,2010,Jan,25,undefined,DreamCatcher Interactive  ,Morgen Studios  ,,,0.04,0.01,,0.0,0.06
15027,The Witcher,PC,2007,Oct,30,undefined,Atari  ,CD Projekt Red Studio  ,7.9,,,0.05,,0.01,0.06
15028,PachiPara 13: Super Umi no Pachi-Pro Fuuunroku,PS2,2006,Oct,26,undefined,Irem Software Engineering  ,Irem Software Engineering  ,,,,,0.06,,0.06
15029,R.B.I. Baseball 2016,XOne,2016,Apr,05,undefined,MLB.com  ,MLB.com  ,,,0.05,,,0.01,0.06
15030,World Soccer Winning Eleven 9 (US sales),PSP,2006,Feb,07,undefined,Konami  ,Konami Computer Entertainment Tokyo  ,,,0.05,,,0.0,0.06
15031,Imagine: Resort Owner,DS,2010,Oct,26,undefined,Ubisoft  ,Ubisoft  ,,,0.05,0.0,,0.0,0.06
15032,Oddworld: Munch's Oddysee,GBA,2003,Sep,24,undefined,THQ  ,ART Co.  ,,,0.04,0.02,,0.0,0.06
15033,Winning Post 4 Maximum,PS2,2000,Sep,28,undefined,KOEI  ,Koei/Inis  ,,,,,0.06,,0.06
15034,Xiaolin Showdown,PSP,2006,Nov,14,undefined,Konami  ,BottleRocket Entertainment  ,,,0.05,0.0,,0.0,0.06
15035,Exhibition Volume 5,XB,2004,May,27,undefined,Microsoft  ,Various  ,,,0.04,0.01,,0.0,0.06
15036,Record of Lodoss War: Eiyuu Sensou,SCD,1994,May,20,undefined,Sega  ,Sega  ,,,,,0.06,0.0,0.06
